	GeneID	chr	strand	SEstart	SeEnd	upstreamEnd	DownstreamStart
10089	ENSMUSG00000021638	chr13	-	100534962	100535124	100515175	100552563
10098	ENSMUSG00000078942	chr13	-	100298739	100300851	100297053	100301334
10099	ENSMUSG00000078942	chr13	-	100315434	100315534	100308280	100315983
10107	ENSMUSG00000079469	chr9	-	73017869	73018083	73017571	73021285
10108	ENSMUSG00000079469	chr9	-	73023228	73023280	73022486	73029565
10109	ENSMUSG00000079469	chr9	-	73023309	73023382	73022486	73029565
10113	ENSMUSG00000049658	chr13	-	100023599	100023855	100020410	100025396
10114	ENSMUSG00000049658	chr13	-	100050944	100051129	100050029	100051347
10115	ENSMUSG00000049658	chr13	-	100078658	100078799	100078113	100084140
10116	ENSMUSG00000049658	chr13	-	100084140	100084195	100078799	100089352
10117	ENSMUSG00000021646	chr13	-	99958804	99958871	99954771	99960899
10118	ENSMUSG00000021646	chr13	-	99960899	99960976	99954771	99963807
10119	ENSMUSG00000021646	chr13	-	99963807	99963880	99954771	99967640
10120	ENSMUSG00000021646	chr13	-	99967640	99967736	99963880	99967833
10121	ENSMUSG00000021646	chr13	-	99967833	99967933	99963880	99976408
10122	ENSMUSG00000021646	chr13	-	99971778	99971843	99967933	99976408
10123	ENSMUSG00000021646	chr13	-	99976408	99976522	99971843	99988535
10124	ENSMUSG00000021646	chr13	-	100000249	100000316	99993651	100015385
10133	ENSMUSG00000039294	chr11	-	121225803	121225900	121224693	121226768
10134	ENSMUSG00000039294	chr11	-	121226768	121226842	121225900	121227242
10135	ENSMUSG00000039294	chr11	-	121227888	121228033	121227284	121228327
10136	ENSMUSG00000021650	chr13	-	99336662	99336780	99332966	99343312
10137	ENSMUSG00000021650	chr13	-	99339900	99340030	99336780	99343312
10138	ENSMUSG00000024952	chr19	-	6837326	6837477	6835265	6837579
10139	ENSMUSG00000024952	chr19	-	6837579	6837683	6835265	6837755
10140	ENSMUSG00000024952	chr19	-	6839251	6839367	6838162	6839459
10141	ENSMUSG00000026950	chr2	-	52161370	52161475	52160748	52162067
10142	ENSMUSG00000026950	chr2	-	52163936	52164050	52163009	52164591
10143	ENSMUSG00000033487	chr14	-	72553381	72553548	72552599	72556146
10144	ENSMUSG00000033487	chr14	-	72557633	72557747	72556988	72558979
10145	ENSMUSG00000033487	chr14	-	72563483	72563552	72561716	72564605
10146	ENSMUSG00000033487	chr14	-	72584574	72584844	72583015	72589753
10147	ENSMUSG00000033487	chr14	-	72589753	72589991	72574680	72652015
10148	ENSMUSG00000033487	chr14	-	72589753	72589991	72584844	72599065
10149	ENSMUSG00000033487	chr14	-	72599065	72599142	72589991	72652015
10150	ENSMUSG00000033487	chr14	-	72652015	72652091	72599142	72683633
10151	ENSMUSG00000033487	chr14	-	72652015	72652091	72599142	72709717
10152	ENSMUSG00000033487	chr14	-	72683633	72683771	72599142	72709717
10153	ENSMUSG00000033487	chr14	-	72683633	72683771	72652091	72709393
10154	ENSMUSG00000033487	chr14	-	72683633	72683771	72652091	72709717
10156	ENSMUSG00000102574	chr3	-	29864139	29864327	29832069	29893105
10159	ENSMUSG00000021662	chr13	-	97939459	97939560	97936861	97942452
10160	ENSMUSG00000021662	chr13	-	97969280	97969329	97967432	97978030
10161	ENSMUSG00000021662	chr13	-	97970314	97970370	97969329	97978030
10162	ENSMUSG00000021662	chr13	-	97981371	97981414	97978553	97985310
10163	ENSMUSG00000021662	chr13	-	98053790	98053974	98051126	98074998
10164	ENSMUSG00000021662	chr13	-	98145551	98145595	98077320	98206072
10165	ENSMUSG00000029128	chr5	-	41626986	41627081	41625862	41633172
10166	ENSMUSG00000029128	chr5	-	41687720	41687850	41635909	41698389
10167	ENSMUSG00000029128	chr5	-	41687720	41687850	41635909	41707904
10168	ENSMUSG00000029128	chr5	-	41698389	41698478	41687850	41703437
10169	ENSMUSG00000029128	chr5	-	41703437	41703534	41687850	41707904
10195	ENSMUSG00000047117	chr13	-	96424732	96424828	96420921	96429785
10198	ENSMUSG00000051111	chr13	-	96048406	96048587	96030634	96088219
10200	ENSMUSG00000030726	chr7	-	100089651	100089755	100088142	100093371
10201	ENSMUSG00000030726	chr7	-	100096372	100096535	100093481	100099463
10202	ENSMUSG00000030726	chr7	-	100106562	100106695	100100681	100108511
10203	ENSMUSG00000030726	chr7	-	100108511	100108551	100100681	100112269
10204	ENSMUSG00000030726	chr7	-	100119673	100119729	100112372	100121363
10208	ENSMUSG00000021684	chr13	-	95041864	95042063	95034386	95042899
10209	ENSMUSG00000021684	chr13	-	95046321	95046486	95043472	95047736
10210	ENSMUSG00000021684	chr13	-	95083113	95083174	95052930	95085172
10211	ENSMUSG00000021684	chr13	-	95083113	95083174	95052930	95086727
10212	ENSMUSG00000021684	chr13	-	95085172	95085261	95052930	95086727
10213	ENSMUSG00000021684	chr13	-	95085172	95085261	95052930	95090277
10214	ENSMUSG00000021684	chr13	-	95085172	95085261	95083174	95086727
10215	ENSMUSG00000021684	chr13	-	95086727	95086868	95052930	95090277
10216	ENSMUSG00000021684	chr13	-	95086727	95086868	95085261	95090277
10217	ENSMUSG00000021684	chr13	-	95090277	95090356	95052930	95095635
10218	ENSMUSG00000021684	chr13	-	95123263	95123320	95107845	95222474
10219	ENSMUSG00000021684	chr13	-	95123263	95123320	95107845	95250133
10220	ENSMUSG00000021684	chr13	-	95123263	95123323	95107845	95222474
10221	ENSMUSG00000021684	chr13	-	95123263	95123323	95107845	95250133
10222	ENSMUSG00000032239	chr9	-	22449801	22449863	22448854	22453778
10248	ENSMUSG00000042167	chr13	-	93154924	93155061	93150775	93159644
10249	ENSMUSG00000042167	chr13	-	93159644	93159688	93155061	93167925
10250	ENSMUSG00000042167	chr13	-	93167925	93168054	93159688	93168390
10251	ENSMUSG00000042167	chr13	-	93168390	93168467	93159688	93174639
10252	ENSMUSG00000042167	chr13	-	93171822	93171892	93168467	93174639
10253	ENSMUSG00000021706	chr13	-	92516530	92516692	92513929	92519466
10254	ENSMUSG00000021706	chr13	-	92519466	92519563	92513929	92521115
10258	ENSMUSG00000021708	chr13	-	91968946	91969036	91919931	91972180
10259	ENSMUSG00000021708	chr13	-	91972180	91972285	91919931	91982593
10260	ENSMUSG00000021708	chr13	-	92053548	92053655	92038324	92131206
10261	ENSMUSG00000021621	chr13	-	91798822	91798891	91797254	91800610
10288	ENSMUSG00000026956	chr2	-	25363243	25363384	25362848	25363805
10289	ENSMUSG00000026956	chr2	-	25363311	25363384	25362848	25363805
10290	ENSMUSG00000078958	chr13	-	90890969	90891020	90886794	90905197
10291	ENSMUSG00000078958	chr13	-	90898640	90898858	90891020	90899493
10292	ENSMUSG00000078958	chr13	-	90898640	90898858	90891020	90905197
10293	ENSMUSG00000078958	chr13	-	90899493	90899555	90891020	90899790
10294	ENSMUSG00000078958	chr13	-	90899493	90899555	90891020	90905197
10295	ENSMUSG00000078958	chr13	-	90899493	90899555	90898858	90905197
10296	ENSMUSG00000078958	chr13	-	90899493	90899555	90898946	90905197
10297	ENSMUSG00000078958	chr13	-	90899790	90899831	90891020	90905197
10298	ENSMUSG00000078958	chr13	-	90899790	90899831	90899555	90905197
10299	ENSMUSG00000051034	chr5	-	129660769	129660865	129658385	129670059
10300	ENSMUSG00000026941	chr2	-	25564824	25564971	25564710	25565095
10315	ENSMUSG00000048410	chr18	-	84315805	84315984	84210081	84342945
10316	ENSMUSG00000048410	chr18	-	84342945	84343066	84315984	84432359
10317	ENSMUSG00000048410	chr18	-	84432359	84432434	84354691	84552869
10318	ENSMUSG00000048410	chr18	-	84552869	84552984	84432434	84558326
10319	ENSMUSG00000048410	chr18	-	84558326	84563046	84552984	84589437
10377	ENSMUSG00000021589	chr13	-	75876170	75876267	75872461	75877372
10378	ENSMUSG00000021589	chr13	-	75877372	75877539	75876267	75892905
10379	ENSMUSG00000021589	chr13	-	75878796	75878970	75877539	75892905
10407	ENSMUSG00000022382	chr15	-	85543668	85543940	85537868	85558902
10408	ENSMUSG00000021577	chr13	-	74333021	74333190	74332294	74334297
10409	ENSMUSG00000021577	chr13	-	74337390	74337539	74334422	74339046
10410	ENSMUSG00000021577	chr13	-	74348942	74349029	74344937	74350145
10411	ENSMUSG00000021576	chr13	-	74311667	74311712	74309842	74316329
10412	ENSMUSG00000021576	chr13	-	74316329	74316391	74311712	74317106
10413	ENSMUSG00000034152	chr13	-	74173295	74173423	74172244	74173986
10414	ENSMUSG00000034152	chr13	-	74182276	74182387	74182194	74184672
10415	ENSMUSG00000034152	chr13	-	74189160	74189286	74184773	74190069
10416	ENSMUSG00000034152	chr13	-	74199455	74199675	74193289	74206906
10423	ENSMUSG00000021572	chr13	-	74059441	74059569	74058494	74062183
10424	ENSMUSG00000048154	chr15	-	98836580	98836628	98835467	98837074
10425	ENSMUSG00000048154	chr15	-	98839276	98840417	98837431	98840560
10426	ENSMUSG00000048154	chr15	-	98853789	98853840	98853705	98854032
10427	ENSMUSG00000048154	chr15	-	98854182	98854424	98854106	98854530
10428	ENSMUSG00000048154	chr15	-	98855024	98855135	98854851	98855309
10429	ENSMUSG00000048154	chr15	-	98856606	98856828	98856389	98857387
10430	ENSMUSG00000048154	chr15	-	98865500	98865663	98865293	98865788
10431	ENSMUSG00000024858	chr19	-	4287557	4287694	4287466	4287822
10432	ENSMUSG00000024858	chr19	-	4287822	4287985	4287466	4288411
10433	ENSMUSG00000024858	chr19	-	4288411	4288507	4287985	4288591
10434	ENSMUSG00000024858	chr19	-	4289897	4290005	4289739	4290073
10435	ENSMUSG00000024858	chr19	-	4289897	4290020	4289739	4290073
10436	ENSMUSG00000024858	chr19	-	4292543	4292645	4292436	4292766
10437	ENSMUSG00000024858	chr19	-	4294849	4294926	4292840	4305901
10438	ENSMUSG00000024858	chr19	-	4305121	4305193	4294926	4305901
10452	ENSMUSG00000021606	chr13	-	73320293	73320416	73320060	73327415
10456	ENSMUSG00000034525	chr13	-	70594824	70594931	70592671	70596154
10457	ENSMUSG00000033356	chr15	-	94541870	94541966	94540974	94543459
10458	ENSMUSG00000027669	chr3	-	32589708	32589910	32587777	32589996
10459	ENSMUSG00000027669	chr3	-	32589996	32590063	32589910	32591110
10460	ENSMUSG00000027669	chr3	-	32593157	32593221	32591273	32596276
10461	ENSMUSG00000027669	chr3	-	32593157	32593221	32591273	32616438
10462	ENSMUSG00000027669	chr3	-	32596276	32596383	32591273	32616438
10463	ENSMUSG00000027669	chr3	-	32596276	32596383	32593221	32616438
10464	ENSMUSG00000027669	chr3	-	32597639	32597784	32596383	32598125
10465	ENSMUSG00000027669	chr3	-	32598125	32598164	32596383	32602044
10466	ENSMUSG00000027669	chr3	-	32598125	32598164	32596383	32616438
10467	ENSMUSG00000027669	chr3	-	32602044	32602140	32596383	32616438
10468	ENSMUSG00000027669	chr3	-	32602044	32602140	32598164	32616438
10469	ENSMUSG00000027669	chr3	-	32614099	32614346	32602140	32616438
10475	ENSMUSG00000087303	chr19	-	33722829	33722901	33721749	33746838
10476	ENSMUSG00000087303	chr19	-	33751253	33751359	33749536	33759892
10477	ENSMUSG00000087303	chr19	-	33759892	33760034	33749536	33761597
10513	ENSMUSG00000048280	chr13	-	67672997	67673093	67671611	67673561
10516	ENSMUSG00000097333	chr13	-	67519165	67519220	67518112	67520625
10517	ENSMUSG00000059839	chr13	-	67481169	67481262	67474951	67484140
10518	ENSMUSG00000059839	chr13	-	67481718	67481845	67481262	67484140
10519	ENSMUSG00000055560	chr13	-	67413107	67413203	67408742	67421341
10520	ENSMUSG00000055560	chr13	-	67413833	67413960	67413203	67421341
10521	ENSMUSG00000078994	chr13	-	67394063	67394146	67391064	67396043
10522	ENSMUSG00000057842	chr13	-	67320271	67320367	67317977	67320827
10523	ENSMUSG00000057842	chr13	-	67320827	67320954	67317977	67332466
10524	ENSMUSG00000032038	chr9	-	35052239	35052383	35047962	35053077
10525	ENSMUSG00000032038	chr9	-	35055573	35055649	35055282	35116697
10526	ENSMUSG00000100235	chr13	-	67074085	67074181	67071528	67074832
10527	ENSMUSG00000058883	chr13	-	67074832	67074916	67071528	67081449
10528	ENSMUSG00000058883	chr13	-	67074832	67074959	67071528	67081449
10530	ENSMUSG00000100235	chr13	-	67102042	67102135	67099047	67108448
10531	ENSMUSG00000100235	chr13	-	67102697	67102781	67102135	67108448
10532	ENSMUSG00000019373	chr11	-	59830146	59830239	59828025	59832883
10533	ENSMUSG00000019373	chr11	-	59830146	59830307	59828025	59832883
10534	ENSMUSG00000019373	chr11	-	59832883	59832933	59830307	59833031
10535	ENSMUSG00000019373	chr11	-	59835363	59835444	59833144	59836890
10536	ENSMUSG00000019373	chr11	-	59836890	59837020	59833144	59839669
10542	ENSMUSG00000030839	chr7	-	46515667	46515704	46443535	46614617
10543	ENSMUSG00000030839	chr7	-	46590606	46590773	46515704	46614617
10544	ENSMUSG00000030839	chr7	-	46590606	46590773	46515704	46621560
10545	ENSMUSG00000030839	chr7	-	46590606	46590773	46515704	46632659
10546	ENSMUSG00000030839	chr7	-	46614617	46614776	46515704	46621560
10547	ENSMUSG00000030839	chr7	-	46614617	46614776	46515704	46632659
10548	ENSMUSG00000030839	chr7	-	46614617	46614776	46590773	46618695
10549	ENSMUSG00000030839	chr7	-	46614617	46614776	46590773	46621560
10550	ENSMUSG00000030839	chr7	-	46614617	46614776	46590773	46632659
10551	ENSMUSG00000030839	chr7	-	46618695	46618758	46590773	46621560
10552	ENSMUSG00000030839	chr7	-	46618695	46618758	46614776	46621560
10553	ENSMUSG00000030839	chr7	-	46621560	46621674	46515704	46632659
10554	ENSMUSG00000030839	chr7	-	46621560	46621674	46590773	46632659
10555	ENSMUSG00000030839	chr7	-	46621560	46621674	46614776	46632659
10556	ENSMUSG00000030839	chr7	-	46626208	46626269	46621674	46632659
10557	ENSMUSG00000030839	chr7	-	46632659	46632754	46621674	46633754
10588	ENSMUSG00000038212	chr13	-	65069643	65069741	65068005	65072004
10589	ENSMUSG00000038212	chr13	-	65072004	65072117	65069741	65073555
10590	ENSMUSG00000038212	chr13	-	65078353	65078468	65075702	65081399
10601	ENSMUSG00000021477	chr13	-	64366478	64366641	64365322	64366867
10632	ENSMUSG00000034449	chr11	-	84822310	84822440	84821757	84823071
10633	ENSMUSG00000022656	chr16	-	46454623	46454775	46438068	46458113
10634	ENSMUSG00000022656	chr16	-	46454623	46454775	46448968	46458113
10635	ENSMUSG00000022656	chr16	-	46458113	46458231	46438068	46463817
10636	ENSMUSG00000022656	chr16	-	46458113	46458231	46454775	46458814
10637	ENSMUSG00000022656	chr16	-	46458814	46459111	46458231	46463817
10641	ENSMUSG00000078622	chr11	-	106203537	106203623	106202786	106204920
10642	ENSMUSG00000078622	chr11	-	106211672	106211780	106210462	106213080
10643	ENSMUSG00000039449	chr2	-	4648096	4648123	4645673	4648240
10645	ENSMUSG00000105516	chr3	-	38433402	38433456	38428083	38443426
10651	ENSMUSG00000027845	chr3	-	103807393	103807576	103804055	103808899
10652	ENSMUSG00000027845	chr3	-	103808071	103808098	103807576	103808899
10653	ENSMUSG00000027845	chr3	-	103808071	103808237	103807576	103808899
10654	ENSMUSG00000020315	chr11	-	30101612	30101655	30100714	30103247
10655	ENSMUSG00000020315	chr11	-	30112826	30112911	30110922	30113855
10656	ENSMUSG00000020315	chr11	-	30124865	30125012	30124062	30129569
10657	ENSMUSG00000020315	chr11	-	30138363	30138501	30137630	30138591
10658	ENSMUSG00000020315	chr11	-	30159293	30159445	30154402	30219578
10659	ENSMUSG00000020315	chr11	-	30219578	30219772	30159445	30267947
10660	ENSMUSG00000030798	chr7	-	45238659	45238734	45238572	45238959
10661	ENSMUSG00000055228	chr13	-	62456686	62456747	62455193	62456932
10667	ENSMUSG00000029413	chr5	-	92276918	92277077	92272570	92277911
10668	ENSMUSG00000029413	chr5	-	92276918	92277083	92272570	92277911
10671	ENSMUSG00000041895	chr11	-	109583126	109583197	109582479	109584074
10672	ENSMUSG00000052539	chr3	-	104016601	104016692	104016068	104017500
10673	ENSMUSG00000052539	chr3	-	104027797	104027983	104021877	104034005
10674	ENSMUSG00000052539	chr3	-	104080136	104080216	104061689	104085207
10675	ENSMUSG00000052539	chr3	-	104080136	104080216	104061689	104095064
10676	ENSMUSG00000052539	chr3	-	104095064	104095184	104089668	104105730
10677	ENSMUSG00000052539	chr3	-	104105730	104105847	104095184	104219644
10678	ENSMUSG00000021556	chr13	-	59645092	59645222	59642387	59649562
10679	ENSMUSG00000021556	chr13	-	59674960	59675096	59665676	59675726
10704	ENSMUSG00000041685	chr13	-	98775820	98775917	98764549	98777388
10705	ENSMUSG00000041685	chr13	-	98784775	98784880	98777487	98789362
10706	ENSMUSG00000041685	chr13	-	98789362	98789515	98784880	98789731
10707	ENSMUSG00000041685	chr13	-	98789731	98789873	98784880	98796292
10708	ENSMUSG00000041685	chr13	-	98796292	98796367	98789873	98806305
10709	ENSMUSG00000041685	chr13	-	98806305	98806397	98789873	98815075
10751	ENSMUSG00000021552	chr13	-	58238648	58238712	58237057	58241653
10752	ENSMUSG00000021552	chr13	-	58241653	58241755	58238712	58243801
10753	ENSMUSG00000021552	chr13	-	58243801	58243954	58238712	58251130
10754	ENSMUSG00000021552	chr13	-	58251130	58251153	58243954	58255746
10757	ENSMUSG00000023973	chr17	-	46743185	46743282	46737849	46747420
10758	ENSMUSG00000023973	chr17	-	46743185	46743282	46737849	46751972
10759	ENSMUSG00000023973	chr17	-	46747420	46747544	46737849	46751972
10760	ENSMUSG00000023973	chr17	-	46747420	46747544	46743282	46751972
10765	ENSMUSG00000087174	chrX	-	105042603	105042817	105039812	105043129
10766	ENSMUSG00000087174	chrX	-	105043124	105043304	105039812	105044001
10767	ENSMUSG00000087174	chrX	-	105043129	105043304	105039812	105044001
10768	ENSMUSG00000087174	chrX	-	105044001	105044111	105039812	105066758
10769	ENSMUSG00000087174	chrX	-	105047908	105048010	105039812	105066758
10770	ENSMUSG00000087174	chrX	-	105047908	105048010	105044111	105066758
10771	ENSMUSG00000087174	chrX	-	105066758	105066877	105048010	105068570
10772	ENSMUSG00000087174	chrX	-	105069113	105069146	105068628	105069610
10773	ENSMUSG00000087174	chrX	-	105069610	105069675	105068628	105069999
10774	ENSMUSG00000087174	chrX	-	105069610	105069675	105068628	105070064
10775	ENSMUSG00000087174	chrX	-	105069610	105069699	105068628	105069999
10786	ENSMUSG00000001741	chr7	-	83679444	83679518	83678101	83680624
10787	ENSMUSG00000001741	chr7	-	83688084	83688193	83682949	83722284
10788	ENSMUSG00000026880	chr2	-	35326420	35326524	35325386	35336858
10791	ENSMUSG00000021508	chr13	-	56292460	56292574	56289807	56295825
10792	ENSMUSG00000021508	chr13	-	56295825	56295931	56292574	56296109
10810	ENSMUSG00000039163	chr9	-	118075121	118075212	118065348	118115339
10811	ENSMUSG00000039163	chr9	-	118115339	118115429	118075212	118150016
10812	ENSMUSG00000022100	chr14	-	70682332	70682441	70681345	70682792
10813	ENSMUSG00000022100	chr14	-	70690981	70691154	70688320	70692650
10814	ENSMUSG00000022100	chr14	-	70696550	70696716	70695687	70698941
10815	ENSMUSG00000022100	chr14	-	70704663	70704757	70703389	70707286
10816	ENSMUSG00000022100	chr14	-	70707286	70707433	70704757	70766511
10823	ENSMUSG00000021484	chr13	-	55351155	55351270	55348434	55351379
10824	ENSMUSG00000021484	chr13	-	55362120	55362239	55353063	55362387
10825	ENSMUSG00000033917	chr7	-	118695035	118695141	118694585	118698554
10826	ENSMUSG00000033917	chr7	-	118698554	118698730	118695141	118705389
10827	ENSMUSG00000034789	chr13	-	55320926	55320994	55320844	55321101
10828	ENSMUSG00000034789	chr13	-	55320926	55320994	55320844	55321389
10829	ENSMUSG00000034789	chr13	-	55321101	55321180	55320844	55321389
10830	ENSMUSG00000034789	chr13	-	55321101	55321180	55320994	55321389
10877	ENSMUSG00000025499	chr7	-	141191954	141192035	141191467	141192130
10878	ENSMUSG00000025499	chr7	-	141191954	141192036	141191467	141192130
10879	ENSMUSG00000025499	chr7	-	141192130	141192290	141191467	141192441
10880	ENSMUSG00000025499	chr7	-	141192130	141192340	141191467	141192441
10881	ENSMUSG00000034891	chr13	-	54762642	54762761	54759957	54765562
10882	ENSMUSG00000034891	chr13	-	54762921	54762960	54762761	54765562
10883	ENSMUSG00000034891	chr13	-	54765562	54765692	54759957	54766304
10884	ENSMUSG00000034891	chr13	-	54765562	54765692	54762960	54766304
10885	ENSMUSG00000033565	chr15	-	77086066	77086155	77085650	77097939
10886	ENSMUSG00000033565	chr15	-	77091811	77091854	77086155	77094450
10887	ENSMUSG00000033565	chr15	-	77091811	77091854	77086155	77097939
10888	ENSMUSG00000033565	chr15	-	77094450	77094490	77086155	77097939
10889	ENSMUSG00000033565	chr15	-	77094450	77094490	77091854	77097939
10890	ENSMUSG00000033565	chr15	-	77105576	77105669	77102939	77113604
10891	ENSMUSG00000033565	chr15	-	77132716	77132941	77117067	77153529
10892	ENSMUSG00000033565	chr15	-	77132716	77132941	77117067	77231386
10893	ENSMUSG00000033565	chr15	-	77132716	77132941	77117067	77306363
10894	ENSMUSG00000033565	chr15	-	77231386	77231437	77117067	77306363
10895	ENSMUSG00000033565	chr15	-	77231386	77231437	77132941	77306363
10900	ENSMUSG00000071281	chr13	-	67721446	67721545	67711007	67724187
10901	ENSMUSG00000071281	chr13	-	67721446	67721545	67711007	67729060
10902	ENSMUSG00000029333	chr5	-	99241408	99241531	99240960	99243063
10903	ENSMUSG00000029333	chr5	-	99243063	99243246	99241531	99252713
10904	ENSMUSG00000027184	chr2	-	103769434	103769629	103768903	103771696
10905	ENSMUSG00000027184	chr2	-	103775933	103776020	103775765	103776104
10906	ENSMUSG00000027184	chr2	-	103788137	103788203	103783205	103796187
10907	ENSMUSG00000027184	chr2	-	103788137	103788203	103783205	103796730
10916	ENSMUSG00000092048	chr10	-	130422666	130422891	130421544	130426379
10917	ENSMUSG00000092048	chr10	-	130425173	130425977	130422891	130426379
10922	ENSMUSG00000051107	chr13	-	51687282	51687380	51686246	51691288
10923	ENSMUSG00000051107	chr13	-	51691288	51691498	51687380	51700836
10924	ENSMUSG00000021448	chr13	-	51442689	51442985	51431281	51447889
10925	ENSMUSG00000021448	chr13	-	51447889	51448048	51442985	51449226
10926	ENSMUSG00000021448	chr13	-	51480098	51480218	51472856	51482881
10927	ENSMUSG00000021448	chr13	-	51482881	51482945	51472856	51516524
10928	ENSMUSG00000021448	chr13	-	51516524	51516595	51482945	51566970
10929	ENSMUSG00000050272	chr16	-	96610291	96610489	96608338	96619499
10930	ENSMUSG00000050272	chr16	-	96622708	96622824	96619649	96629367
10931	ENSMUSG00000050272	chr16	-	96697457	96697528	96685455	96709110
10932	ENSMUSG00000050272	chr16	-	97038897	97039044	96833493	97056447
10933	ENSMUSG00000022858	chr16	-	22248435	22248495	22247263	22249049
10934	ENSMUSG00000022858	chr16	-	22248435	22248495	22247263	22250864
10935	ENSMUSG00000022858	chr16	-	22249049	22249133	22247263	22250864
10936	ENSMUSG00000022858	chr16	-	22249049	22249133	22248495	22250864
10937	ENSMUSG00000022858	chr16	-	22250864	22250980	22249133	22265740
10938	ENSMUSG00000022858	chr16	-	22258985	22259261	22255117	22265740
10947	ENSMUSG00000031328	chrX	-	74226860	74226976	74226334	74227197
10948	ENSMUSG00000031328	chrX	-	74227197	74227335	74226976	74227490
10949	ENSMUSG00000031328	chrX	-	74228759	74228921	74228524	74229018
10950	ENSMUSG00000031328	chrX	-	74228759	74228921	74228524	74229380
10951	ENSMUSG00000031328	chrX	-	74229018	74229192	74228524	74229380
10952	ENSMUSG00000031328	chrX	-	74229018	74229192	74228921	74229380
10953	ENSMUSG00000031328	chrX	-	74229380	74229509	74229192	74229825
10954	ENSMUSG00000031328	chrX	-	74229825	74229966	74229509	74230055
10955	ENSMUSG00000031328	chrX	-	74230300	74230396	74230158	74230505
10956	ENSMUSG00000031328	chrX	-	74230505	74230753	74230158	74232966
10957	ENSMUSG00000031328	chrX	-	74232966	74232990	74230753	74233148
10958	ENSMUSG00000031328	chrX	-	74233921	74234078	74233338	74234162
10959	ENSMUSG00000031328	chrX	-	74234864	74235025	74234774	74235109
10960	ENSMUSG00000031328	chrX	-	74241386	74241549	74241303	74241642
10961	ENSMUSG00000031328	chrX	-	74242491	74242639	74241919	74242727
10962	ENSMUSG00000025085	chr19	-	57041414	57041422	57040561	57041914
10963	ENSMUSG00000025085	chr19	-	57046924	57047065	57044972	57049461
10964	ENSMUSG00000025085	chr19	-	57046924	57047071	57044972	57049461
10965	ENSMUSG00000025085	chr19	-	57048366	57048433	57047071	57049461
10966	ENSMUSG00000025085	chr19	-	57049461	57049509	57044972	57051129
10967	ENSMUSG00000025085	chr19	-	57049461	57049509	57044972	57061252
10968	ENSMUSG00000025085	chr19	-	57051129	57051234	57044972	57061252
10969	ENSMUSG00000025085	chr19	-	57051129	57051234	57049509	57061252
10970	ENSMUSG00000025085	chr19	-	57059084	57059204	57051234	57061252
10971	ENSMUSG00000025085	chr19	-	57073854	57073902	57068937	57079812
10972	ENSMUSG00000025085	chr19	-	57077413	57077497	57068937	57079812
10973	ENSMUSG00000025085	chr19	-	57155151	57155335	57152382	57173324
11013	ENSMUSG00000064329	chr2	-	66277561	66277832	66274062	66280695
11014	ENSMUSG00000064329	chr2	-	66287722	66287776	66286048	66293831
11015	ENSMUSG00000064329	chr2	-	66287722	66287776	66286048	66296752
11016	ENSMUSG00000064329	chr2	-	66288873	66289155	66287776	66293831
11017	ENSMUSG00000064329	chr2	-	66288873	66289155	66287776	66296752
11018	ENSMUSG00000064329	chr2	-	66293831	66293895	66286048	66296752
11019	ENSMUSG00000064329	chr2	-	66293831	66293895	66287776	66296752
11020	ENSMUSG00000064329	chr2	-	66293831	66293895	66289155	66296752
11021	ENSMUSG00000064329	chr2	-	66296752	66296875	66293895	66299623
11022	ENSMUSG00000064329	chr2	-	66317803	66318286	66303712	66319385
11023	ENSMUSG00000064329	chr2	-	66328404	66328546	66327857	66329030
11028	ENSMUSG00000055202	chr17	-	32800386	32800447	32798873	32800811
11029	ENSMUSG00000055202	chr17	-	32800811	32800938	32798873	32809781
11030	ENSMUSG00000013150	chr8	-	105722848	105723044	105717650	105727987
11031	ENSMUSG00000013150	chr8	-	105727987	105728331	105717650	105758453
11041	ENSMUSG00000056515	chr17	-	65667865	65667975	65654503	65717481
11042	ENSMUSG00000056515	chr17	-	65696270	65696377	65667975	65717481
11043	ENSMUSG00000056515	chr17	-	65697990	65698062	65696377	65717481
11044	ENSMUSG00000056515	chr17	-	65717481	65717563	65698062	65722007
11045	ENSMUSG00000056515	chr17	-	65722007	65722087	65698062	65772505
11047	ENSMUSG00000004263	chr6	-	124743747	124743891	124743410	124744719
11048	ENSMUSG00000004263	chr6	-	124749235	124749349	124747989	124749461
11049	ENSMUSG00000004263	chr6	-	124749235	124749349	124747989	124749746
11050	ENSMUSG00000004263	chr6	-	124749461	124749599	124747989	124749746
11051	ENSMUSG00000004263	chr6	-	124749461	124749599	124749349	124749746
11054	ENSMUSG00000060166	chr16	-	18226645	18226766	18226568	18227052
11055	ENSMUSG00000060166	chr16	-	18227354	18227446	18227188	18227775
11056	ENSMUSG00000060166	chr16	-	18227354	18227446	18227188	18228313
11057	ENSMUSG00000060166	chr16	-	18227354	18227446	18227188	18228634
11058	ENSMUSG00000060166	chr16	-	18228313	18228471	18227188	18228634
11059	ENSMUSG00000060166	chr16	-	18228313	18228471	18227446	18228634
11060	ENSMUSG00000060166	chr16	-	18228313	18228471	18228231	18228634
11090	ENSMUSG00000022974	chr16	-	91017564	91017639	91017000	91019162
11092	ENSMUSG00000022757	chr16	-	56691875	56691916	56691153	56694399
11093	ENSMUSG00000022757	chr16	-	56697458	56697596	56694489	56701068
11094	ENSMUSG00000022757	chr16	-	56697470	56697596	56694489	56701068
