ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
689	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3133071	3135542	3133071	3133207	3135282	3135542	689	79,123,208,74	0,1,0,0	151,222,191,170	0,0,0,0	2224	149	0.25159756417713	0.474211647678754	1.0,0.892,1.0,1.0	1.0,1.0,1.0,1.0	-0.027
690	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3134625	3135542	3134625	3134730	3135282	3135542	690	44,55,101,38	18,9,34,21	74,127,111,91	38,31,38,30	701	149	0.999202115572178	0.999202115572178	0.342,0.565,0.387,0.278	0.293,0.465,0.383,0.392	0.01
691	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279786	76279856	76279966	691	9,9,31,11	139,180,248,115	11,26,19,20	215,174,173,195	219	149	0.505843185615464	0.696335576346478	0.042,0.033,0.078,0.061	0.034,0.092,0.07,0.065	-0.012
693	"ENSMUSG00000000901"	"Mmp11"	chr10	-	75923221	75924115	75923221	75923490	75923958	75924115	693	24,29,53,17	0,0,1,2	31,56,61,36	3,0,1,0	617	149	0.678177770096307	0.837447775625834	1.0,1.0,0.928,0.672	0.714,1.0,0.936,1.0	-0.012
694	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291430	74291734	74291430	74291468	74291694	74291734	694	11,10,26,8	114,88,144,163	14,25,8,14	148,146,129,139	375	149	0.999202115572178	0.999202115572178	0.037,0.043,0.067,0.019	0.036,0.064,0.024,0.038	0.001
695	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291694	74292888	74291694	74291734	74292834	74292888	695	22,48,83,25	1,0,1,1	67,35,26,46	0,1,0,0	1249	149	0.260869914051795	0.482576367369607	0.724,1.0,0.908,0.749	1.0,0.807,1.0,1.0	-0.106
696	"ENSMUSG00000004864"	"Mapk13"	chr17	+	28776134	28776416	28776134	28776182	28776301	28776416	696	0,1,1,0	1,0,2,6	2,3,1,0	0,1,0,3	268	149	0.119337891080141	0.310799751523773	0.0,1.0,0.218,0.0	1.0,0.625,1.0,0.0	-0.352
697	"ENSMUSG00000010311"	"Optc"	chr1	-	133897198	133898437	133897198	133897970	133898341	133898437	697	0,2,3,2	0,1,3,1	0,0,0,0	0,3,0,0	520	149	0.108385186666356	0.301351954006575	NA,0.364,0.223,0.364	NA,0.0,NA,NA	0.317
698	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74957776	74958388	74957776	74957877	74958268	74958388	698	21,24,56,29	960,1072,1598,1549	37,25,49,52	1110,1319,1260,1130	540	149	0.14689381216887	0.347571106749143	0.006,0.006,0.01,0.005	0.009,0.005,0.011,0.013	-0.003
699	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74958268	74959331	74958268	74958388	74958492	74959331	699	15,24,34,22	1119,1107,1759,1701	34,37,27,39	1387,1598,1309,1243	253	149	0.00903388458633214	0.0703849343644692	0.008,0.013,0.011,0.008	0.014,0.013,0.012,0.018	-0.004
700	"ENSMUSG00000030058"	"Copg1"	chr6	+	87892632	87893953	87892632	87892719	87893795	87893953	700	170,207,314,204	466,557,738,655	315,318,294,305	545,606,596,664	1225	149	0.000782700404344028	0.0243590017560479	0.042,0.043,0.049,0.036	0.066,0.06,0.057,0.053	-0.016
701	"ENSMUSG00000030058"	"Copg1"	chr6	+	87908535	87909802	87908535	87908633	87909663	87909802	701	25,39,55,39	699,737,1108,1009	53,71,43,61	842,943,839,848	1179	149	0.00631549416934385	0.0600747796570551	0.004,0.007,0.006,0.005	0.008,0.009,0.006,0.009	-0.002
703	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634298	4634907	4634298	4634430	4634588	4634907	703	49,44,118,45	166,149,245,220	98,97,65,75	212,268,206,221	307	149	0.281285093821918	0.499327003150541	0.125,0.125,0.189,0.09	0.183,0.149,0.133,0.141	-0.019
704	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634298	4634907	4634298	4634430	4634761	4634907	704	70,77,166,63	0,0,3,0	144,129,82,112	0,2,0,0	480	149	0.665544258471868	0.829944079894212	1.0,1.0,0.945,1.0	1.0,0.952,1.0,1.0	-0.002
705	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634588	4634907	4634588	4634681	4634761	4634907	705	25,42,68,28	153,125,180,164	66,45,30,52	164,212,171,150	229	149	0.732036666099605	0.872788228764938	0.096,0.179,0.197,0.1	0.208,0.121,0.102,0.184	-0.011
707	"ENSMUSG00000013787"	"Ehmt2"	chr17	+	34905609	34906058	34905609	34905711	34905909	34906058	707	12,21,40,18	423,498,709,702	29,32,24,19	597,731,753,577	347	149	0.853505675168739	0.953567015120648	0.012,0.018,0.024,0.011	0.02,0.018,0.014,0.014	-0.0
708	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	73214773	73215355	73214773	73214820	73215227	73215355	708	4,0,6,4	0,0,0,2	6,1,5,1	0,0,0,0	556	149	0.229211144178108	0.444970211713878	1.0,NA,1.0,0.349	1.0,1.0,1.0,1.0	-0.217
709	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	73214773	73215355	73214773	73214856	73215227	73215355	709	1,0,6,2	3,0,0,0	4,0,5,0	0,0,0,0	520	149	0.0454286671615457	0.178817768131534	0.087,NA,1.0,1.0	1.0,NA,1.0,NA	-0.304
711	"ENSMUSG00000068882"	"Ssb"	chr2	+	69867271	69867552	69867271	69867379	69867451	69867552	711	32,42,46,26	448,564,742,671	50,54,38,32	595,736,687,584	221	149	0.468970480370025	0.666794293869588	0.046,0.048,0.04,0.025	0.054,0.047,0.036,0.036	-0.004
719	"ENSMUSG00000025409"	"Mbd6"	chr10	-	127287395	127287690	127287395	127287538	127287626	127287690	719	9,15,16,6	15,21,33,29	21,14,22,27	39,43,42,39	237	149	0.616747440986655	0.795387487996084	0.274,0.31,0.234,0.115	0.253,0.17,0.248,0.303	-0.01
720	"ENSMUSG00000052331"	"Ankrd44"	chr1	-	54657615	54659006	54657615	54657699	54658918	54659006	720	3,4,8,0	17,21,40,29	6,8,9,7	22,17,16,18	1368	149	0.00351609686139986	0.0459178331511593	0.019,0.02,0.021,0.0	0.029,0.049,0.058,0.041	-0.029
721	"ENSMUSG00000041762"	"Gpr155"	chr2	-	73350891	73351944	73350891	73351084	73351848	73351944	721	16,35,70,25	0,0,0,0	55,51,27,26	1,0,1,1	913	149	0.000311616676744397	0.0166133516303272	1.0,1.0,1.0,1.0	0.9,1.0,0.815,0.809	0.119
722	"ENSMUSG00000032185"	"Carm1"	chr9	+	21587507	21589467	21587507	21587585	21587850	21589467	722	32,18,51,46	177,198,294,237	29,54,30,36	198,267,245,209	414	149	0.956539885216732	0.999202115572178	0.061,0.032,0.059,0.065	0.05,0.068,0.042,0.058	-0.0
723	"ENSMUSG00000032185"	"Carm1"	chr9	+	21587850	21589467	21587850	21587919	21588048	21589467	723	33,25,34,36	161,185,276,189	29,35,23,32	186,245,245,193	278	149	0.261197541321601	0.482576367369607	0.099,0.068,0.062,0.093	0.077,0.071,0.048,0.082	0.011
724	"ENSMUSG00000040048"	"Ndufb10"	chr17	-	24722059	24722520	24722059	24722220	24722380	24722520	724	35,24,42,30	400,435,537,654	41,56,37,36	444,466,493,373	309	149	0.0190742855642158	0.10615934342707	0.04,0.026,0.036,0.022	0.043,0.055,0.035,0.044	-0.013
725	"ENSMUSG00000027937"	"Jtb"	chr3	+	90232194	90232511	90232194	90232232	90232428	90232511	725	37,53,65,51	98,125,121,138	61,83,89,51	180,175,130,127	345	149	0.460305222539199	0.659034783561658	0.14,0.155,0.188,0.138	0.128,0.17,0.228,0.148	-0.013
726	"ENSMUSG00000019823"	"Mical1"	chr10	+	41478009	41478635	41478009	41478314	41478427	41478635	726	6,1,11,2	26,23,32,30	1,7,1,4	19,30,37,10	262	149	0.62147805349313	0.798275962790702	0.116,0.024,0.164,0.037	0.029,0.117,0.015,0.185	-0.001
727	"ENSMUSG00000019823"	"Mical1"	chr10	+	41486593	41487030	41486593	41486667	41486757	41487030	727	0,0,0,3	14,20,20,24	5,1,4,4	20,37,30,30	239	149	0.04195911503381	0.171678942781019	0.0,0.0,0.0,0.072	0.135,0.017,0.077,0.077	-0.059
728	"ENSMUSG00000007097"	"Atp1a2"	chr1	-	172278534	172278994	172278534	172278680	172278870	172278994	728	180,340,475,243	2100,2142,3620,3141	399,513,252,317	2919,2709,2457,2432	339	149	0.173613989793354	0.379964219402699	0.036,0.065,0.055,0.033	0.057,0.077,0.043,0.054	-0.01
729	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879573	93880072	93880138	729	207,242,308,223	4,0,3,3	246,284,220,230	1,3,9,5	648	149	0.419992118721133	0.625052513552185	0.922,1.0,0.959,0.945	0.983,0.956,0.849,0.914	0.031
730	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879636	93880072	93880138	730	82,93,118,80	0,0,0,0	111,123,97,100	0,1,2,0	585	149	0.00971352608571274	0.0726775119801537	1.0,1.0,1.0,1.0	1.0,0.969,0.925,1.0	0.026
731	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879642	93880072	93880138	731	53,72,76,51	442,531,698,640	84,97,72,82	597,658,652,498	579	149	0.0456186258951879	0.179046514351634	0.03,0.034,0.027,0.02	0.035,0.037,0.028,0.041	-0.008
732	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879672	93880072	93880138	732	47,71,71,46	1,2,3,1	77,89,64,77	0,2,2,1	549	149	0.212601014916957	0.428343160713589	0.927,0.906,0.865,0.926	1.0,0.924,0.897,0.954	-0.038
733	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91651497	91651823	91651497	91651654	91651763	91651823	733	15,23,24,16	3,5,6,3	30,21,16,17	3,5,4,2	258	149	0.420855944606456	0.625052513552185	0.743,0.727,0.698,0.755	0.852,0.708,0.698,0.831	-0.041
734	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91669384	91669729	91669384	91669461	91669651	91669729	734	11,5,15,6	256,260,412,349	6,10,6,10	267,347,344,323	339	149	0.547360365339845	0.734138643092849	0.019,0.008,0.016,0.007	0.01,0.013,0.008,0.013	0.001
735	"ENSMUSG00000005883"	"Spo11"	chr2	+	172988930	172990000	172988930	172989030	172989923	172990000	735	6,1,7,10	2,0,0,0	13,16,9,8	0,0,0,0	1042	149	0.0439406766390585	0.176021943586553	0.3,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.175
737	"ENSMUSG00000002014"	"Ssr4"	chrX	+	73787183	73788953	73787183	73787306	73788834	73788953	737	107,112,202,99	372,374,501,478	118,164,117,142	392,505,482,338	1677	149	0.582645563445929	0.764106880888046	0.025,0.026,0.035,0.018	0.026,0.028,0.021,0.036	-0.002
738	"ENSMUSG00000002014"	"Ssr4"	chrX	+	73789799	73790424	73789799	73789874	73790358	73790424	738	112,129,275,118	3,3,4,1	272,356,312,251	0,3,0,4	633	149	0.0472976753562675	0.183297944202561	0.898,0.91,0.942,0.965	1.0,0.965,1.0,0.937	-0.047
739	"ENSMUSG00000034570"	"Inpp5j"	chr11	-	3501045	3501428	3501045	3501162	3501319	3501428	739	64,61,130,45	95,107,152,112	113,118,117,76	135,166,139,115	306	149	0.157531526462306	0.360830346440219	0.247,0.217,0.294,0.164	0.29,0.257,0.291,0.243	-0.04
741	"ENSMUSG00000021670"	"Hmgcr"	chr13	-	96664761	96665897	96664761	96664846	96665809	96665897	741	23,16,64,32	368,413,564,427	79,56,36,50	418,483,462,443	1112	149	0.0411626183449448	0.169390411249803	0.008,0.005,0.015,0.01	0.025,0.015,0.01,0.015	-0.007
742	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80553136	80553449	80553136	80553227	80553306	80553449	742	44,42,55,93	927,1079,1407,1507	70,64,62,57	1113,1339,1266,1148	228	149	0.353790654218884	0.56213979147273	0.03,0.025,0.025,0.039	0.039,0.03,0.031,0.031	-0.003
743	"ENSMUSG00000034928"	"Rnf44"	chr13	-	54683960	54684488	54683960	54684086	54684337	54684488	743	64,51,75,64	122,115,171,150	84,80,69,55	85,147,175,133	400	149	0.400522436749841	0.606365071467429	0.163,0.142,0.14,0.137	0.269,0.169,0.128,0.133	-0.029
744	"ENSMUSG00000034928"	"Rnf44"	chr13	-	54683960	54684488	54683960	54684089	54684337	54684488	744	64,51,74,64	5,7,21,10	82,77,66,52	4,6,10,19	397	149	0.554898637579908	0.740121190258355	0.828,0.732,0.569,0.706	0.885,0.828,0.712,0.507	-0.024
745	"ENSMUSG00000034928"	"Rnf44"	chr13	-	54683960	54684488	54683960	54684150	54684337	54684488	745	48,27,43,35	18,20,19,36	56,49,44,37	24,17,18,19	336	149	0.166280072697195	0.371700969091015	0.542,0.374,0.501,0.301	0.509,0.561,0.52,0.463	-0.084
746	"ENSMUSG00000026577"	"Blzf1"	chr1	-	164307146	164307489	164307146	164307354	164307441	164307489	746	9,17,18,16	0,2,0,0	18,14,9,21	0,0,1,0	236	149	0.766069895159746	0.896977671206013	1.0,0.843,1.0,1.0	1.0,1.0,0.85,1.0	-0.002
748	"ENSMUSG00000041460"	"Cacna2d4"	chr6	+	119241152	119242940	119241152	119241212	119242777	119242940	748	2,0,2,2	1,2,0,3	6,5,2,5	2,1,0,1	1714	149	0.0586186215453555	0.207302312652585	0.148,0.0,1.0,0.055	0.207,0.303,1.0,0.303	-0.153
749	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81635687	81636426	81635687	81635752	81636368	81636426	749	30,57,88,16	8,16,23,13	80,84,71,97	37,37,21,30	765	149	0.48979335573561	0.68293542669239	0.422,0.41,0.427,0.193	0.296,0.307,0.397,0.386	0.016
750	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81639306	81639936	81639306	81639344	81639855	81639936	750	28,53,72,25	16,12,31,17	57,53,60,68	21,36,45,31	660	149	0.255335754742782	0.478600351885022	0.283,0.499,0.344,0.249	0.38,0.249,0.231,0.331	0.046
751	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81640027	81640812	81640027	81640135	81640767	81640812	751	71,103,208,115	8,6,15,15	228,214,226,182	14,13,17,10	781	149	0.0763325762709651	0.24593034063101	0.629,0.766,0.726,0.594	0.757,0.758,0.717,0.776	-0.073
752	"ENSMUSG00000040455"	"Usp45"	chr4	+	21834234	21837872	21834234	21834571	21836573	21837872	752	1254,1654,2204,1679	2,0,0,0	1646,2053,1826,1677	0,0,0,0	2151	149	0.3755695014072	0.583881162938713	0.977,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
753	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26203295	26203512	26203295	26203392	26203461	26203512	753	33,18,63,23	32,22,59,17	61,61,68,53	49,59,71,60	218	149	0.761408427054754	0.894844347849723	0.413,0.359,0.422,0.48	0.46,0.414,0.396,0.376	0.007
754	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26203461	26204383	26203461	26203512	26204331	26204383	754	303,341,847,353	0,0,0,0	780,915,875,798	0,1,0,0	968	149	0.125386613509336	0.319446049176146	1.0,1.0,1.0,1.0	1.0,0.993,1.0,1.0	0.002
755	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997565	89997737	89998003	755	65,57,111,70	5,8,18,9	74,103,95,103	11,10,9,10	321	149	0.354545457582027	0.56213979147273	0.858,0.768,0.741,0.783	0.757,0.827,0.83,0.827	-0.023
756	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997737	89998003	756	58,51,103,63	215,219,333,322	68,95,88,96	218,294,259,234	312	149	0.00523840106914697	0.0555761613429811	0.114,0.1,0.129,0.085	0.13,0.134,0.14,0.164	-0.035
757	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997565	89997801	89998003	757	216,196,311,273	0,0,0,0	217,292,253,287	0,0,2,0	385	149	0.305819609601517	0.525240010710462	1.0,1.0,1.0,1.0	1.0,1.0,0.98,1.0	0.005
758	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997801	89998003	758	209,190,303,266	3,2,4,10	211,284,246,280	2,5,2,3	376	149	0.271037254180281	0.491219696829686	0.965,0.974,0.968,0.913	0.977,0.957,0.98,0.974	-0.017
759	"ENSMUSG00000017734"	"Dbndd2"	chr2	+	164490135	164490767	164490135	164490544	164490643	164490767	759	391,447,532,449	0,2,1,0	472,492,471,467	2,1,4,2	248	149	0.0674769640666422	0.226256091858025	1.0,0.993,0.997,1.0	0.993,0.997,0.986,0.993	0.005
760	"ENSMUSG00000003778"	"Brd8"	chr18	-	34608417	34609949	34608417	34608627	34609804	34609949	760	201,289,483,214	107,80,143,100	336,467,319,362	117,136,135,117	1326	149	0.536103365471027	0.72225036737069	0.174,0.289,0.275,0.194	0.244,0.278,0.21,0.258	-0.015
761	"ENSMUSG00000005378"	"Wbscr22"	chr5	-	135056027	135056384	135056027	135056086	135056338	135056384	761	8,10,32,13	84,120,159,153	20,15,24,12	111,153,132,155	401	149	0.640176629720075	0.812865697204173	0.034,0.03,0.07,0.031	0.063,0.035,0.063,0.028	-0.006
762	"ENSMUSG00000006728"	"Cdk4"	chr10	+	127065154	127066003	127065154	127065264	127065952	127066003	762	160,176,284,179	239,274,366,347	272,309,255,258	359,366,295,293	837	149	0.0019651935997046	0.0381247558342692	0.106,0.103,0.121,0.084	0.119,0.131,0.133,0.136	-0.026
763	"ENSMUSG00000048617"	"Rtbdn"	chr8	+	84949881	84950676	84949881	84949956	84950501	84950676	763	13,15,25,17	9,3,6,4	17,25,29,33	14,9,11,5	694	149	0.485204895632993	0.67963718233069	0.237,0.518,0.472,0.477	0.207,0.374,0.361,0.586	0.044
764	"ENSMUSG00000036872"	"Abcc12"	chr8	-	86534522	86534763	86534522	86534591	86534687	86534763	764	1,0,1,0	0,1,0,0	0,0,2,3	1,5,0,1	245	149	0.150515616218148	0.351864764909034	1.0,0.0,1.0,NA	0.0,0.0,1.0,0.646	0.255
766	"ENSMUSG00000055775"	"Myh8"	chr11	+	67284882	67286289	67284882	67285021	67286170	67286289	766	0,0,0,0	0,0,1,2	0,2,0,0	2,5,0,2	1298	149	0.999202115572178	0.999202115572178	NA,NA,0.0,0.0	0.0,0.044,NA,0.0	-0.015
767	"ENSMUSG00000011877"	"Git1"	chr11	+	77503355	77504018	77503355	77503428	77503920	77504018	767	10,16,34,31	433,459,775,639	26,33,23,30	555,543,541,539	641	149	0.0574172609913246	0.206169645204555	0.005,0.008,0.01,0.011	0.011,0.014,0.01,0.013	-0.003
768	"ENSMUSG00000011877"	"Git1"	chr11	+	77505503	77505753	77505503	77505590	77505679	77505753	768	4,8,11,5	339,350,504,483	11,20,10,12	352,438,439,383	238	149	0.0115117500017509	0.0795570305464513	0.007,0.014,0.013,0.006	0.019,0.028,0.014,0.019	-0.01
769	"ENSMUSG00000033276"	"Stk36"	chr1	+	74633506	74634756	74633506	74633654	74634009	74634756	769	9,12,31,25	7,12,7,7	15,31,6,12	2,11,11,12	504	149	0.674727539126304	0.836510739479056	0.275,0.228,0.567,0.514	0.689,0.454,0.139,0.228	0.018
770	"ENSMUSG00000006179"	"Prss16"	chr13	-	22002925	22003325	22002925	22003071	22003145	22003325	770	3,2,4,0	0,0,2,1	0,1,0,1	2,1,0,0	223	149	0.196604831141119	0.409281601184378	1.0,1.0,0.572,0.0	0.0,0.401,NA,1.0	0.176
774	"ENSMUSG00000002012"	"Pnck"	chrX	-	73657230	73657513	73657230	73657343	73657437	73657513	774	94,132,208,119	406,510,666,647	209,282,257,189	539,615,540,556	243	149	8.22893142971015e-05	0.0117664850750231	0.124,0.137,0.161,0.101	0.192,0.219,0.226,0.172	-0.071
775	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79736366	79736614	79736366	79736443	79736522	79736614	775	2,1,1,6	34,61,62,47	4,4,3,4	58,68,53,47	228	149	0.396544173971111	0.60235681012614	0.037,0.011,0.01,0.077	0.043,0.037,0.036,0.053	-0.008
776	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737263	79737509	79737263	79737362	79737456	79737509	776	22,23,35,15	74,79,126,75	47,38,38,35	101,68,74,66	243	149	0.000375388758433681	0.0178869450509803	0.154,0.151,0.146,0.109	0.222,0.255,0.239,0.245	-0.1
777	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737263	79737713	79737263	79737362	79737599	79737713	777	32,32,54,21	0,0,0,0	71,56,58,64	0,3,0,0	386	149	0.422963338198855	0.626031840080703	1.0,1.0,1.0,1.0	1.0,0.878,1.0,1.0	0.03
778	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737263	79737886	79737263	79737713	79737799	79737886	778	3,3,13,7	66,69,123,83	12,15,16,8	91,109,96,102	235	149	0.0320601186687113	0.145610839973612	0.028,0.027,0.063,0.051	0.077,0.08,0.096,0.047	-0.033
779	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79738030	79738804	79738030	79738210	79738681	79738804	779	15,17,27,13	2,3,1,5	43,26,25,20	0,2,2,0	620	149	0.0286347894534387	0.135595285851864	0.643,0.577,0.866,0.385	1.0,0.758,0.75,1.0	-0.259
780	"ENSMUSG00000026399"	"Cd55"	chr1	-	130448327	130449563	130448327	130448408	130449416	130449563	780	2,17,15,19	27,34,56,53	24,16,18,14	47,46,44,46	1157	149	0.177800007132803	0.386323855498155	0.009,0.06,0.033,0.044	0.062,0.043,0.05,0.038	-0.012
781	"ENSMUSG00000039994"	"Timeless"	chr10	+	128239833	128240291	128239833	128239997	128240137	128240291	781	2,0,0,0	10,1,12,5	2,1,1,2	9,6,7,9	289	149	0.217691233170133	0.430625920823073	0.093,0.0,0.0,0.0	0.103,0.079,0.069,0.103	-0.065
783	"ENSMUSG00000028600"	"Podn"	chr4	-	108022480	108023412	108022480	108022637	108023302	108023412	783	13,10,17,10	6,10,13,3	24,58,25,31	24,12,7,11	814	149	0.203827657122093	0.416864395138256	0.284,0.155,0.193,0.379	0.155,0.469,0.395,0.34	-0.087
784	"ENSMUSG00000028107"	"Tars2"	chr3	-	95748486	95750417	95748486	95748554	95750338	95750417	784	151,218,400,279	3,2,1,3	331,414,342,284	4,2,7,5	1933	149	0.314419908110764	0.53239680201299	0.795,0.894,0.969,0.878	0.864,0.941,0.79,0.814	0.032
785	"ENSMUSG00000028107"	"Tars2"	chr3	-	95748486	95750417	95748486	95748633	95750338	95750417	785	105,166,316,193	84,78,124,104	265,328,260,237	92,125,116,90	1854	149	0.00722093981861294	0.063882972466947	0.091,0.146,0.17,0.13	0.188,0.174,0.153,0.175	-0.038
786	"ENSMUSG00000037593"	"BC030499"	chr11	+	78292953	78293411	78292953	78292994	78293383	78293411	786	19,22,33,3	0,1,3,0	17,39,26,32	2,5,1,1	538	149	0.498239683888887	0.690102767698171	1.0,0.859,0.753,1.0	0.702,0.684,0.878,0.899	0.112
787	"ENSMUSG00000001305"	"Rrp15"	chr1	-	186737587	186739863	186737587	186737685	186739603	186739863	787	164,186,296,130	47,38,83,57	265,287,300,212	50,67,48,39	2067	149	0.00538334865768497	0.0562385847650431	0.201,0.261,0.205,0.141	0.276,0.236,0.311,0.282	-0.074
790	"ENSMUSG00000047284"	"Neurl4"	chr11	+	69903007	69903719	69903007	69903452	69903653	69903719	790	38,52,117,45	60,60,68,106	74,69,58,70	73,67,71,80	350	149	0.505052013470599	0.69559902058121	0.212,0.27,0.423,0.153	0.301,0.305,0.258,0.271	-0.019
791	"ENSMUSG00000047284"	"Neurl4"	chr11	+	69903007	69903719	69903007	69903452	69903676	69903719	791	46,57,130,50	0,0,0,0	86,80,68,81	1,0,1,3	373	149	0.000464480342944107	0.0206807969087901	1.0,1.0,1.0,1.0	0.972,1.0,0.964,0.915	0.037
792	"ENSMUSG00000026198"	"Abcb6"	chr1	-	75174325	75174554	75174325	75174389	75174477	75174554	792	7,13,14,8	106,127,194,197	7,11,17,9	133,165,133,150	237	149	0.655413367273996	0.823286845383105	0.04,0.06,0.043,0.025	0.032,0.04,0.074,0.036	-0.004
793	"ENSMUSG00000026198"	"Abcb6"	chr1	-	75174701	75175038	75174701	75174827	75174972	75175038	793	23,22,28,19	83,120,154,157	29,35,18,25	103,123,92,109	294	149	0.0840676077555117	0.261244419523993	0.123,0.085,0.084,0.058	0.125,0.126,0.09,0.104	-0.024
794	"ENSMUSG00000026198"	"Abcb6"	chr1	-	75177664	75178102	75177664	75177766	75177921	75178102	794	19,19,32,13	90,88,159,116	29,43,40,28	98,152,110,86	304	149	0.00136811115376323	0.0312251251564784	0.094,0.096,0.09,0.052	0.127,0.122,0.151,0.138	-0.052
795	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124253	89124531	89124588	795	32,50,77,50	16,15,19,24	78,90,42,63	20,24,33,24	427	149	0.849102089754443	0.951218688433441	0.411,0.538,0.586,0.421	0.576,0.567,0.308,0.478	0.007
796	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124428	89124531	89124588	796	23,22,44,34	0,1,5,1	46,55,27,37	4,6,2,3	252	149	0.244001211864059	0.464306691253617	1.0,0.929,0.839,0.953	0.872,0.844,0.889,0.879	0.059
797	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89126377	89126995	89126377	89126437	89126868	89126995	797	41,29,63,14	10,3,13,5	49,79,58,81	2,7,2,7	580	149	0.00232040031796066	0.0405879972861405	0.513,0.713,0.555,0.418	0.863,0.744,0.882,0.748	-0.259
798	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89127593	89128018	89127593	89127691	89127921	89128018	798	4,10,28,4	35,45,34,26	10,36,23,28	35,39,38,34	379	149	0.0477336287445168	0.183648727723532	0.043,0.08,0.245,0.057	0.101,0.266,0.192,0.245	-0.095
800	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46072182	46072801	46072182	46072334	46072548	46072801	800	4,17,28,3	29,53,65,53	15,16,11,10	70,51,52,46	363	149	0.765260043093664	0.896754413441397	0.054,0.116,0.15,0.023	0.081,0.114,0.08,0.082	-0.004
801	"ENSMUSG00000022999"	"Lmbr1l"	chr15	-	98908519	98908759	98908519	98908596	98908675	98908759	801	9,12,18,14	22,24,45,23	7,29,14,17	24,24,34,22	228	149	0.448821150385562	0.648748400450871	0.211,0.246,0.207,0.285	0.16,0.441,0.212,0.336	-0.05
802	"ENSMUSG00000022999"	"Lmbr1l"	chr15	-	98908519	98908921	98908519	98908759	98908848	98908921	802	8,3,19,9	18,34,71,32	3,14,15,5	49,41,40,29	238	149	0.621160212128789	0.798275962790702	0.218,0.052,0.143,0.15	0.037,0.176,0.19,0.097	0.016
803	"ENSMUSG00000026509"	"Capn2"	chr1	-	182489964	182491035	182489964	182490048	182490866	182491035	803	45,41,83,20	160,190,257,215	63,56,46,28	223,216,224,179	967	149	0.854113142354243	0.953853328385742	0.042,0.032,0.047,0.014	0.042,0.038,0.031,0.024	0.0
804	"ENSMUSG00000026509"	"Capn2"	chr1	-	182490866	182492195	182490866	182491035	182492061	182492195	804	2,8,10,2	163,170,264,187	3,9,11,4	249,248,205,177	1175	149	0.634137269322674	0.808220001633215	0.002,0.006,0.005,0.001	0.002,0.005,0.007,0.003	-0.001
805	"ENSMUSG00000024944"	"Arl2"	chr19	-	6135978	6137640	6135978	6136059	6137477	6137640	805	211,247,318,213	329,309,417,424	239,265,276,261	355,376,323,322	1567	149	0.204798290187055	0.418534353760752	0.057,0.071,0.068,0.046	0.06,0.063,0.075,0.072	-0.007
