ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
665	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053222	131053588	131053222	131053300	131053389	131053588
666	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053222	131053588	131053222	131053318	131053389	131053588
667	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131053917	131054361
668	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131054205	131054361
669	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131054271	131054361
670	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053917	131054361	131053917	131054113	131054271	131054361
671	"ENSMUSG00000027318"	"Adam33"	chr2	-	131056464	131056792	131056464	131056541	131056713	131056792
672	"ENSMUSG00000020697"	"Lig3"	chr11	+	82795364	82795786	82795364	82795452	82795708	82795786
673	"ENSMUSG00000020697"	"Lig3"	chr11	+	82801280	82804274	82801280	82801422	82803998	82804274
674	"ENSMUSG00000067951"	"Vmn1r227"	chr17	+	20735099	20736126	20735099	20735180	20735181	20736126
675	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59348731	59349388	59348731	59349051	59349221	59349388
676	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59352650	59353381	59352650	59352782	59353317	59353381
677	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59355139	59356450	59355139	59355189	59356316	59356450
678	"ENSMUSG00000000318"	"Clec10a"	chr11	+	70170417	70170833	70170417	70170470	70170604	70170833
679	"ENSMUSG00000020331"	"Hcn2"	chr10	+	79734857	79736108	79734857	79735872	79735978	79736108
680	"ENSMUSG00000023175"	"Bsg"	chr10	+	79710637	79710920	79710637	79710724	79710839	79710920
681	"ENSMUSG00000005899"	"Smpd4"	chr16	+	17625719	17626538	17625719	17625862	17626429	17626538
682	"ENSMUSG00000005899"	"Smpd4"	chr16	+	17625719	17626538	17625719	17625862	17626441	17626538
683	"ENSMUSG00000005899"	"Smpd4"	chr16	+	17639744	17640289	17639744	17639842	17640125	17640289
684	"ENSMUSG00000005899"	"Smpd4"	chr16	+	17639744	17640289	17639744	17639845	17640125	17640289
685	"ENSMUSG00000002997"	"Prkar2b"	chr12	-	31958475	31960522	31958475	31958721	31960381	31960522
686	"ENSMUSG00000024170"	"Telo2"	chr17	-	25101639	25103771	25101639	25101704	25103579	25103771
687	"ENSMUSG00000024170"	"Telo2"	chr17	-	25106771	25107130	25106771	25106908	25106988	25107130
688	"ENSMUSG00000023110"	"Prmt5"	chr14	-	54516105	54516615	54516105	54516191	54516496	54516615
689	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3133071	3135542	3133071	3133207	3135282	3135542
690	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3134625	3135542	3134625	3134730	3135282	3135542
691	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279786	76279856	76279966
692	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279816	76279856	76279966
693	"ENSMUSG00000000901"	"Mmp11"	chr10	-	75923221	75924115	75923221	75923490	75923958	75924115
694	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291430	74291734	74291430	74291468	74291694	74291734
695	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291694	74292888	74291694	74291734	74292834	74292888
696	"ENSMUSG00000004864"	"Mapk13"	chr17	+	28776134	28776416	28776134	28776182	28776301	28776416
697	"ENSMUSG00000010311"	"Optc"	chr1	-	133897198	133898437	133897198	133897970	133898341	133898437
698	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74957776	74958388	74957776	74957877	74958268	74958388
699	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74958268	74959331	74958268	74958388	74958492	74959331
700	"ENSMUSG00000030058"	"Copg1"	chr6	+	87892632	87893953	87892632	87892719	87893795	87893953
701	"ENSMUSG00000030058"	"Copg1"	chr6	+	87908535	87909802	87908535	87908633	87909663	87909802
702	"ENSMUSG00000041750"	"Cd1d2"	chr3	+	86988277	86988555	86988277	86988354	86988356	86988555
703	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634298	4634907	4634298	4634430	4634588	4634907
704	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634298	4634907	4634298	4634430	4634761	4634907
705	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634588	4634907	4634588	4634681	4634761	4634907
706	"ENSMUSG00000037012"	"Hk1"	chr10	-	62374703	62375100	62374703	62374806	62374948	62375100
707	"ENSMUSG00000013787"	"Ehmt2"	chr17	+	34905609	34906058	34905609	34905711	34905909	34906058
708	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	73214773	73215355	73214773	73214820	73215227	73215355
709	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	73214773	73215355	73214773	73214856	73215227	73215355
710	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	73214773	73215355	73214773	73214856	73215240	73215355
711	"ENSMUSG00000068882"	"Ssb"	chr2	+	69867271	69867552	69867271	69867379	69867451	69867552
712	"ENSMUSG00000031142"	"Cacna1f"	chrX	+	7609882	7610342	7609882	7609988	7610202	7610342
713	"ENSMUSG00000031142"	"Cacna1f"	chrX	+	7610810	7611738	7610810	7610963	7611541	7611738
714	"ENSMUSG00000031142"	"Cacna1f"	chrX	+	7613796	7614308	7613796	7613953	7614215	7614308
715	"ENSMUSG00000031142"	"Cacna1f"	chrX	+	7613796	7614308	7613796	7613987	7614215	7614308
716	"ENSMUSG00000031142"	"Cacna1f"	chrX	+	7620042	7620486	7620042	7620208	7620356	7620486
717	"ENSMUSG00000001155"	"Ftcd"	chr10	+	76583810	76584299	76583810	76583872	76584169	76584299
718	"ENSMUSG00000074491"	"Clec4g"	chr8	-	3707063	3708049	3707063	3707824	3707825	3708049
719	"ENSMUSG00000025409"	"Mbd6"	chr10	-	127287395	127287690	127287395	127287538	127287626	127287690
720	"ENSMUSG00000052331"	"Ankrd44"	chr1	-	54657615	54659006	54657615	54657699	54658918	54659006
721	"ENSMUSG00000041762"	"Gpr155"	chr2	-	73350891	73351944	73350891	73351084	73351848	73351944
722	"ENSMUSG00000032185"	"Carm1"	chr9	+	21587507	21589467	21587507	21587585	21587850	21589467
723	"ENSMUSG00000032185"	"Carm1"	chr9	+	21587850	21589467	21587850	21587919	21588048	21589467
724	"ENSMUSG00000040048"	"Ndufb10"	chr17	-	24722059	24722520	24722059	24722220	24722380	24722520
725	"ENSMUSG00000027937"	"Jtb"	chr3	+	90232194	90232511	90232194	90232232	90232428	90232511
726	"ENSMUSG00000019823"	"Mical1"	chr10	+	41478009	41478635	41478009	41478314	41478427	41478635
727	"ENSMUSG00000019823"	"Mical1"	chr10	+	41486593	41487030	41486593	41486667	41486757	41487030
728	"ENSMUSG00000007097"	"Atp1a2"	chr1	-	172278534	172278994	172278534	172278680	172278870	172278994
729	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879573	93880072	93880138
730	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879636	93880072	93880138
731	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879642	93880072	93880138
732	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879672	93880072	93880138
733	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91651497	91651823	91651497	91651654	91651763	91651823
734	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91669384	91669729	91669384	91669461	91669651	91669729
735	"ENSMUSG00000005883"	"Spo11"	chr2	+	172988930	172990000	172988930	172989030	172989923	172990000
736	"ENSMUSG00000062181"	"Ces3b"	chr8	+	105085256	105085689	105085256	105085395	105085555	105085689
737	"ENSMUSG00000002014"	"Ssr4"	chrX	+	73787183	73788953	73787183	73787306	73788834	73788953
738	"ENSMUSG00000002014"	"Ssr4"	chrX	+	73789799	73790424	73789799	73789874	73790358	73790424
739	"ENSMUSG00000034570"	"Inpp5j"	chr11	-	3501045	3501428	3501045	3501162	3501319	3501428
740	"ENSMUSG00000034570"	"Inpp5j"	chr11	-	3501986	3503143	3501986	3502152	3503081	3503143
741	"ENSMUSG00000021670"	"Hmgcr"	chr13	-	96664761	96665897	96664761	96664846	96665809	96665897
742	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80553136	80553449	80553136	80553227	80553306	80553449
743	"ENSMUSG00000034928"	"Rnf44"	chr13	-	54683960	54684488	54683960	54684086	54684337	54684488
744	"ENSMUSG00000034928"	"Rnf44"	chr13	-	54683960	54684488	54683960	54684089	54684337	54684488
745	"ENSMUSG00000034928"	"Rnf44"	chr13	-	54683960	54684488	54683960	54684150	54684337	54684488
746	"ENSMUSG00000026577"	"Blzf1"	chr1	-	164307146	164307489	164307146	164307354	164307441	164307489
747	"ENSMUSG00000033122"	"Hsd17b3"	chr13	-	64058273	64058679	64058273	64058419	64058559	64058679
748	"ENSMUSG00000041460"	"Cacna2d4"	chr6	+	119241152	119242940	119241152	119241212	119242777	119242940
749	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81635687	81636426	81635687	81635752	81636368	81636426
750	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81639306	81639936	81639306	81639344	81639855	81639936
751	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81640027	81640812	81640027	81640135	81640767	81640812
752	"ENSMUSG00000040455"	"Usp45"	chr4	+	21834234	21837872	21834234	21834571	21836573	21837872
753	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26203295	26203512	26203295	26203392	26203461	26203512
754	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26203461	26204383	26203461	26203512	26204331	26204383
755	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997565	89997737	89998003
756	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997737	89998003
757	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997565	89997801	89998003
758	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997801	89998003
759	"ENSMUSG00000017734"	"Dbndd2"	chr2	+	164490135	164490767	164490135	164490544	164490643	164490767
760	"ENSMUSG00000003778"	"Brd8"	chr18	-	34608417	34609949	34608417	34608627	34609804	34609949
761	"ENSMUSG00000005378"	"Wbscr22"	chr5	-	135056027	135056384	135056027	135056086	135056338	135056384
762	"ENSMUSG00000006728"	"Cdk4"	chr10	+	127065154	127066003	127065154	127065264	127065952	127066003
763	"ENSMUSG00000048617"	"Rtbdn"	chr8	+	84949881	84950676	84949881	84949956	84950501	84950676
764	"ENSMUSG00000036872"	"Abcc12"	chr8	-	86534522	86534763	86534522	86534591	86534687	86534763
765	"ENSMUSG00000034785"	"Dio1"	chr4	-	107306781	107307118	107306781	107306918	107307042	107307118
766	"ENSMUSG00000055775"	"Myh8"	chr11	+	67284882	67286289	67284882	67285021	67286170	67286289
767	"ENSMUSG00000011877"	"Git1"	chr11	+	77503355	77504018	77503355	77503428	77503920	77504018
768	"ENSMUSG00000011877"	"Git1"	chr11	+	77505503	77505753	77505503	77505590	77505679	77505753
769	"ENSMUSG00000033276"	"Stk36"	chr1	+	74633506	74634756	74633506	74633654	74634009	74634756
770	"ENSMUSG00000006179"	"Prss16"	chr13	-	22002925	22003325	22002925	22003071	22003145	22003325
771	"ENSMUSG00000060550"	"H2-Q7"	chr17	+	35442677	35442794	35442677	35442727	35442731	35442794
772	"ENSMUSG00000086173"	"Kis2"	chrX	-	52742562	52743920	52742562	52742640	52743793	52743920
773	"ENSMUSG00000086173"	"Kis2"	chrX	-	52743793	52744593	52743793	52743920	52744234	52744593
774	"ENSMUSG00000002012"	"Pnck"	chrX	-	73657230	73657513	73657230	73657343	73657437	73657513
775	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79736366	79736614	79736366	79736443	79736522	79736614
776	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737263	79737509	79737263	79737362	79737456	79737509
777	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737263	79737713	79737263	79737362	79737599	79737713
778	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737263	79737886	79737263	79737713	79737799	79737886
779	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79738030	79738804	79738030	79738210	79738681	79738804
780	"ENSMUSG00000026399"	"Cd55"	chr1	-	130448327	130449563	130448327	130448408	130449416	130449563
781	"ENSMUSG00000039994"	"Timeless"	chr10	+	128239833	128240291	128239833	128239997	128240137	128240291
782	"ENSMUSG00000039994"	"Timeless"	chr10	+	128239833	128240291	128239833	128240053	128240137	128240291
783	"ENSMUSG00000028600"	"Podn"	chr4	-	108022480	108023412	108022480	108022637	108023302	108023412
784	"ENSMUSG00000028107"	"Tars2"	chr3	-	95748486	95750417	95748486	95748554	95750338	95750417
785	"ENSMUSG00000028107"	"Tars2"	chr3	-	95748486	95750417	95748486	95748633	95750338	95750417
786	"ENSMUSG00000037593"	"BC030499"	chr11	+	78292953	78293411	78292953	78292994	78293383	78293411
787	"ENSMUSG00000001305"	"Rrp15"	chr1	-	186737587	186739863	186737587	186737685	186739603	186739863
788	"ENSMUSG00000087279"	"4930544D05Rik"	chr11	+	70616103	70616676	70616103	70616304	70616397	70616676
789	"ENSMUSG00000007034"	"Slc44a4"	chr17	+	34917516	34918338	34917516	34917595	34918238	34918338
790	"ENSMUSG00000047284"	"Neurl4"	chr11	+	69903007	69903719	69903007	69903452	69903653	69903719
791	"ENSMUSG00000047284"	"Neurl4"	chr11	+	69903007	69903719	69903007	69903452	69903676	69903719
792	"ENSMUSG00000026198"	"Abcb6"	chr1	-	75174325	75174554	75174325	75174389	75174477	75174554
793	"ENSMUSG00000026198"	"Abcb6"	chr1	-	75174701	75175038	75174701	75174827	75174972	75175038
794	"ENSMUSG00000026198"	"Abcb6"	chr1	-	75177664	75178102	75177664	75177766	75177921	75178102
795	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124253	89124531	89124588
796	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124428	89124531	89124588
797	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89126377	89126995	89126377	89126437	89126868	89126995
798	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89127593	89128018	89127593	89127691	89127921	89128018
799	"ENSMUSG00000022586"	"Ly6i"	chr15	-	74982989	74983430	74982989	74983072	74983330	74983430
800	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46072182	46072801	46072182	46072334	46072548	46072801
801	"ENSMUSG00000022999"	"Lmbr1l"	chr15	-	98908519	98908759	98908519	98908596	98908675	98908759
802	"ENSMUSG00000022999"	"Lmbr1l"	chr15	-	98908519	98908921	98908519	98908759	98908848	98908921
803	"ENSMUSG00000026509"	"Capn2"	chr1	-	182489964	182491035	182489964	182490048	182490866	182491035
804	"ENSMUSG00000026509"	"Capn2"	chr1	-	182490866	182492195	182490866	182491035	182492061	182492195
805	"ENSMUSG00000024944"	"Arl2"	chr19	-	6135978	6137640	6135978	6136059	6137477	6137640
806	"ENSMUSG00000048191"	"Muc6"	chr7	-	141636282	141640611	141636282	141639874	141640069	141640611
807	"ENSMUSG00000029674"	"Limk1"	chr5	-	134661388	134661858	134661388	134661553	134661792	134661858
808	"ENSMUSG00000032942"	"Ucp3"	chr7	+	100479373	100480681	100479373	100479592	100480085	100480681
809	"ENSMUSG00000032942"	"Ucp3"	chr7	+	100480085	100480681	100480085	100480287	100480480	100480681
810	"ENSMUSG00000031340"	"Gabre"	chrX	-	72264518	72264739	72264518	72264608	72264704	72264739
811	"ENSMUSG00000042066"	"Tmcc2"	chr1	-	132358902	132361215	132358902	132359038	132360274	132361215
812	"ENSMUSG00000090112"	"Shprh"	chr10	+	11207096	11209552	11207096	11207275	11207821	11209552
813	"ENSMUSG00000041119"	"Pde9a"	chr17	+	31459900	31460261	31459900	31460005	31460178	31460261
814	"ENSMUSG00000020048"	"Hsp90b1"	chr10	-	86691628	86692295	86691628	86691748	86692139	86692295
815	"ENSMUSG00000033964"	"Zbtb41"	chr1	+	139429125	139429333	139429125	139429158	139429232	139429333
816	"ENSMUSG00000021917"	"Spcs1"	chr14	-	31000677	31000903	31000677	31000760	31000843	31000903
817	"ENSMUSG00000021917"	"Spcs1"	chr14	-	31000677	31000903	31000677	31000764	31000843	31000903
818	"ENSMUSG00000060950"	"Trmt61a"	chr12	+	111678104	111678962	111678104	111678300	111678602	111678962
819	"ENSMUSG00000033416"	"Gucd1"	chr10	-	75509591	75510123	75509591	75509704	75510031	75510123
820	"ENSMUSG00000033416"	"Gucd1"	chr10	-	75509591	75510123	75509591	75509833	75510031	75510123
821	"ENSMUSG00000045752"	"Tssc4"	chr7	+	143069935	143071087	143069935	143070292	143070791	143071087
822	"ENSMUSG00000052334"	"1700024B05Rik"	chr14	+	41998101	41998282	41998101	41998234	41998235	41998282
823	"ENSMUSG00000031311"	"Nono"	chrX	+	101444687	101445334	101444687	101444790	101445294	101445334
824	"ENSMUSG00000002769"	"Gnmt"	chr17	-	46726060	46726411	46726060	46726182	46726268	46726411
825	"ENSMUSG00000022621"	"Rabl2"	chr15	-	89583909	89584390	89583909	89584007	89584278	89584390
826	"ENSMUSG00000022621"	"Rabl2"	chr15	-	89583909	89584390	89583909	89584007	89584343	89584390
827	"ENSMUSG00000028678"	"Kif2c"	chr4	-	117177920	117178246	117177920	117177969	117178144	117178246
828	"ENSMUSG00000034837"	"Gnat1"	chr9	-	107676892	107677286	107676892	107677021	107677128	107677286
829	"ENSMUSG00000034837"	"Gnat1"	chr9	-	107677373	107677673	107677373	107677515	107677630	107677673
830	"ENSMUSG00000026999"	"Nup35"	chr2	+	80655948	80657353	80655948	80656077	80657188	80657353
831	"ENSMUSG00000019302"	"Atp6v0a1"	chr11	+	101027266	101029258	101027266	101027393	101029175	101029258
832	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354
833	"ENSMUSG00000062963"	"Ufc1"	chr1	-	171289517	171289947	171289517	171289594	171289854	171289947
834	"ENSMUSG00000062963"	"Ufc1"	chr1	-	171289517	171289947	171289517	171289594	171289883	171289947
835	"ENSMUSG00000062729"	"Ppox"	chr1	-	171277446	171277804	171277446	171277596	171277693	171277804
836	"ENSMUSG00000062729"	"Ppox"	chr1	-	171278134	171279313	171278134	171278195	171279122	171279313
837	"ENSMUSG00000062729"	"Ppox"	chr1	-	171279429	171280001	171279429	171279574	171279868	171280001
838	"ENSMUSG00000062729"	"Ppox"	chr1	-	171279429	171280001	171279429	171279593	171279868	171280001
839	"ENSMUSG00000062729"	"Ppox"	chr1	-	171279429	171280522	171279429	171279574	171280387	171280522
840	"ENSMUSG00000015452"	"Ager"	chr17	+	34597874	34598247	34597874	34597945	34598140	34598247
841	"ENSMUSG00000015452"	"Ager"	chr17	+	34598379	34598794	34598379	34598572	34598729	34598794
842	"ENSMUSG00000015452"	"Ager"	chr17	+	34599995	34600137	34599995	34600043	34600123	34600137
843	"ENSMUSG00000015452"	"Ager"	chr17	+	34599995	34600860	34599995	34600137	34600350	34600860
844	"ENSMUSG00000015452"	"Ager"	chr17	+	34599995	34600621	34599995	34600137	34600494	34600621
845	"ENSMUSG00000015452"	"Ager"	chr17	+	34599995	34600860	34599995	34600621	34600710	34600860
846	"ENSMUSG00000097620"	"4921514A10Rik"	chr4	+	141116280	141118087	141116280	141116452	141116454	141118087
847	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7938385	7939665	7938385	7938492	7939442	7939665
848	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7939442	7939665	7939442	7939532	7939605	7939665
849	"ENSMUSG00000025158"	"Rfng"	chr11	-	120782382	120783160	120782382	120782548	120783006	120783160
850	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51469819	51471411	51469819	51469926	51470970	51471411
851	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51477477	51478399	51477477	51477616	51477721	51478399
852	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51477477	51478399	51477477	51477616	51477824	51478399
853	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51477477	51478399	51477477	51477616	51478300	51478399
854	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51477477	51478399	51477477	51477616	51478371	51478399
855	"ENSMUSG00000049659"	"Aftph"	chr11	-	20696750	20698373	20696750	20696831	20698312	20698373
856	"ENSMUSG00000029868"	"Trpv6"	chr6	-	41625134	41625571	41625134	41625347	41625424	41625571
857	"ENSMUSG00000029868"	"Trpv6"	chr6	-	41626479	41627474	41626479	41626578	41627351	41627474
858	"ENSMUSG00000023015"	"Racgap1"	chr15	-	99634241	99637774	99634241	99634295	99637637	99637774
859	"ENSMUSG00000047090"	"Tmem198b"	chr10	-	128801350	128802517	128801350	128801511	128801935	128802517
860	"ENSMUSG00000047090"	"Tmem198b"	chr10	-	128801350	128802517	128801350	128801511	128802404	128802517
861	"ENSMUSG00000039934"	"Gsap"	chr5	+	21270555	21271248	21270555	21270614	21271216	21271248
862	"ENSMUSG00000018570"	"2810408A11Rik"	chr11	-	69898102	69898410	69898102	69898150	69898251	69898410
863	"ENSMUSG00000033793"	"Atp6v1h"	chr1	+	5093362	5095728	5093362	5093452	5095614	5095728
864	"ENSMUSG00000005354"	"Txn2"	chr15	-	77915046	77915857	77915046	77915236	77915704	77915857
865	"ENSMUSG00000060073"	"Psma3"	chr12	+	70984492	70984745	70984492	70984594	70984671	70984745
866	"ENSMUSG00000029103"	"Lrpap1"	chr5	-	35097530	35098273	35097530	35097689	35098152	35098273
867	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329522	28328966	28329047	28329373	28329522
868	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329522	28328966	28329280	28329373	28329522
869	"ENSMUSG00000006360"	"Crip1"	chr12	+	113153617	113153879	113153617	113153664	113153774	113153879
870	"ENSMUSG00000023495"	"Pcbp4"	chr9	+	106462188	106462414	106462188	106462252	106462342	106462414
871	"ENSMUSG00000023495"	"Pcbp4"	chr9	+	106462188	106462414	106462188	106462252	106462361	106462414
872	"ENSMUSG00000029155"	"Spata18"	chr5	+	73675215	73675339	73675215	73675330	73675332	73675339
873	"ENSMUSG00000020812"	"1810032O08Rik"	chr11	+	116674299	116675798	116674299	116674375	116675507	116675798
874	"ENSMUSG00000041329"	"Atp1b2"	chr11	-	69601524	69602481	69601524	69601623	69602424	69602481
875	"ENSMUSG00000041329"	"Atp1b2"	chr11	-	69602424	69602905	69602424	69602481	69602699	69602905
876	"ENSMUSG00000018566"	"Slc2a4"	chr11	-	69944058	69944888	69944058	69944262	69944786	69944888
877	"ENSMUSG00000018566"	"Slc2a4"	chr11	-	69945837	69946193	69945837	69945953	69946068	69946193
878	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135525	31135739
879	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135596	31135739
880	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135707	31135739
881	"ENSMUSG00000096834"	"Gm15127"	chrX	+	148685317	148686276	148685317	148685996	148686044	148686276
882	"ENSMUSG00000020892"	"Aloxe3"	chr11	+	69130004	69132836	69130004	69130130	69132732	69132836
883	"ENSMUSG00000026708"	"Cenpl"	chr1	+	161082907	161086338	161082907	161083450	161085987	161086338
884	"ENSMUSG00000056724"	"Nbeal2"	chr9	-	110628393	110628749	110628393	110628503	110628618	110628749
885	"ENSMUSG00000030330"	"Ing4"	chr6	+	125047481	125047940	125047481	125047587	125047792	125047940
886	"ENSMUSG00000030330"	"Ing4"	chr6	+	125047481	125047940	125047481	125047587	125047901	125047940
887	"ENSMUSG00000030330"	"Ing4"	chr6	+	125047481	125048237	125047481	125047940	125048175	125048237
888	"ENSMUSG00000035835"	"Lppr3"	chr10	-	79866411	79866725	79866411	79866585	79866667	79866725
889	"ENSMUSG00000035835"	"Lppr3"	chr10	-	79866834	79867307	79866834	79866878	79867171	79867307
890	"ENSMUSG00000035835"	"Lppr3"	chr10	-	79866834	79867307	79866834	79867030	79867171	79867307
891	"ENSMUSG00000031812"	"Map1lc3b"	chr8	+	121593489	121596092	121593489	121593545	121595985	121596092
892	"ENSMUSG00000031812"	"Map1lc3b"	chr8	+	121593489	121596092	121593489	121593650	121595985	121596092
893	"ENSMUSG00000039103"	"Nexn"	chr3	-	152236981	152238022	152236981	152237579	152237664	152238022
894	"ENSMUSG00000032878"	"Ccdc85a"	chr11	-	28576390	28577345	28576390	28576989	28577073	28577345
895	"ENSMUSG00000024019"	"Cmtr1"	chr17	+	29698637	29699288	29698637	29698729	29699219	29699288
896	"ENSMUSG00000053519"	"Kcnip1"	chr11	-	33643295	33645627	33643295	33643366	33644498	33645627
897	"ENSMUSG00000053519"	"Kcnip1"	chr11	-	33644498	33645627	33644498	33644568	33645502	33645627
898	"ENSMUSG00000030854"	"Ptpn5"	chr7	-	47082760	47083165	47082760	47082898	47083085	47083165
899	"ENSMUSG00000030854"	"Ptpn5"	chr7	-	47090726	47091570	47090726	47090834	47091376	47091570
900	"ENSMUSG00000004031"	"Brinp2"	chr1	-	158266461	158268020	158266461	158266670	158267829	158268020
901	"ENSMUSG00000053754"	"Chd8"	chr14	-	52201630	52202617	52201630	52201747	52202503	52202617
902	"ENSMUSG00000053754"	"Chd8"	chr14	-	52204432	52205506	52204432	52204584	52204789	52205506
903	"ENSMUSG00000039110"	"Mycbpap"	chr11	-	94512227	94512777	94512227	94512343	94512590	94512777
904	"ENSMUSG00000069835"	"Sat2"	chr11	+	69622051	69622332	69622051	69622115	69622255	69622332
905	"ENSMUSG00000072244"	"Trim6"	chr7	+	104225506	104225980	104225506	104225806	104225884	104225980
906	"ENSMUSG00000023456"	"Tpi1"	chr6	-	124812620	124812913	124812620	124812705	124812789	124812913
907	"ENSMUSG00000014850"	"Msh3"	chr13	-	92342245	92345101	92342245	92342412	92344955	92345101
908	"ENSMUSG00000026197"	"Zfand2b"	chr1	+	75168833	75169279	75168833	75168906	75169184	75169279
909	"ENSMUSG00000026197"	"Zfand2b"	chr1	+	75170538	75170753	75170538	75170599	75170685	75170753
910	"ENSMUSG00000075376"	"Rc3h2"	chr2	-	37389584	37389890	37389584	37389774	37389856	37389890
911	"ENSMUSG00000030530"	"Furin"	chr7	-	80397121	80397993	80397121	80397250	80397897	80397993
912	"ENSMUSG00000068284"	"Gm608"	chr16	+	44198903	44199167	44198903	44199021	44199112	44199167
913	"ENSMUSG00000068284"	"Gm608"	chr16	+	44198903	44199167	44198903	44199021	44199118	44199167
914	"ENSMUSG00000019312"	"Grb7"	chr11	+	98451594	98451919	98451594	98451716	98451841	98451919
915	"ENSMUSG00000019312"	"Grb7"	chr11	+	98453180	98453593	98453180	98453291	98453494	98453593
916	"ENSMUSG00000006216"	"Clcnkb"	chr4	-	141404352	141404839	141404352	141404632	141404752	141404839
917	"ENSMUSG00000042699"	"Dhx9"	chr1	-	153464617	153465068	153464617	153464712	153464854	153465068
918	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428133	89428827	89428133	89428229	89428410	89428827
919	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428133	89428827	89428133	89428229	89428713	89428827
920	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428544	89428713	89428827
921	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428578	89428713	89428827
922	"ENSMUSG00000026565"	"Pou2f1"	chr1	-	165875456	165876048	165875456	165875516	165875902	165876048
