ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
874	"ENSMUSG00000041329"	"Atp1b2"	chr11	-	69601524	69602481	69601524	69601623	69602424	69602481	874	30,46,71,54	1194,929,1606,1264	78,79,73,88	1586,1229,1171,1150	298	149	0.00114338988475615	0.0355370833147199	0.012,0.024,0.022,0.021	0.024,0.031,0.03,0.037	-0.011
875	"ENSMUSG00000041329"	"Atp1b2"	chr11	-	69602424	69602905	69602424	69602481	69602699	69602905	875	27,32,42,51	1471,1100,1983,1667	45,65,35,43	1918,1502,1460,1428	298	149	0.130844562663327	0.359556603091093	0.009,0.014,0.01,0.015	0.012,0.021,0.012,0.015	-0.003
876	"ENSMUSG00000018566"	"Slc2a4"	chr11	-	69944058	69944888	69944058	69944262	69944786	69944888	876	0,2,0,0	2,5,10,8	0,0,1,0	4,4,2,4	298	149	0.841456965410369	0.958827303979938	0.0,0.167,0.0,0.0	0.0,0.0,0.2,0.0	-0.008
877	"ENSMUSG00000018566"	"Slc2a4"	chr11	-	69945837	69946193	69945837	69945953	69946068	69946193	877	0,3,0,0	5,3,4,2	0,0,0,2	8,12,13,5	264	149	0.80829148191086	0.935577623100438	0.0,0.361,0.0,0.0	0.0,0.0,0.0,0.184	0.044
878	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135525	31135739	878	208,284,465,221	4,4,4,2	312,425,380,369	10,8,15,4	298	149	0.0723757659409893	0.265181668163191	0.963,0.973,0.983,0.982	0.94,0.964,0.927,0.979	0.023
879	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135596	31135739	879	215,313,540,221	181,166,241,255	372,484,449,436	195,226,221,182	298	149	0.00378329405276301	0.0588672351725583	0.373,0.485,0.528,0.302	0.488,0.517,0.504,0.545	-0.091
880	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135707	31135739	880	344,426,753,357	5,3,11,5	534,657,599,570	9,8,3,6	298	149	0.589891365415444	0.793470421601541	0.972,0.986,0.972,0.973	0.967,0.976,0.99,0.979	-0.002
882	"ENSMUSG00000020892"	"Aloxe3"	chr11	+	69130004	69132836	69130004	69130130	69132732	69132836	882	3,11,10,2	8,9,7,9	8,5,7,9	14,8,11,7	298	149	0.90424428058101	0.998570869628127	0.158,0.379,0.417,0.1	0.222,0.238,0.241,0.391	-0.01
883	"ENSMUSG00000026708"	"Cenpl"	chr1	+	161082907	161086338	161082907	161083450	161085987	161086338	883	3,3,7,9	6,10,7,12	9,1,3,0	10,8,6,7	298	149	0.217179845541416	0.458434271931294	0.2,0.13,0.333,0.273	0.31,0.059,0.2,0.0	0.092
884	"ENSMUSG00000056724"	"Nbeal2"	chr9	-	110628393	110628749	110628393	110628503	110628618	110628749	884	2,12,29,19	5,4,11,3	14,15,9,9	13,13,9,12	264	149	0.00914996223031117	0.0865087338138511	0.184,0.629,0.598,0.781	0.378,0.394,0.361,0.297	0.191
885	"ENSMUSG00000030330"	"Ing4"	chr6	+	125047481	125047940	125047481	125047587	125047792	125047940	885	59,52,102,57	171,248,293,308	80,132,107,116	225,315,277,253	298	149	0.00128614626078405	0.0364364114455639	0.147,0.095,0.148,0.085	0.151,0.173,0.162,0.186	-0.049
886	"ENSMUSG00000030330"	"Ing4"	chr6	+	125047481	125047940	125047481	125047587	125047901	125047940	886	213,210,309,326	1,2,15,11	252,369,278,295	12,13,7,3	298	149	0.629051582035204	0.820056366211466	0.991,0.981,0.912,0.937	0.913,0.934,0.952,0.98	0.01
887	"ENSMUSG00000030330"	"Ing4"	chr6	+	125047481	125048237	125047481	125047940	125048175	125048237	887	22,27,57,19	206,219,294,343	22,51,36,33	258,314,259,281	298	149	0.569397839372448	0.77642549554367	0.051,0.058,0.088,0.027	0.041,0.075,0.065,0.055	-0.003
888	"ENSMUSG00000035835"	"Lppr3"	chr10	-	79866411	79866725	79866411	79866585	79866667	79866725	888	12,15,36,10	296,314,457,394	30,37,15,22	415,455,419,414	231	149	0.332330736533798	0.576039943325249	0.025,0.03,0.048,0.016	0.045,0.05,0.023,0.033	-0.008
889	"ENSMUSG00000035835"	"Lppr3"	chr10	-	79866834	79867307	79866834	79866878	79867171	79867307	889	312,318,524,483	4,5,12,5	454,554,467,466	0,13,10,4	298	149	0.384790248227623	0.623037623477541	0.975,0.97,0.956,0.98	1.0,0.955,0.959,0.983	-0.004
890	"ENSMUSG00000035835"	"Lppr3"	chr10	-	79866834	79867307	79866834	79867030	79867171	79867307	890	60,99,157,65	228,206,327,289	122,204,164,135	247,250,257,233	290	149	0.00160510570410066	0.0407818999314391	0.119,0.198,0.198,0.104	0.202,0.295,0.247,0.229	-0.088
891	"ENSMUSG00000031812"	"Map1lc3b"	chr8	+	121593489	121596092	121593489	121593545	121595985	121596092	891	34,85,98,39	2161,2007,2749,2773	47,60,68,64	2152,2298,2511,2007	298	149	0.6947094692183	0.866064732487912	0.008,0.021,0.018,0.007	0.011,0.013,0.013,0.016	0.0
892	"ENSMUSG00000031812"	"Map1lc3b"	chr8	+	121593489	121596092	121593489	121593650	121595985	121596092	892	22,66,70,18	2,6,7,6	43,55,54,37	4,4,7,9	298	149	0.999202115572178	0.999202115572178	0.846,0.846,0.833,0.6	0.843,0.873,0.794,0.673	-0.014
893	"ENSMUSG00000039103"	"Nexn"	chr3	-	152236981	152238022	152236981	152237579	152237664	152238022	893	7,4,12,9	30,58,66,47	3,16,19,7	48,45,40,46	234	149	0.501561356521931	0.721011115382935	0.129,0.042,0.104,0.109	0.038,0.185,0.232,0.088	-0.04
895	"ENSMUSG00000024019"	"Cmtr1"	chr17	+	29698637	29699288	29698637	29698729	29699219	29699288	895	34,21,69,38	219,236,293,299	75,74,55,64	256,268,301,275	298	149	0.00808384316793043	0.0829613908296996	0.072,0.043,0.105,0.06	0.128,0.121,0.084,0.104	-0.039
896	"ENSMUSG00000053519"	"Kcnip1"	chr11	-	33643295	33645627	33643295	33643366	33644498	33645627	896	9,12,6,5	243,270,359,322	7,9,8,8	321,318,324,262	298	149	0.981384316703667	0.999202115572178	0.018,0.022,0.008,0.008	0.011,0.014,0.012,0.015	0.001
897	"ENSMUSG00000053519"	"Kcnip1"	chr11	-	33644498	33645627	33644498	33644568	33645502	33645627	897	6,9,8,8	222,256,355,332	9,10,7,5	306,318,310,238	298	149	0.999202115572178	0.999202115572178	0.013,0.017,0.011,0.012	0.014,0.015,0.011,0.01	0.001
898	"ENSMUSG00000030854"	"Ptpn5"	chr7	-	47082760	47083165	47082760	47082898	47083085	47083165	898	61,105,165,72	498,540,761,594	106,174,146,177	689,667,615,654	298	149	0.041690651730208	0.19581512926059	0.058,0.089,0.098,0.057	0.071,0.115,0.106,0.119	-0.027
899	"ENSMUSG00000030854"	"Ptpn5"	chr7	-	47090726	47091570	47090726	47090834	47091376	47091570	899	83,123,194,94	329,369,581,461	145,203,139,155	404,484,470,458	298	149	0.0569907317612878	0.231733742379733	0.112,0.143,0.143,0.093	0.152,0.173,0.129,0.145	-0.027
900	"ENSMUSG00000004031"	"Brinp2"	chr1	-	158266461	158268020	158266461	158266670	158267829	158268020	900	36,46,68,46	207,239,271,251	68,65,72,67	230,233,257,266	298	149	0.0030756524406873	0.0543446376285977	0.08,0.088,0.111,0.084	0.129,0.122,0.123,0.112	-0.031
901	"ENSMUSG00000053754"	"Chd8"	chr14	-	52201630	52202617	52201630	52201747	52202503	52202617	901	28,48,45,43	7,4,2,5	51,61,87,66	5,1,6,6	298	149	0.199202230712969	0.439214277663409	0.667,0.857,0.918,0.811	0.836,0.968,0.879,0.846	-0.069
902	"ENSMUSG00000053754"	"Chd8"	chr14	-	52204432	52205506	52204432	52204584	52204789	52205506	902	85,74,107,65	159,172,206,193	86,132,87,115	165,180,188,172	298	149	0.0549762722474824	0.225895363875302	0.211,0.177,0.206,0.144	0.207,0.268,0.188,0.251	-0.044
903	"ENSMUSG00000039110"	"Mycbpap"	chr11	-	94512227	94512777	94512227	94512343	94512590	94512777	903	0,5,1,0	0,2,2,2	1,1,4,4	3,1,2,3	298	149	0.755013778925133	0.903743806203435	NA,0.556,0.2,0.0	0.143,0.333,0.5,0.4	-0.092
904	"ENSMUSG00000069835"	"Sat2"	chr11	+	69622051	69622332	69622051	69622115	69622255	69622332	904	135,140,174,211	6,2,12,9	197,189,242,150	1,4,3,6	289	149	0.0332460172988149	0.171232820525706	0.921,0.973,0.882,0.924	0.99,0.961,0.977,0.928	-0.039
906	"ENSMUSG00000023456"	"Tpi1"	chr6	-	124812620	124812913	124812620	124812705	124812789	124812913	906	47,58,81,53	3289,3556,4946,5554	62,65,159,48	3644,4262,3737,3440	233	149	0.123054983193596	0.349936761715745	0.009,0.01,0.01,0.006	0.011,0.01,0.026,0.009	-0.005
907	"ENSMUSG00000014850"	"Msh3"	chr13	-	92342245	92345101	92342245	92342412	92344955	92345101	907	7,17,29,10	37,41,40,52	26,15,18,21	47,61,46,43	298	149	0.56804101058886	0.775357341056172	0.086,0.172,0.266,0.088	0.217,0.109,0.164,0.196	-0.018
908	"ENSMUSG00000026197"	"Zfand2b"	chr1	+	75168833	75169279	75168833	75168906	75169184	75169279	908	4,5,16,9	70,59,80,77	10,25,23,9	69,98,94,77	298	149	0.0509184916266133	0.216824569068287	0.028,0.041,0.091,0.055	0.068,0.113,0.109,0.055	-0.032
909	"ENSMUSG00000026197"	"Zfand2b"	chr1	+	75170538	75170753	75170538	75170599	75170685	75170753	909	8,10,23,8	91,87,98,85	8,37,14,15	93,123,91,100	235	149	0.435885973370185	0.669859644096691	0.053,0.068,0.13,0.056	0.052,0.16,0.089,0.087	-0.02
910	"ENSMUSG00000075376"	"Rc3h2"	chr2	-	37389584	37389890	37389584	37389774	37389856	37389890	910	68,84,113,73	0,0,1,0	72,91,106,83	0,1,0,1	231	149	0.423783998255321	0.660467971920685	1.0,1.0,0.986,1.0	1.0,0.983,1.0,0.982	0.005
911	"ENSMUSG00000030530"	"Furin"	chr7	-	80397121	80397993	80397121	80397250	80397897	80397993	911	1,2,1,1	79,96,149,110	14,4,5,9	81,95,86,118	298	149	0.0023899627545706	0.0489856994693635	0.006,0.01,0.003,0.005	0.08,0.021,0.028,0.037	-0.036
913	"ENSMUSG00000068284"	"Gm608"	chr16	+	44198903	44199167	44198903	44199021	44199118	44199167	913	7,1,7,3	4,13,3,4	5,3,14,2	3,1,2,2	246	149	0.0997778356880776	0.318911663948655	0.515,0.045,0.586,0.312	0.502,0.645,0.809,0.377	-0.219
914	"ENSMUSG00000019312"	"Grb7"	chr11	+	98451594	98451919	98451594	98451716	98451841	98451919	914	0,0,0,0	9,13,8,12	0,0,0,1	10,6,7,6	274	149	0.174401390823817	0.411502060024085	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.083	-0.021
915	"ENSMUSG00000019312"	"Grb7"	chr11	+	98453180	98453593	98453180	98453291	98453494	98453593	915	0,0,9,0	5,11,7,5	0,3,3,0	20,12,13,9	298	149	0.557332453526359	0.766544737708685	0.0,0.0,0.391,0.0	0.0,0.111,0.103,0.0	0.044
917	"ENSMUSG00000042699"	"Dhx9"	chr1	-	153464617	153465068	153464617	153464712	153464854	153465068	917	16,14,45,28	399,494,596,555	38,39,51,41	511,516,570,504	291	149	0.00230558982918916	0.048705585141621	0.02,0.014,0.037,0.025	0.037,0.037,0.044,0.04	-0.015
918	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428133	89428827	89428133	89428229	89428410	89428827	918	21,31,47,41	97,111,179,171	42,56,35,38	144,172,145,132	298	149	0.187887853604527	0.42693172785432	0.098,0.123,0.116,0.107	0.127,0.14,0.108,0.126	-0.014
919	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428133	89428827	89428133	89428229	89428713	89428827	919	47,54,86,64	1,1,0,0	90,85,80,80	0,1,0,0	298	149	0.436037323065496	0.669859644096691	0.959,0.964,1.0,1.0	1.0,0.977,1.0,1.0	-0.013
920	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428544	89428713	89428827	920	50,50,94,66	32,51,66,62	86,91,85,87	38,47,59,42	298	149	0.00716523440780015	0.0791967054309738	0.439,0.329,0.416,0.347	0.531,0.492,0.419,0.509	-0.105
921	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428578	89428713	89428827	921	51,46,78,56	10,12,11,16	77,75,79,73	17,21,11,6	284	149	0.429268823559856	0.662902854886266	0.728,0.668,0.788,0.647	0.704,0.652,0.79,0.865	-0.045
923	"ENSMUSG00000060216"	"Arrb2"	chr11	+	70437943	70438391	70437943	70438028	70438318	70438391	923	42,79,84,55	180,245,231,280	82,150,62,78	255,239,221,230	298	149	0.11002481452082	0.335414565260393	0.104,0.139,0.154,0.089	0.139,0.239,0.123,0.145	-0.04
924	"ENSMUSG00000006005"	"Tpr"	chr1	+	150440066	150440529	150440066	150440198	150440438	150440529	924	23,11,38,27	208,292,368,299	43,29,20,21	315,349,304,258	298	149	0.638701412872266	0.823973578438267	0.052,0.018,0.049,0.043	0.064,0.04,0.032,0.039	-0.003
925	"ENSMUSG00000006005"	"Tpr"	chr1	+	150445867	150446241	150445867	150445963	150446084	150446241	925	2,7,11,1	182,201,317,262	8,8,5,11	256,295,233,237	270	149	0.13547733500143	0.366025894581984	0.006,0.019,0.019,0.002	0.017,0.015,0.012,0.025	-0.006
926	"ENSMUSG00000006005"	"Tpr"	chr1	+	150447511	150449238	150447511	150447630	150449142	150449238	926	8,6,10,10	132,190,289,229	23,26,18,14	195,278,206,183	298	149	0.000670742726805784	0.0307404802251329	0.029,0.016,0.017,0.021	0.056,0.045,0.042,0.037	-0.024
927	"ENSMUSG00000020775"	"Mrpl38"	chr11	-	116134907	116135325	116134907	116135116	116135190	116135325	927	22,24,42,16	114,156,196,167	40,33,52,43	120,189,141,134	223	149	0.0122157597431635	0.100826726842466	0.114,0.093,0.125,0.06	0.182,0.104,0.198,0.177	-0.067
928	"ENSMUSG00000034799"	"Unc13a"	chr8	-	71662480	71662928	71662480	71662535	71662839	71662928	928	45,30,67,21	34,32,39,29	59,60,82,69	19,34,34,41	298	149	0.00253501192776273	0.0496715380628292	0.398,0.319,0.462,0.266	0.608,0.469,0.547,0.457	-0.159
929	"ENSMUSG00000034799"	"Unc13a"	chr8	-	71662480	71662928	71662480	71662535	71662854	71662928	929	46,32,72,25	247,292,464,285	60,72,84,76	345,396,388,382	298	149	0.00378805433432883	0.0588672351725583	0.085,0.052,0.072,0.042	0.08,0.083,0.098,0.09	-0.025
930	"ENSMUSG00000034255"	"Arhgap27"	chr11	-	103338306	103338755	103338306	103338397	103338687	103338755	930	7,10,12,12	24,24,35,25	18,22,11,9	28,13,24,23	298	149	0.122653755106147	0.349847841568589	0.127,0.172,0.146,0.194	0.243,0.458,0.186,0.164	-0.103
931	"ENSMUSG00000034255"	"Arhgap27"	chr11	-	103338687	103339108	103338687	103338755	103339024	103339108	931	1,4,1,4	20,23,27,21	2,4,1,4	33,21,23,24	298	149	0.999202115572178	0.999202115572178	0.024,0.08,0.018,0.087	0.029,0.087,0.021,0.077	-0.001
932	"ENSMUSG00000001627"	"Ifrd1"	chr12	-	40217157	40217482	40217157	40217242	40217377	40217482	932	0,0,2,0	51,53,101,62	0,1,1,1	57,103,70,68	284	149	0.999202115572178	0.999202115572178	0.0,0.0,0.01,0.0	0.0,0.005,0.007,0.008	-0.003
934	"ENSMUSG00000093460"	"Six3os1"	chr17	-	85614647	85615743	85614647	85614692	85615593	85615743	934	9,14,21,16	4,1,3,3	23,14,7,10	6,3,1,4	298	149	0.416433577071901	0.655816186605953	0.529,0.875,0.778,0.727	0.657,0.7,0.778,0.556	0.054
935	"ENSMUSG00000093460"	"Six3os1"	chr17	-	85614647	85615743	85614647	85614727	85615593	85615743	935	8,16,25,17	1,0,0,0	18,13,9,8	0,2,0,0	298	149	0.920689254094166	0.999202115572178	0.8,1.0,1.0,1.0	1.0,0.765,1.0,1.0	0.009
936	"ENSMUSG00000093460"	"Six3os1"	chr17	-	85615593	85617634	85615593	85615743	85617281	85617634	936	4,10,4,7	0,0,5,4	13,6,5,4	0,0,0,0	298	149	0.00577220789983934	0.0728152814433996	1.0,1.0,0.286,0.467	1.0,1.0,1.0,1.0	-0.312
937	"ENSMUSG00000028542"	"Slc6a9"	chr4	+	117864404	117864888	117864404	117864642	117864753	117864888	937	15,23,36,17	128,137,200,183	31,41,22,40	182,104,129,138	260	149	0.0377202334023634	0.185446383854528	0.063,0.088,0.094,0.051	0.089,0.184,0.089,0.142	-0.052
938	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185266900	185267279	185266900	185267014	185267172	185267279	938	64,75,101,91	18,23,43,25	92,117,103,98	46,15,21,27	298	149	0.322458246364057	0.567912763488869	0.64,0.62,0.54,0.645	0.5,0.796,0.71,0.645	-0.051
939	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185266900	185267279	185266900	185267074	185267172	185267279	939	10,12,15,12	124,138,162,138	18,15,13,14	143,180,180,131	247	149	0.563420796563492	0.771114193562137	0.046,0.05,0.053,0.05	0.071,0.048,0.042,0.061	-0.006
940	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185275911	185277221	185275911	185275947	185277146	185277221	940	29,21,38,14	164,208,256,220	60,40,55,47	239,224,238,201	298	149	0.000919552089801323	0.0326469789186303	0.081,0.048,0.069,0.031	0.112,0.082,0.104,0.105	-0.043
941	"ENSMUSG00000038225"	"Primpol"	chr8	-	46592592	46593703	46592592	46592755	46593469	46593703	941	1,4,4,1	9,10,20,7	6,2,5,3	8,13,12,11	298	149	0.172611191967628	0.410306273583202	0.053,0.167,0.091,0.067	0.273,0.071,0.172,0.12	-0.065
942	"ENSMUSG00000024787"	"Snx15"	chr19	-	6123829	6124188	6123829	6123950	6124152	6124188	942	77,62,149,84	118,141,231,198	99,113,109,76	118,137,161,119	298	149	0.00883920850570252	0.0857996085195323	0.246,0.18,0.244,0.175	0.296,0.292,0.253,0.242	-0.059
944	"ENSMUSG00000018800"	"Abca5"	chr11	-	110326559	110327936	110326559	110326721	110327731	110327936	944	0,1,0,0	52,46,66,51	0,3,0,1	56,61,54,45	298	149	0.305184681019891	0.550146251651857	0.0,0.011,0.0,0.0	0.0,0.024,0.0,0.011	-0.006
945	"ENSMUSG00000033032"	"Afap1l1"	chr18	-	61743277	61743760	61743277	61743430	61743666	61743760	945	4,1,8,9	35,44,62,61	13,9,9,10	44,47,40,57	298	149	0.0106319050016787	0.0937300787572566	0.054,0.011,0.061,0.069	0.129,0.087,0.101,0.081	-0.051
946	"ENSMUSG00000079657"	"Rab26"	chr17	-	24530054	24530443	24530054	24530120	24530390	24530443	946	20,37,65,28	72,49,100,95	81,83,83,74	59,107,75,92	298	149	0.00341703413274408	0.0566850324842944	0.122,0.274,0.245,0.128	0.407,0.279,0.356,0.287	-0.14
947	"ENSMUSG00000006576"	"Slc4a3"	chr1	+	75550754	75551382	75550754	75550935	75551246	75551382	947	202,254,403,193	358,315,529,429	366,455,415,377	445,468,432,424	298	149	0.000853306125427555	0.0324977431430438	0.22,0.287,0.276,0.184	0.291,0.327,0.324,0.308	-0.071
948	"ENSMUSG00000044595"	"Dnd1"	chr18	-	36765095	36766010	36765095	36765557	36765892	36766010	948	2,10,8,1	2,5,11,5	8,4,1,1	1,3,2,6	298	149	0.818808964009916	0.94175220701098	0.333,0.5,0.267,0.091	0.8,0.4,0.2,0.077	-0.072
949	"ENSMUSG00000017747"	"Ghdc"	chr11	-	100768013	100768289	100768013	100768147	100768217	100768289	949	3,3,14,3	23,26,42,44	2,7,15,2	40,40,30,20	219	149	0.556881923177938	0.766314870368012	0.082,0.073,0.185,0.044	0.033,0.106,0.254,0.064	-0.018
950	"ENSMUSG00000028519"	"Dab1"	chr4	+	104680069	104680382	104680069	104680108	104680190	104680382	950	27,21,27,33	22,13,22,24	14,41,33,30	18,12,17,17	231	149	0.341459770628231	0.584439407073303	0.442,0.51,0.442,0.47	0.334,0.688,0.556,0.532	-0.062
951	"ENSMUSG00000020964"	"Sel1l"	chr12	-	91813831	91814693	91813831	91814004	91814618	91814693	951	10,6,21,9	240,225,334,325	10,24,12,19	257,295,302,287	298	149	0.167735956724208	0.404881104573527	0.02,0.013,0.03,0.014	0.019,0.039,0.019,0.032	-0.008
953	"ENSMUSG00000033364"	"Usp37"	chr1	-	74468266	74470727	74468266	74468384	74470536	74470727	953	1,3,1,0	24,43,52,43	0,0,0,2	36,35,26,45	298	149	0.29185757923874	0.539427815626488	0.02,0.034,0.01,0.0	0.0,0.0,0.0,0.022	0.011
954	"ENSMUSG00000024054"	"Smchd1"	chr17	-	71358136	71358457	71358136	71358207	71358347	71358457	954	6,5,0,6	90,99,132,133	4,4,7,8	91,125,108,80	289	149	0.224846760887509	0.468401880924364	0.033,0.025,0.0,0.023	0.022,0.016,0.032,0.049	-0.01
955	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88631910	88632333	88631910	88631978	88632275	88632333	955	18,9,30,11	378,384,579,517	8,17,13,15	428,553,524,469	298	149	0.18469283548776	0.423946882138288	0.023,0.012,0.025,0.011	0.009,0.015,0.012,0.016	0.005
956	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88632912	88633367	88632912	88633042	88633257	88633367	956	120,148,272,143	313,293,474,390	232,330,299,236	303,375,319,342	298	149	4.60742748290555e-05	0.0187447566284325	0.161,0.202,0.223,0.155	0.277,0.306,0.319,0.257	-0.104
957	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88632912	88633367	88632912	88633042	88633294	88633367	957	241,223,424,285	7,7,18,9	292,430,424,318	11,12,10,5	298	149	0.143613860562206	0.375703032761902	0.945,0.941,0.922,0.941	0.93,0.947,0.955,0.97	-0.013
958	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88642925	88643216	88642925	88643039	88643148	88643216	958	8,11,22,18	168,173,298,255	23,26,28,17	216,297,267,228	258	149	0.0169787453211502	0.118403738723408	0.027,0.035,0.041,0.039	0.058,0.048,0.057,0.041	-0.015
959	"ENSMUSG00000039233"	"Tbce"	chr13	-	14005787	14006007	14005787	14005852	14005942	14006007	959	21,25,56,22	98,142,206,167	55,44,49,42	175,209,230,183	239	149	0.234224268168299	0.47946463908472	0.118,0.099,0.145,0.076	0.164,0.116,0.117,0.125	-0.021
961	"ENSMUSG00000005575"	"Ube2m"	chr7	-	13037620	13038273	13037620	13037705	13038069	13038273	961	149,127,169,212	0,0,0,0	176,201,183,152	0,1,0,0	298	149	0.118969197717784	0.347467677490604	1.0,1.0,1.0,1.0	1.0,0.99,1.0,1.0	0.002
962	"ENSMUSG00000003848"	"Nob1"	chr8	-	107416105	107417091	107416105	107416250	107416993	107417091	962	24,49,92,52	87,134,129,102	70,87,61,73	80,131,136,120	298	149	0.0775873042391675	0.277926323015914	0.121,0.155,0.263,0.203	0.304,0.249,0.183,0.233	-0.057
964	"ENSMUSG00000020538"	"Srebf1"	chr11	-	60203098	60203607	60203098	60203265	60203345	60203607	964	5,19,7,8	56,56,50,70	10,18,19,24	54,65,63,63	229	149	0.0343675266653923	0.176003394134888	0.055,0.181,0.083,0.069	0.108,0.153,0.164,0.199	-0.059
965	"ENSMUSG00000025915"	"Sgk3"	chr1	+	9885666	9886142	9885666	9885753	9885988	9886142	965	7,7,7,7	0,2,0,1	6,21,5,8	0,6,0,0	298	149	0.999202115572178	0.999202115572178	1.0,0.636,1.0,0.778	1.0,0.636,1.0,1.0	-0.055
966	"ENSMUSG00000025915"	"Sgk3"	chr1	+	9885666	9886142	9885666	9885753	9886046	9886142	966	12,7,11,9	46,47,83,50	4,20,5,10	64,72,48,45	298	149	0.700469012475094	0.868028613429711	0.115,0.069,0.062,0.083	0.03,0.122,0.05,0.1	0.007
967	"ENSMUSG00000025982"	"Sf3b1"	chr1	-	55014482	55016490	55014482	55014562	55016375	55016490	967	313,450,682,317	280,292,419,345	589,722,666,540	273,300,336,289	298	149	0.000314027456997712	0.0220302753071367	0.359,0.435,0.449,0.315	0.519,0.546,0.498,0.483	-0.122
968	"ENSMUSG00000024124"	"Prss30"	chr17	-	23973940	23974246	23973940	23974106	23974219	23974246	968	3,0,6,4	1,0,1,0	8,0,5,9	1,1,0,0	262	149	0.348083265984739	0.589961103441336	0.63,NA,0.773,1.0	0.82,0.0,1.0,1.0	0.096
969	"ENSMUSG00000059248"	"Sept9"	chr11	+	117356612	117359470	117356612	117356709	117359418	117359470	969	5,8,17,10	151,185,235,221	5,15,9,6	169,233,201,190	298	149	0.567974175907559	0.775357341056172	0.016,0.021,0.035,0.022	0.015,0.031,0.022,0.016	0.002
970	"ENSMUSG00000028047"	"Thbs3"	chr3	+	89216680	89217941	89216680	89216887	89217684	89217941	970	13,24,46,19	14,14,33,20	57,64,43,38	30,43,24,29	298	149	0.119525859563702	0.347524649742204	0.317,0.462,0.411,0.322	0.487,0.427,0.473,0.396	-0.068
971	"ENSMUSG00000028047"	"Thbs3"	chr3	+	89223002	89223523	89223002	89223162	89223404	89223523	971	36,37,74,17	7,13,19,12	87,87,102,69	18,16,13,12	298	149	0.00635940033695548	0.0756633493752235	0.72,0.587,0.661,0.415	0.707,0.731,0.797,0.742	-0.148
972	"ENSMUSG00000028047"	"Thbs3"	chr3	+	89224576	89225006	89224576	89224625	89224809	89225006	972	12,7,24,12	31,46,62,34	13,29,35,48	76,53,44,58	298	149	0.209228612658064	0.448877114799905	0.162,0.071,0.162,0.15	0.079,0.215,0.285,0.293	-0.082
973	"ENSMUSG00000028047"	"Thbs3"	chr3	+	89224576	89225006	89224576	89224625	89224897	89225006	973	29,30,61,44	0,0,0,0	43,85,87,77	0,0,1,0	298	149	0.126578062549343	0.352854883018208	1.0,1.0,1.0,1.0	1.0,1.0,0.978,1.0	0.006
974	"ENSMUSG00000021866"	"Anxa11"	chr14	+	25872511	25874031	25872511	25872898	25873943	25874031	974	4,2,9,3	29,37,53,74	4,5,3,8	47,61,54,54	298	149	0.987825329089065	0.999202115572178	0.065,0.026,0.078,0.02	0.041,0.039,0.027,0.069	0.003
975	"ENSMUSG00000021866"	"Anxa11"	chr14	+	25874209	25874784	25874209	25874304	25874670	25874784	975	1,2,4,5	29,35,46,57	7,7,3,2	24,49,53,40	298	149	0.290186518612493	0.537809695906909	0.017,0.028,0.042,0.042	0.127,0.067,0.028,0.024	-0.029
977	"ENSMUSG00000026201"	"Stk16"	chr1	+	75212599	75213006	75212599	75212733	75212885	75213006	977	35,49,90,29	236,205,296,319	76,109,69,71	241,343,286,247	298	149	0.00552079478658796	0.0714269335068605	0.069,0.107,0.132,0.043	0.136,0.137,0.108,0.126	-0.039
978	"ENSMUSG00000020263"	"Appl2"	chr10	-	83610977	83611199	83610977	83611066	83611142	83611199	978	62,100,141,61	144,135,211,182	119,162,149,104	168,210,154,149	225	149	0.0189195409266096	0.125274018073755	0.222,0.329,0.307,0.182	0.319,0.338,0.391,0.316	-0.081
979	"ENSMUSG00000015094"	"Npdc1"	chr2	+	25408606	25409001	25408606	25408686	25408904	25409001	979	70,99,175,112	944,1084,1596,1403	172,146,173,125	1268,1461,1382,1170	298	149	0.0152186813427566	0.113472837983754	0.036,0.044,0.052,0.038	0.064,0.048,0.059,0.051	-0.013
