ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2152	"ENSMUSG00000025894"	"Aasdhppt"	chr9	-	4303093	4303215	4308693	4308919	4302469	4302631	4309253	4309494
2153	"ENSMUSG00000022964"	"Tmem50b"	chr16	-	91577973	91578031	91580201	91580294	91575757	91576158	91586941	91587081
2154	"ENSMUSG00000022964"	"Tmem50b"	chr16	-	91581694	91581762	91583275	91583388	91580201	91580294	91586941	91587081
2155	"ENSMUSG00000056692"	"D17Wsu92e"	chr17	-	27767910	27768239	27786070	27786268	27751231	27753995	27793908	27794063
2156	"ENSMUSG00000056692"	"D17Wsu92e"	chr17	-	27768135	27768239	27786070	27786268	27751245	27753995	27793908	27794063
2157	"ENSMUSG00000056692"	"D17Wsu92e"	chr17	-	27786070	27786268	27793908	27794063	27767488	27768239	27820176	27820542
2158	"ENSMUSG00000087177"	"E130307A14Rik"	chr10	-	39632949	39633016	39640379	39640511	39622624	39622727	39731737	39731816
2159	"ENSMUSG00000087177"	"E130307A14Rik"	chr10	-	39655839	39655929	39681472	39681549	39654464	39654688	39731737	39732006
2160	"ENSMUSG00000087177"	"E130307A14Rik"	chr10	-	39655839	39655929	39681472	39681549	39654521	39654688	39722808	39722938
2161	"ENSMUSG00000007097"	"Atp1a2"	chr1	-	172291192	172291396	172293326	172293386	172290610	172290724	172293571	172293676
2162	"ENSMUSG00000007097"	"Atp1a2"	chr1	-	172293326	172293386	172293571	172293676	172291192	172291396	172297880	172298064
2163	"ENSMUSG00000021357"	"Exoc2"	chr13	-	30882248	30882373	30886188	30886314	30877547	30877613	30900784	30900903
2164	"ENSMUSG00000035133"	"Arhgap5"	chr12	+	52542488	52542636	52557488	52557566	52516076	52519967	52559967	52560099
2165	"ENSMUSG00000019843"	"Fyn"	chr10	+	39526780	39526930	39529436	39529601	39525400	39525504	39532015	39532195
2166	"ENSMUSG00000019843"	"Fyn"	chr10	+	39529436	39529601	39529918	39530074	39526780	39526930	39532015	39532195
2167	"ENSMUSG00000017692"	"Rhbdl3"	chr11	+	80331794	80331907	80346825	80346886	80330556	80330705	80353411	80355955
2168	"ENSMUSG00000071659"	"Hnrnpul2"	chr19	+	8825270	8825393	8825971	8826100	8824859	8825123	8826643	8826812
2169	"ENSMUSG00000036112"	"Metap2"	chr10	-	93862929	93863033	93865406	93865503	93862376	93862492	93870116	93870298
2170	"ENSMUSG00000036112"	"Metap2"	chr10	-	93862929	93863033	93868866	93868961	93862376	93862492	93870116	93870298
2171	"ENSMUSG00000036112"	"Metap2"	chr10	-	93865406	93865503	93868866	93868961	93862376	93862492	93870116	93870298
2172	"ENSMUSG00000003974"	"Grm3"	chr5	-	9504724	9504899	9511457	9512524	9485540	9485841	9569918	9570774
2173	"ENSMUSG00000019889"	"Ptprk"	chr10	+	28580392	28580547	28585559	28585695	28575589	28575706	28585922	28586072
2174	"ENSMUSG00000050017"	"Pitpnb"	chr5	+	111347780	111347855	111349490	111349574	111347119	111347127	111371311	111371389
2175	"ENSMUSG00000050017"	"Pitpnb"	chr5	+	111349490	111349574	111371311	111371389	111347780	111347855	111380191	111380302
2176	"ENSMUSG00000050017"	"Pitpnb"	chr5	+	111371311	111371389	111380191	111380302	111349490	111349574	111382987	111383110
2177	"ENSMUSG00000050017"	"Pitpnb"	chr5	+	111380191	111380302	111382987	111383110	111371311	111371389	111385519	111385604
2178	"ENSMUSG00000050017"	"Pitpnb"	chr5	+	111382987	111383110	111385519	111385604	111380191	111380302	111386502	111388359
2179	"ENSMUSG00000043388"	"Tmem130"	chr5	-	144750815	144750982	144755210	144755516	144748656	144748741	144761456	144761649
2180	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91662297	91662385	91668196	91668328	91654435	91654531	91668485	91668572
2181	"ENSMUSG00000019978"	"Epb4.1l2"	chr10	+	25501823	25502387	25504136	25504259	25495444	25495591	25506174	25506273
2182	"ENSMUSG00000019978"	"Epb4.1l2"	chr10	+	25501823	25502387	25506174	25506273	25495444	25495591	25507776	25507857
2183	"ENSMUSG00000019978"	"Epb4.1l2"	chr10	+	25504136	25504259	25506174	25506273	25501823	25502387	25507776	25507857
2184	"ENSMUSG00000031840"	"Rab3a"	chr8	+	70756446	70756565	70757137	70757262	70755509	70756083	70757897	70758635
2185	"ENSMUSG00000040596"	"Pogk"	chr1	-	166401865	166401964	166403497	166403624	166392227	166400165	166408398	166408532
2186	"ENSMUSG00000021302"	"Ggps1"	chr13	-	14055149	14055220	14057795	14057888	14052448	14054455	14063205	14063401
2187	"ENSMUSG00000042834"	"Nrep"	chr18	-	33442815	33442893	33462020	33462087	33437018	33438839	33463377	33463419
2188	"ENSMUSG00000042834"	"Nrep"	chr18	-	33462020	33462087	33463377	33463419	33442815	33442893	33463599	33463747
2189	"ENSMUSG00000042834"	"Nrep"	chr18	-	33462020	33462087	33463377	33463419	33442815	33442893	33463852	33464029
2190	"ENSMUSG00000041642"	"Kif21b"	chr1	+	136165017	136165131	136167161	136167200	136163072	136163150	136169186	136169323
2191	"ENSMUSG00000002014"	"Ssr4"	chrX	+	73790030	73790120	73790358	73790424	73789799	73789874	73790653	73790811
2192	"ENSMUSG00000031758"	"Cdyl2"	chr8	-	116579167	116579311	116583006	116583217	116568723	116575287	116589249	116589422
2193	"ENSMUSG00000027273"	"Snap25"	chr2	+	136763572	136763621	136769742	136769860	136758310	136758352	136773894	136774020
2194	"ENSMUSG00000027273"	"Snap25"	chr2	+	136769742	136769860	136770056	136770174	136763572	136763621	136773894	136774020
2195	"ENSMUSG00000027273"	"Snap25"	chr2	+	136769742	136769860	136770056	136770174	136763572	136763621	136777335	136777480
2196	"ENSMUSG00000027273"	"Snap25"	chr2	+	136769742	136769860	136773894	136774020	136763572	136763621	136777335	136777480
2197	"ENSMUSG00000027273"	"Snap25"	chr2	+	136770056	136770174	136773894	136774020	136763572	136763621	136777335	136777480
2198	"ENSMUSG00000034570"	"Inpp5j"	chr11	-	3495346	3495451	3495559	3495637	3494374	3495166	3495784	3495922
2199	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80502224	80502314	80506172	80506282	80500511	80501411	80506820	80506937
2200	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80506172	80506282	80506820	80506937	80502224	80502314	80508711	80508805
2201	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80524537	80524677	80525558	80525678	80523375	80523507	80528534	80528667
2202	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80525558	80525678	80528534	80528667	80524537	80524677	80530157	80530303
2203	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80540509	80540606	80541462	80541519	80540118	80540225	80544989	80545146
2204	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80547900	80547949	80548829	80548967	80544989	80545146	80553136	80553227
2205	"ENSMUSG00000027002"	"Nckap1"	chr2	-	80548829	80548967	80553136	80553227	80547900	80547949	80553306	80553449
2206	"ENSMUSG00000021028"	"Mbip"	chr12	-	56337763	56337829	56340200	56340297	56337302	56337455	56340384	56340603
2207	"ENSMUSG00000019970"	"Sgk1"	chr10	+	21928341	21928551	21969448	21969524	21882183	21882707	21994965	21995041
2208	"ENSMUSG00000019210"	"Atp6v1e1"	chr6	-	120797876	120797964	120801042	120801137	120795244	120795764	120803307	120803376
2209	"ENSMUSG00000019986"	"Ahi1"	chr10	+	20963064	20963234	20963672	20963892	20959611	20960080	20965516	20965709
2210	"ENSMUSG00000019986"	"Ahi1"	chr10	+	21007751	21007778	21017912	21018033	21000505	21000705	21041185	21041241
2211	"ENSMUSG00000019986"	"Ahi1"	chr10	+	21017912	21018033	21041185	21041241	21007751	21007778	21054980	21055143
2212	"ENSMUSG00000034958"	"Atcay"	chr10	-	81219154	81219213	81224423	81224551	81214721	81214943	81230491	81230833
2213	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81636368	81636426	81638068	81638139	81629548	81629748	81638270	81638300
2214	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81638068	81638139	81638270	81638377	81635687	81636426	81638560	81638748
2215	"ENSMUSG00000003746"	"Man1a"	chr10	-	53977022	53977117	54014414	54014495	53934888	53935012	54025713	54025829
2216	"ENSMUSG00000048402"	"Gli2"	chr1	-	118866571	118866757	119002039	119002206	118855435	118855637	119053301	119053339
2217	"ENSMUSG00000048402"	"Gli2"	chr1	-	118867978	118868181	118890295	118890401	118866571	118866757	119002039	119002206
2218	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26203577	26203684	26207395	26207457	26203461	26203512	26207545	26207659
2219	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26204331	26204383	26207545	26207659	26203577	26203684	26207758	26207874
2220	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26204850	26204927	26207395	26207457	26204486	26204545	26207545	26207659
2221	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26205107	26205189	26207292	26207322	26204850	26204927	26207395	26207457
2222	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26205706	26205775	26207292	26207322	26205107	26205189	26207395	26207457
2223	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26205706	26205775	26207395	26207457	26205107	26205189	26207545	26207659
2224	"ENSMUSG00000001663"	"Gstt1"	chr10	-	75786794	75786971	75794076	75794227	75783812	75784233	75797042	75797130
2225	"ENSMUSG00000001663"	"Gstt1"	chr10	-	75794076	75794227	75797042	75797130	75786794	75786971	75797679	75797731
2226	"ENSMUSG00000001663"	"Gstt1"	chr10	-	75794076	75794227	75797042	75797130	75786794	75786971	75798384	75798584
2227	"ENSMUSG00000026514"	"Cnih3"	chr1	+	181409628	181409676	181449969	181450082	181406466	181406535	181454594	181454738
2228	"ENSMUSG00000026514"	"Cnih3"	chr1	+	181409628	181409676	181449969	181450082	181406466	181406535	181459224	181459287
2229	"ENSMUSG00000036206"	"Sh3bp4"	chr1	+	89107257	89107336	89143549	89145906	89070414	89070597	89152199	89152388
2230	"ENSMUSG00000040797"	"Iqsec3"	chr6	-	121378959	121379909	121379994	121380044	121372932	121376531	121381648	121381741
2231	"ENSMUSG00000044328"	"Trp53i13"	chr11	-	77512652	77512694	77512896	77512965	77509597	77509726	77513159	77513370
2232	"ENSMUSG00000003778"	"Brd8"	chr18	-	34614447	34614570	34614747	34614797	34613215	34613296	34616664	34616734
2233	"ENSMUSG00000003778"	"Brd8"	chr18	-	34614747	34614797	34616664	34616734	34614447	34614570	34623454	34623551
2234	"ENSMUSG00000003778"	"Brd8"	chr18	-	34616664	34616734	34623454	34623551	34614747	34614797	34624537	34624553
2235	"ENSMUSG00000039801"	"2410089E03Rik"	chr15	+	8182115	8182298	8186082	8186332	8180878	8180982	8186498	8186651
2236	"ENSMUSG00000039801"	"2410089E03Rik"	chr15	+	8194323	8194488	8199180	8199339	8188796	8188877	8201133	8201362
2237	"ENSMUSG00000039801"	"2410089E03Rik"	chr15	+	8233763	8233868	8242269	8242341	8232045	8232100	8243802	8243912
2238	"ENSMUSG00000017491"	"Rarb"	chr14	-	16508933	16509075	16548413	16548562	16443677	16443838	16574857	16575472
2239	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13255309	13255321	13257576	13257816	13253341	13253879	13261765	13261924
2240	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13255309	13255321	13261765	13261924	13253341	13253879	13266972	13267053
2241	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13255309	13255321	13257576	13257816	13253341	13253879	13291794	13291962
2242	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13255309	13255321	13261765	13261924	13253341	13253879	13291794	13291962
2243	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13255309	13255321	13266972	13267053	13253341	13253879	13291794	13291962
2244	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13257576	13257816	13261765	13261924	13253341	13253879	13291794	13291962
2245	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13257576	13257816	13266972	13267053	13253341	13253879	13291794	13291962
2246	"ENSMUSG00000062866"	"Phactr2"	chr10	-	13261765	13261924	13266972	13267053	13253341	13253879	13291794	13291962
2247	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38299753	38299926	38300428	38300590	38296634	38296798	38301655	38301807
2248	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38300428	38300590	38301655	38301807	38299753	38299926	38307864	38308395
2249	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38301655	38301807	38307864	38308395	38300428	38300590	38309484	38309713
2250	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38301655	38301807	38307864	38308395	38300428	38300590	38313211	38313384
2251	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38301655	38301807	38309484	38309713	38300428	38300590	38313211	38313384
2252	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38307864	38308395	38309484	38309713	38300428	38300590	38313211	38313384
2253	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38307864	38308395	38313211	38313384	38300428	38300590	38314672	38314803
2254	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38307864	38308395	38309484	38309713	38301655	38301807	38313211	38313384
2255	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38307864	38308395	38313211	38313384	38301655	38301807	38314672	38314803
2256	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38309484	38309713	38313211	38313384	38307864	38308395	38314672	38314803
2257	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38309484	38309713	38314672	38314803	38307864	38308395	38316524	38317847
2258	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38313211	38313384	38314672	38314803	38309484	38309713	38316524	38317847
2259	"ENSMUSG00000032834"	"Pwp2"	chr10	-	78182945	78183040	78184057	78184170	78182622	78182722	78185070	78185149
2260	"ENSMUSG00000087651"	"1500009L16Rik"	chr10	+	83737908	83737933	83757444	83757480	83722864	83723034	83758133	83758213
2261	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7596103	7596264	7602828	7602954	7589799	7590613	7604173	7604383
2262	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7598691	7598848	7604173	7604383	7596103	7596264	7608543	7608567
2263	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7598706	7598848	7604173	7604383	7596103	7596264	7608543	7608639
2264	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7598706	7598848	7608543	7608639	7596103	7596264	7623629	7625483
2265	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7598706	7598848	7608547	7608639	7596103	7596264	7623629	7625483
2266	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7602828	7602954	7604173	7604383	7598706	7598848	7608543	7608639
2267	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7604173	7604383	7608543	7608639	7598706	7598848	7623629	7623752
2268	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7604173	7604383	7608543	7608639	7602828	7602954	7623629	7625483
2269	"ENSMUSG00000011877"	"Git1"	chr11	+	77501071	77501114	77502828	77502855	77500347	77500565	77503017	77503066
2270	"ENSMUSG00000026611"	"Spata17"	chr1	-	187117262	187117469	187140372	187140496	187112477	187112626	187174374	187174478
2271	"ENSMUSG00000026611"	"Spata17"	chr1	-	187117262	187117469	187174374	187174478	187112477	187112626	187183219	187183270
2272	"ENSMUSG00000021770"	"Samd8"	chr14	+	21774962	21775555	21780085	21780181	21750530	21750780	21783678	21783796
2273	"ENSMUSG00000021770"	"Samd8"	chr14	+	21774962	21775555	21780085	21780181	21750547	21750836	21783678	21783796
2274	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591262	115591366	115591629	115591753	115590886	115590967	115592431	115592530
2275	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115592431	115592530	115591262	115591366	115594705	115594781
2276	"ENSMUSG00000020740"	"Gga3"	chr11	-	115592431	115592530	115594705	115594781	115591629	115591753	115594908	115594993
2277	"ENSMUSG00000074736"	"Syndig1"	chr2	+	149899417	149899975	149930904	149931042	149830787	149830925	150003176	150004392
2278	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83731902	83732037	83729381	83729525	83733413	83733566
2279	"ENSMUSG00000040850"	"Psme4"	chr11	+	30835335	30835467	30837281	30837491	30834273	30834369	30838884	30839021
2280	"ENSMUSG00000040850"	"Psme4"	chr11	+	30865433	30865589	30874117	30874280	30861347	30861476	30876745	30876879
2281	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737456	79737509	79737599	79737713	79737263	79737362	79737799	79737886
2282	"ENSMUSG00000048445"	"Ccdc57"	chr11	-	120861137	120861269	120866554	120866676	120860400	120860626	120873585	120873799
2283	"ENSMUSG00000055013"	"Agap1"	chr1	+	89743727	89743896	89766305	89766464	89725960	89726065	89789162	89789324
2284	"ENSMUSG00000055013"	"Agap1"	chr1	+	89766305	89766464	89789162	89789324	89743727	89743896	89834433	89834588
2285	"ENSMUSG00000071324"	"Armc2"	chr10	-	42000329	42000498	42008652	42008725	41993038	41993228	42011767	42012023
2286	"ENSMUSG00000071324"	"Armc2"	chr10	-	42000329	42000498	42011767	42012023	41993038	41993228	42018192	42018382
2287	"ENSMUSG00000041684"	"Bivm"	chr1	+	44128727	44128823	44129259	44129364	44127637	44127764	44129582	44129677
2288	"ENSMUSG00000023033"	"Scn8a"	chr15	+	100959339	100959431	100959602	100959694	100957460	100957589	100969020	100969242
2289	"ENSMUSG00000008301"	"Phax"	chr18	+	56575461	56576048	56580179	56580300	56562442	56562723	56584290	56584374
2290	"ENSMUSG00000028651"	"Ppie"	chr4	-	123137525	123137569	123138865	123138964	123136401	123136898	123139901	123139930
2291	"ENSMUSG00000029020"	"Mfn2"	chr4	-	147894562	147894698	147898463	147898642	147890113	147890276	147902927	147903010
2292	"ENSMUSG00000029020"	"Mfn2"	chr4	-	147898463	147898642	147902927	147903010	147894562	147894698	147903354	147903497
2293	"ENSMUSG00000037499"	"Nenf"	chr1	-	191309918	191310022	191311459	191311520	191306788	191307089	191317918	191318194
2294	"ENSMUSG00000079511"	"Ccdc142"	chr6	+	83103119	83103269	83103401	83103532	83102957	83103044	83103611	83103725
2295	"ENSMUSG00000022724"	"Mina"	chr16	+	59483004	59483108	59486532	59486635	59480290	59480419	59487427	59487599
2296	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86602007	86602069	86607175	86607292	86586495	86586598	86611341	86611422
2297	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86607175	86607292	86611341	86611422	86602007	86602069	86635174	86635306
2298	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86611341	86611422	86635174	86635306	86607175	86607292	86643497	86643665
2299	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86635174	86635306	86643497	86643665	86611341	86611422	86661122	86661233
2300	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86643497	86643665	86661122	86661233	86635174	86635306	86663482	86663573
2301	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86661122	86661233	86665776	86665878	86643497	86643665	86683739	86683836
2302	"ENSMUSG00000027605"	"Acss2"	chr2	+	155555853	155555991	155556332	155556503	155550354	155550469	155556777	155556911
2303	"ENSMUSG00000027605"	"Acss2"	chr2	+	155560621	155560690	155561029	155561206	155558590	155558699	155561745	155561820
2304	"ENSMUSG00000032298"	"Neil1"	chr9	-	57144944	57145008	57145097	57145217	57144637	57144737	57146600	57147034
2305	"ENSMUSG00000014550"	"Rbsn"	chr6	-	92207044	92207185	92211587	92211901	92202569	92202670	92214710	92214925
2306	"ENSMUSG00000026036"	"Nif3l1"	chr1	+	58455596	58455735	58457779	58457863	58452088	58452215	58461140	58462266
2307	"ENSMUSG00000105103"	"RP24-565B3.5"	chr3	-	116645365	116645480	116647781	116647909	116641901	116641928	116648518	116648581
2308	"ENSMUSG00000028107"	"Tars2"	chr3	-	95746534	95746697	95747438	95747656	95746032	95746170	95748041	95748140
2309	"ENSMUSG00000028107"	"Tars2"	chr3	-	95750866	95750984	95751505	95751630	95750700	95750765	95753006	95753130
2310	"ENSMUSG00000071253"	"Slc25a16"	chr10	+	62941041	62941204	62942650	62942719	62937927	62937994	62944314	62944429
2311	"ENSMUSG00000037593"	"BC030499"	chr11	+	78291423	78291669	78291961	78292030	78290840	78290939	78292404	78292474
2312	"ENSMUSG00000052298"	"Cdc42se2"	chr11	-	54720242	54720357	54723573	54723675	54717455	54719724	54740237	54740550
2313	"ENSMUSG00000052298"	"Cdc42se2"	chr11	-	54723573	54723675	54740237	54740550	54720242	54720357	54756405	54756559
2314	"ENSMUSG00000052298"	"Cdc42se2"	chr11	-	54740237	54740550	54756405	54756559	54723573	54723675	54787559	54787646
2315	"ENSMUSG00000027709"	"Mccc1"	chr3	-	35974073	35974290	35976660	35976844	35972477	35972564	35978922	35979050
2316	"ENSMUSG00000024983"	"Vti1a"	chr19	+	55321938	55321997	55328345	55328456	55316350	55316544	55380941	55381019
2317	"ENSMUSG00000032212"	"Sltm"	chr9	+	70559036	70559101	70562813	70562861	70543969	70544057	70572148	70572176
2318	"ENSMUSG00000032212"	"Sltm"	chr9	+	70583931	70584112	70584752	70584877	70581300	70581464	70585923	70586088
2319	"ENSMUSG00000058756"	"Thra"	chr11	+	98753289	98753638	98756107	98756175	98741810	98742006	98756922	98757023
2320	"ENSMUSG00000058756"	"Thra"	chr11	+	98753289	98753638	98760875	98761023	98741810	98742006	98761720	98761926
2321	"ENSMUSG00000058756"	"Thra"	chr11	+	98756107	98756175	98756922	98757023	98753289	98753638	98760875	98761023
2322	"ENSMUSG00000058756"	"Thra"	chr11	+	98756922	98757023	98760875	98761023	98756107	98756175	98761720	98761926
2323	"ENSMUSG00000021264"	"Yy1"	chr12	+	108806478	108806641	108812918	108812979	108792972	108794091	108814605	108814764
2324	"ENSMUSG00000040548"	"Tex2"	chr11	-	106519881	106520014	106529261	106529361	106513586	106513712	106533870	106534017
2325	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89126629	89126706	89126868	89126995	89126377	89126437	89127149	89127218
2326	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89126640	89126706	89126868	89126995	89126377	89126437	89127149	89127218
2327	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89126868	89126995	89127149	89127218	89126640	89126706	89127385	89127490
2328	"ENSMUSG00000020728"	"Cep112"	chr11	+	108664495	108664726	108752577	108752640	108606212	108606395	108757669	108757737
2329	"ENSMUSG00000000416"	"Cttnbp2"	chr6	-	18423830	18423981	18426035	18426135	18420765	18421017	18427438	18427642
2330	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125549	98125613	98126303	98126453	98125025	98125090	98126852	98126923
2331	"ENSMUSG00000020451"	"Limk2"	chr11	-	3361020	3361108	3361782	3361825	3360534	3360586	3370968	3371335
2332	"ENSMUSG00000058006"	"Mdn1"	chr4	+	32728041	32728175	32729629	32729787	32726825	32726941	32729950	32730071
2333	"ENSMUSG00000051736"	"Fam229b"	chr10	-	39120225	39120396	39122176	39122335	39118867	39119034	39132246	39132378
2334	"ENSMUSG00000051736"	"Fam229b"	chr10	-	39120257	39120396	39122176	39122335	39118803	39119034	39132246	39132378
2335	"ENSMUSG00000051736"	"Fam229b"	chr10	-	39120257	39120396	39122176	39122332	39118818	39119034	39132246	39132378
2336	"ENSMUSG00000036225"	"Kctd1"	chr18	-	14973979	14974285	15007695	15007874	14968684	14969695	15061767	15063582
2337	"ENSMUSG00000000753"	"Serpinf1"	chr11	-	75414920	75415124	75416229	75416428	75413906	75414049	75417908	75417996
2338	"ENSMUSG00000003410"	"Elavl3"	chr9	-	22024673	22024712	22026172	22026398	22015004	22018854	22026507	22026661
2339	"ENSMUSG00000050043"	"Tmx2"	chr2	-	84673253	84673319	84673499	84673606	84673023	84673153	84675404	84675481
2340	"ENSMUSG00000050043"	"Tmx2"	chr2	-	84673499	84673606	84675404	84675481	84673023	84673153	84676096	84676157
2341	"ENSMUSG00000050043"	"Tmx2"	chr2	-	84673499	84673606	84675404	84675481	84673253	84673319	84676096	84676157
2342	"ENSMUSG00000037098"	"Rab11fip3"	chr17	-	26024374	26024466	26036588	26036682	26015943	26016155	26067581	26069177
2343	"ENSMUSG00000053510"	"Nrd1"	chr4	+	109034680	109034750	109037974	109038052	109028750	109028873	109039657	109039778
2344	"ENSMUSG00000053510"	"Nrd1"	chr4	+	109043375	109043480	109044547	109044671	109040184	109040239	109046594	109046681
2345	"ENSMUSG00000052833"	"Sae1"	chr7	-	16330612	16330682	16336693	16336838	16327052	16327929	16359035	16359141
2346	"ENSMUSG00000052833"	"Sae1"	chr7	-	16336693	16336838	16359035	16359141	16330612	16330682	16366806	16366906
2347	"ENSMUSG00000052833"	"Sae1"	chr7	-	16368508	16368651	16370286	16370460	16366806	16366906	16378364	16378476
2348	"ENSMUSG00000052833"	"Sae1"	chr7	-	16370286	16370460	16378364	16378476	16368508	16368651	16387640	16387797
2349	"ENSMUSG00000024944"	"Arl2"	chr19	-	6135978	6136059	6137477	6137640	6134382	6134801	6137729	6137840
2350	"ENSMUSG00000041757"	"Plekha6"	chr1	+	133264660	133264733	133266565	133266666	133263796	133263901	133269999	133270202
2351	"ENSMUSG00000041757"	"Plekha6"	chr1	+	133274792	133274879	133275811	133275865	133273857	133274374	133279372	133279453
2352	"ENSMUSG00000041757"	"Plekha6"	chr1	+	133274792	133274879	133279372	133279453	133273857	133274374	133280338	133280407
2353	"ENSMUSG00000041757"	"Plekha6"	chr1	+	133275811	133275865	133279372	133279453	133274792	133274879	133280338	133280407
2354	"ENSMUSG00000041757"	"Plekha6"	chr1	+	133294562	133294708	133298919	133299043	133293953	133294087	133299708	133301216
2355	"ENSMUSG00000040265"	"Dnm3"	chr1	-	162019827	162019992	162045385	162045397	162011700	162011927	162084032	162084144
2356	"ENSMUSG00000040265"	"Dnm3"	chr1	-	162355359	162355509	162407334	162407408	162353519	162353723	162477662	162478012
2357	"ENSMUSG00000029674"	"Limk1"	chr5	-	134661792	134661858	134662102	134662157	134659846	134660003	134664184	134664316
2358	"ENSMUSG00000029674"	"Limk1"	chr5	-	134661792	134661858	134662102	134662162	134659846	134660003	134664184	134664316
2359	"ENSMUSG00000029674"	"Limk1"	chr5	-	134662102	134662162	134664184	134664316	134661792	134661858	134665206	134665293
2360	"ENSMUSG00000029674"	"Limk1"	chr5	-	134664184	134664316	134665206	134665293	134662102	134662162	134665829	134666013
2361	"ENSMUSG00000029674"	"Limk1"	chr5	-	134665206	134665293	134665829	134666013	134664184	134664316	134668913	134669080
2362	"ENSMUSG00000006288"	"Ttc5"	chr14	-	50773276	50773333	50775290	50775382	50772473	50772620	50777261	50777412
2363	"ENSMUSG00000006288"	"Ttc5"	chr14	-	50773276	50773333	50777261	50777412	50772473	50772620	50777756	50777968
2364	"ENSMUSG00000055116"	"Arntl"	chr7	+	113234623	113234696	113274625	113274753	113207464	113207644	113279456	113279582
2365	"ENSMUSG00000055116"	"Arntl"	chr7	+	113274625	113274753	113279456	113279582	113234623	113234696	113280649	113280802
2366	"ENSMUSG00000049106"	"Dcaf5"	chr12	-	80348319	80348447	80364003	80364070	80335846	80340276	80376517	80376731
2367	"ENSMUSG00000049106"	"Dcaf5"	chr12	-	80364003	80364070	80376517	80376731	80348319	80348447	80397652	80397782
2368	"ENSMUSG00000039470"	"Zdhhc2"	chr8	+	40456030	40456100	40456662	40456695	40454497	40454618	40462087	40462208
2369	"ENSMUSG00000039470"	"Zdhhc2"	chr8	+	40467910	40468003	40472912	40473025	40467428	40467555	40474734	40474807
2370	"ENSMUSG00000024302"	"Dtna"	chr18	+	23475115	23475242	23535161	23535229	23415414	23415625	23545685	23545766
2371	"ENSMUSG00000024302"	"Dtna"	chr18	+	23535161	23535229	23545685	23545766	23475115	23475242	23569561	23569775
