	GeneID	chr	strand	shortSplice	longSplice	shareSplice
822	ENSMUSG00000053477	chr18	+	69564036	69564033	69521686
823	ENSMUSG00000053477	chr18	+	69564036	69564033	69522540
824	ENSMUSG00000053477	chr18	+	69654963	69654960	69652472
825	ENSMUSG00000021388	chr13	+	49551657	49551640	49544717
827	ENSMUSG00000053253	chr14	+	105304730	105298002	105294892
828	ENSMUSG00000032425	chr9	+	88552715	88552661	88548300
830	ENSMUSG00000040033	chr10	+	128283232	128283229	128283157
831	ENSMUSG00000020328	chr11	+	40736567	40736492	40736066
832	ENSMUSG00000039768	chr4	+	151970856	151968498	151957204
841	ENSMUSG00000061878	chr11	+	116534851	116534848	116534173
845	ENSMUSG00000028582	chr4	+	108625407	108625333	108625004
846	ENSMUSG00000028582	chr4	+	108626037	108625980	108625814
847	ENSMUSG00000022679	chr16	+	13946557	13946528	13944736
852	ENSMUSG00000021694	chr13	+	108183822	108183724	108178696
853	ENSMUSG00000062785	chr7	+	44598383	44598380	44596268
855	ENSMUSG00000034771	chr10	+	81576597	81576528	81576299
856	ENSMUSG00000034771	chr10	+	81577688	81577628	81576642
857	ENSMUSG00000034771	chr10	+	81586857	81586854	81584741
858	ENSMUSG00000034771	chr10	+	81586857	81586854	81586337
859	ENSMUSG00000034771	chr10	+	81586857	81586854	81586373
860	ENSMUSG00000034771	chr10	+	81590352	81590224	81589496
861	ENSMUSG00000049339	chr1	+	75144391	75144303	75143953
862	ENSMUSG00000032936	chr9	+	107945519	107945488	107945382
863	ENSMUSG00000032936	chr9	+	107946790	107946782	107946693
866	ENSMUSG00000020211	chr10	+	80803819	80803800	80803723
871	ENSMUSG00000069565	chr10	+	80277574	80277571	80274869
872	ENSMUSG00000035722	chr10	+	80007323	80007299	80007228
875	ENSMUSG00000020697	chr11	+	82787630	82787627	82785458
876	ENSMUSG00000000318	chr11	+	70168585	70168582	70168004
877	ENSMUSG00000023175	chr10	+	79710839	79710637	79710402
879	ENSMUSG00000005899	chr16	+	17625719	17625695	17623991
880	ENSMUSG00000005899	chr16	+	17626441	17626429	17625862
882	ENSMUSG00000022707	chr16	+	70561023	70561021	70529010
883	ENSMUSG00000044024	chr18	+	37957588	37957458	37957155
885	ENSMUSG00000001228	chr17	+	56313064	56313040	56312967
891	ENSMUSG00000071669	chr16	+	11420703	11420700	11418898
892	ENSMUSG00000020183	chr10	+	117659771	117659767	117629883
893	ENSMUSG00000062590	chr1	+	86213052	86213049	86208043
894	ENSMUSG00000062590	chr1	+	86262041	86262038	86257362
895	ENSMUSG00000061950	chr17	+	65803210	65803159	65783668
896	ENSMUSG00000020175	chr10	+	75038432	75038357	75037483
897	ENSMUSG00000020175	chr10	+	75038439	75038357	75037483
898	ENSMUSG00000020175	chr10	+	75038439	75038432	75037483
899	ENSMUSG00000020175	chr10	+	75049895	75049851	75048513
901	ENSMUSG00000043259	chr10	+	70553031	70553028	70551790
902	ENSMUSG00000025616	chr16	+	87469677	87469674	87466356
904	ENSMUSG00000020721	chr11	+	107627352	107627349	107626714
905	ENSMUSG00000026020	chr1	+	59692611	59692551	59692389
906	ENSMUSG00000022587	chr15	+	74955566	74955482	74955335
907	ENSMUSG00000022587	chr15	+	74957779	74957776	74955717
908	ENSMUSG00000022587	chr15	+	74957779	74957776	74957463
910	ENSMUSG00000030058	chr6	+	87893795	87892632	87892298
914	ENSMUSG00000029638	chr6	+	8573184	8573181	8558586
915	ENSMUSG00000013787	chr17	+	34899693	34899659	34899566
916	ENSMUSG00000013787	chr17	+	34905909	34905609	34905456
917	ENSMUSG00000013787	chr17	+	34906982	34906952	34906877
920	ENSMUSG00000068882	chr2	+	69870680	69870677	69870580
921	ENSMUSG00000031142	chrX	+	7611541	7610810	7610728
932	ENSMUSG00000019848	chr10	+	45316482	45316430	45315279
933	ENSMUSG00000045983	chr16	+	20674227	20674167	20673961
934	ENSMUSG00000045983	chr16	+	20675759	20675729	20675520
935	ENSMUSG00000045983	chr16	+	20678883	20678801	20678674
936	ENSMUSG00000045983	chr16	+	20681736	20681733	20681316
937	ENSMUSG00000045983	chr16	+	20681736	20681733	20681578
938	ENSMUSG00000045983	chr16	+	20684428	20684407	20684181
939	ENSMUSG00000030276	chr6	+	113399666	113399663	113398884
940	ENSMUSG00000019823	chr10	+	41478973	41478962	41478314
941	ENSMUSG00000019823	chr10	+	41479394	41479325	41479067
942	ENSMUSG00000078578	chr3	+	135439660	135439643	135438352
943	ENSMUSG00000078578	chr3	+	135439660	135439643	135438864
947	ENSMUSG00000032946	chr19	+	6401720	6401715	6399517
948	ENSMUSG00000032946	chr19	+	6402551	6402471	6401863
960	ENSMUSG00000018661	chr11	+	113660964	113660942	113659377
961	ENSMUSG00000027247	chr2	+	91654072	91654045	91651823
962	ENSMUSG00000035212	chr4	+	101656177	101656108	101652474
963	ENSMUSG00000005883	chr2	+	172985396	172985357	172984938
964	ENSMUSG00000031840	chr8	+	70755985	70755830	70754863
965	ENSMUSG00000026434	chr1	+	131929615	131929612	131928216
968	ENSMUSG00000018189	chr1	+	143799923	143799920	143798493
973	ENSMUSG00000028483	chr4	+	83453953	83453040	83451312
975	ENSMUSG00000037608	chr10	+	20322968	20322962	20322116
976	ENSMUSG00000000355	chrX	+	38611765	38611754	38608868
977	ENSMUSG00000041460	chr6	+	119267806	119267792	119250440
978	ENSMUSG00000054708	chr10	+	81635083	81635069	81634995
979	ENSMUSG00000054708	chr10	+	81640767	81640027	81639936
980	ENSMUSG00000040455	chr4	+	21781738	21781735	21780450
981	ENSMUSG00000024186	chr17	+	26203465	26203461	26203392
982	ENSMUSG00000024186	chr17	+	26207298	26207292	26205775
988	ENSMUSG00000009076	chr11	+	4732066	4731955	4730267
990	ENSMUSG00000040782	chr1	+	159319747	159319723	159308964
991	ENSMUSG00000074221	chr7	+	30013842	30013839	29998210
994	ENSMUSG00000019796	chr10	+	7598706	7598691	7596264
995	ENSMUSG00000019796	chr10	+	7608547	7608543	7596264
996	ENSMUSG00000019796	chr10	+	7608547	7608543	7604383
997	ENSMUSG00000033276	chr1	+	74611148	74611088	74610865
1000	ENSMUSG00000016494	chr1	+	194949381	194949304	194948006
1001	ENSMUSG00000016494	chr1	+	194959935	194959779	194959230
1004	ENSMUSG00000028049	chr3	+	89179094	89179091	89178067
1005	ENSMUSG00000028049	chr3	+	89180251	89180038	89179437
1007	ENSMUSG00000039994	chr10	+	128250287	128250284	128250110
1011	ENSMUSG00000027605	chr2	+	155573162	155573155	155561820
1012	ENSMUSG00000027605	chr2	+	155573162	155573155	155568608
1013	ENSMUSG00000037348	chr4	+	134506680	134506522	134500683
1018	ENSMUSG00000020453	chr11	+	3306287	3306222	3299205
1019	ENSMUSG00000024260	chr18	+	31682009	31682006	31680671
1020	ENSMUSG00000047284	chr11	+	69903676	69903653	69903452
1021	ENSMUSG00000047284	chr11	+	69903963	69903864	69903719
1022	ENSMUSG00000047284	chr11	+	69906729	69906725	69906603
1023	ENSMUSG00000047284	chr11	+	69910734	69910717	69910419
1026	ENSMUSG00000058006	chr4	+	32751226	32751211	32751068
1027	ENSMUSG00000058006	chr4	+	32761209	32761203	32760942
1032	ENSMUSG00000055491	chr19	+	46062143	46062140	46061576
1033	ENSMUSG00000055491	chr19	+	46068020	46068017	46067286
1034	ENSMUSG00000052013	chr16	+	45244155	45244152	45242741
1035	ENSMUSG00000018740	chr11	+	68971195	68971183	68970789
1037	ENSMUSG00000041757	chr1	+	133270059	133269999	133266666
1038	ENSMUSG00000041757	chr1	+	133270059	133269999	133269578
1040	ENSMUSG00000037876	chr10	+	67218116	67218037	67215375
1041	ENSMUSG00000037876	chr10	+	67218116	67218037	67217107
1043	ENSMUSG00000072825	chr12	+	112732501	112732499	112732083
1045	ENSMUSG00000000976	chr11	+	83777256	83777237	83776736
1047	ENSMUSG00000051682	chr17	+	48269708	48269684	48269436
1048	ENSMUSG00000090112	chr10	+	11166607	11166485	11164995
1053	ENSMUSG00000025609	chr6	+	31432938	31432935	31431249
1054	ENSMUSG00000032411	chr9	+	96273865	96273838	96232748
1055	ENSMUSG00000032411	chr9	+	96273865	96273838	96258804
1056	ENSMUSG00000032411	chr9	+	96297626	96297623	96295127
1061	ENSMUSG00000019302	chr11	+	101026680	101026659	101021182
1062	ENSMUSG00000026553	chr1	+	172110676	172110649	172110574
1063	ENSMUSG00000026641	chr1	+	171414436	171414372	171411440
1064	ENSMUSG00000026641	chr1	+	171414436	171414372	171411862
1065	ENSMUSG00000034175	chr11	+	5100396	5100384	5099898
1066	ENSMUSG00000034175	chr11	+	5100396	5100384	5100226
1067	ENSMUSG00000034175	chr11	+	5105184	5105180	5104404
1073	ENSMUSG00000052423	chr1	+	171271827	171271706	171271373
1074	ENSMUSG00000052423	chr1	+	171271909	171271706	171271373
1075	ENSMUSG00000052423	chr1	+	171271909	171271827	171271373
1077	ENSMUSG00000015452	chr17	+	34598406	34598379	34598247
1078	ENSMUSG00000041301	chr6	+	18255952	18255933	18255474
1079	ENSMUSG00000020828	chr11	+	70555331	70555298	70555164
1089	ENSMUSG00000033793	chr1	+	5095614	5093362	5089111
1091	ENSMUSG00000060073	chr12	+	70983323	70983318	70978815
1092	ENSMUSG00000060073	chr12	+	70983323	70983318	70978839
1093	ENSMUSG00000060073	chr12	+	70984671	70984492	70983442
1096	ENSMUSG00000034973	chr9	+	86501900	86501873	86500895
1097	ENSMUSG00000034973	chr9	+	86506404	86506383	86506314
1098	ENSMUSG00000034973	chr9	+	86512560	86512557	86507737
1102	ENSMUSG00000040325	chr9	+	106865030	106865012	106864620
1103	ENSMUSG00000023495	chr9	+	106453925	106453909	106453642
1104	ENSMUSG00000023495	chr9	+	106462361	106462342	106462252
1105	ENSMUSG00000023495	chr9	+	106462534	106462507	106462414
1108	ENSMUSG00000029182	chr5	+	30482075	30482031	30480655
1109	ENSMUSG00000029182	chr5	+	30482075	30482069	30480655
1111	ENSMUSG00000025857	chr5	+	139151544	139151482	139150835
1113	ENSMUSG00000023805	chr17	+	6029699	6029683	6028586
1114	ENSMUSG00000020892	chr11	+	69134168	69134163	69134081
1115	ENSMUSG00000030638	chr7	+	82268286	82268279	82260200
1116	ENSMUSG00000030638	chr7	+	82270779	82270772	82268352
1117	ENSMUSG00000026708	chr1	+	161078328	161078228	161074930
1118	ENSMUSG00000040423	chr1	+	160964976	160964949	160963840
1119	ENSMUSG00000030330	chr6	+	125047481	125047478	125047316
1120	ENSMUSG00000030330	chr6	+	125047481	125047478	125047325
1121	ENSMUSG00000030330	chr6	+	125047901	125047792	125047587
1123	ENSMUSG00000024019	chr17	+	29699219	29698637	29698071
1124	ENSMUSG00000058267	chr1	+	160196945	160196920	160195311
1127	ENSMUSG00000035486	chr10	+	80358786	80358774	80358091
1128	ENSMUSG00000035486	chr10	+	80358786	80358774	80358358
1135	ENSMUSG00000054320	chr8	+	105449386	105449380	105446256
1136	ENSMUSG00000022744	chr16	+	58731301	58731268	58729747
1141	ENSMUSG00000026197	chr1	+	75168833	75168830	75168707
1146	ENSMUSG00000068284	chr16	+	44199118	44199112	44199021
1147	ENSMUSG00000019312	chr11	+	98453494	98453180	98452268
1151	ENSMUSG00000024909	chr19	+	5475151	5475060	5474395
1152	ENSMUSG00000024909	chr19	+	5476065	5476019	5475456
1153	ENSMUSG00000042751	chr1	+	153074672	153074638	153073885
1157	ENSMUSG00000020454	chr11	+	3234584	3234461	3230101
1158	ENSMUSG00000020454	chr11	+	3234584	3234461	3234059
1160	ENSMUSG00000060216	chr11	+	70439850	70439817	70439741
1161	ENSMUSG00000037466	chr12	+	113157577	113157470	113157363
1163	ENSMUSG00000015461	chr17	+	34648229	34648218	34647739
1170	ENSMUSG00000022897	chr16	+	94663768	94663741	94659693
1176	ENSMUSG00000020827	chr11	+	70603870	70603767	70603548
1177	ENSMUSG00000020827	chr11	+	70606047	70605949	70605205
1178	ENSMUSG00000020827	chr11	+	70610080	70610077	70609717
1180	ENSMUSG00000004032	chr3	+	107897287	107897237	107896690
1182	ENSMUSG00000006576	chr1	+	75552138	75552127	75551820
1183	ENSMUSG00000006576	chr1	+	75552152	75552127	75551820
1184	ENSMUSG00000006576	chr1	+	75552152	75552138	75551820
1185	ENSMUSG00000034842	chr5	+	92405943	92405942	92404866
1187	ENSMUSG00000049299	chr11	+	69324853	69324823	69324465
1188	ENSMUSG00000049299	chr11	+	69325557	69325438	69324962
1189	ENSMUSG00000042133	chr2	+	69732881	69732817	69732454
1190	ENSMUSG00000042133	chr2	+	69748980	69748960	69746115
1192	ENSMUSG00000054693	chr9	+	70766897	70766871	70766102
1193	ENSMUSG00000028292	chr4	+	34630476	34630472	34625484
1194	ENSMUSG00000028059	chr3	+	88632275	88631910	88629931
1195	ENSMUSG00000028059	chr3	+	88633257	88632912	88632339
1196	ENSMUSG00000028059	chr3	+	88633294	88633257	88633042
1197	ENSMUSG00000028059	chr3	+	88633505	88633499	88633367
1198	ENSMUSG00000026333	chr1	+	97783193	97782926	97777519
1200	ENSMUSG00000044176	chr18	+	62659875	62659871	62658850
1206	ENSMUSG00000025915	chr1	+	9886046	9885988	9885753
1207	ENSMUSG00000002741	chr11	+	5959303	5959296	5956004
1209	ENSMUSG00000062743	chr17	+	21392465	21392460	21384020
1210	ENSMUSG00000030269	chr6	+	113277830	113277789	113270701
1211	ENSMUSG00000023992	chr17	+	48351745	48351690	48351191
1212	ENSMUSG00000028047	chr3	+	89224897	89224809	89224625
1213	ENSMUSG00000060733	chr10	+	71372707	71372704	71366105
1215	ENSMUSG00000026201	chr1	+	75212885	75212599	75212144
1216	ENSMUSG00000026201	chr1	+	75213132	75213112	75213006
1218	ENSMUSG00000015094	chr2	+	25407471	25407462	25406361
1219	ENSMUSG00000015094	chr2	+	25407843	25407840	25407736
1220	ENSMUSG00000015094	chr2	+	25408113	25408083	25408014
1224	ENSMUSG00000038902	chr3	+	94864484	94864457	94864378
1225	ENSMUSG00000001901	chr11	+	106025793	106025687	106023918
1226	ENSMUSG00000028708	chr4	+	115874758	115874619	115873306
1227	ENSMUSG00000060477	chr6	+	113690812	113690782	113686958
1230	ENSMUSG00000040997	chr14	+	54266994	54266859	54265392
1231	ENSMUSG00000020101	chr10	+	60368531	60368528	60367793
1241	ENSMUSG00000006575	chr11	+	102398099	102398084	102393782
1242	ENSMUSG00000006575	chr11	+	102398099	102398084	102397686
1243	ENSMUSG00000006575	chr11	+	102400660	102400636	102400045
1246	ENSMUSG00000004933	chr10	+	81259176	81259173	81258539
1248	ENSMUSG00000020464	chr11	+	29133855	29133851	29132905
1249	ENSMUSG00000020464	chr11	+	29154143	29153231	29148331
1250	ENSMUSG00000001909	chr8	+	84689707	84689631	84689349
1251	ENSMUSG00000001909	chr8	+	84690772	84690516	84689908
1252	ENSMUSG00000001909	chr8	+	84690784	84690516	84689908
1253	ENSMUSG00000001909	chr8	+	84690784	84690772	84690572
1254	ENSMUSG00000001909	chr8	+	84690801	84690772	84690572
1255	ENSMUSG00000001909	chr8	+	84690810	84690772	84690572
1256	ENSMUSG00000001909	chr8	+	84690801	84690784	84690572
1257	ENSMUSG00000001909	chr8	+	84690810	84690784	84690572
1258	ENSMUSG00000001909	chr8	+	84690810	84690801	84690572
1259	ENSMUSG00000001909	chr8	+	84696826	84695427	84691439
1260	ENSMUSG00000000884	chr16	+	18544114	18544110	18541097
1261	ENSMUSG00000000884	chr16	+	18552408	18552366	18548191
1262	ENSMUSG00000006732	chr10	+	127045025	127044996	127044869
1263	ENSMUSG00000044349	chr2	+	158376744	158376732	158376326
1265	ENSMUSG00000041354	chr17	+	33935169	33935133	33935007
1268	ENSMUSG00000026159	chr1	+	82883243	82883180	82876324
1269	ENSMUSG00000026159	chr1	+	82883243	82883180	82882437
1270	ENSMUSG00000026159	chr1	+	82894481	82894475	82893582
1271	ENSMUSG00000054199	chr3	+	88854604	88854601	88846579
1282	ENSMUSG00000056267	chr9	+	99246266	99246222	99243884
1283	ENSMUSG00000052563	chr11	+	51654010	51653991	51653871
1284	ENSMUSG00000073702	chr1	+	39371008	39370953	39370139
1285	ENSMUSG00000052428	chr1	+	167325931	167325875	167316289
1286	ENSMUSG00000042804	chr4	+	152282926	152282857	152282555
1294	ENSMUSG00000022800	chr16	+	32898400	32898373	32895197
1297	ENSMUSG00000037509	chr1	+	34807058	34807023	34806494
1299	ENSMUSG00000004056	chr7	+	27629334	27629295	27628990
1300	ENSMUSG00000032596	chr9	+	107976709	107976654	107976412
1301	ENSMUSG00000032596	chr9	+	107981517	107981389	107981296
1307	ENSMUSG00000022678	chr16	+	14191717	14191589	14190232
1308	ENSMUSG00000018378	chr11	+	88187060	88187040	88184717
1309	ENSMUSG00000024471	chr18	+	44336888	44336766	44334156
1310	ENSMUSG00000007030	chr17	+	35021573	35021510	35021260
1311	ENSMUSG00000041164	chr11	+	6396327	6396231	6395872
1312	ENSMUSG00000043015	chr1	+	52643167	52643121	52642412
1313	ENSMUSG00000064246	chr1	+	134183496	134183237	134182809
1314	ENSMUSG00000043019	chr1	+	151805849	151805846	151804819
1320	ENSMUSG00000026269	chr1	+	92915823	92915813	92915199
1321	ENSMUSG00000026269	chr1	+	92917633	92917146	92916946
1322	ENSMUSG00000026269	chr1	+	92918905	92918872	92918126
1323	ENSMUSG00000026269	chr1	+	92918937	92918872	92918126
1324	ENSMUSG00000026269	chr1	+	92918937	92918905	92918126
1325	ENSMUSG00000034653	chr18	+	44877643	44877617	44873133
1330	ENSMUSG00000020287	chr11	+	32229879	32229848	32227949
1331	ENSMUSG00000026113	chr1	+	37374274	37374271	37372419
1332	ENSMUSG00000040312	chr17	+	35530443	35530401	35530299
1334	ENSMUSG00000091898	chr14	+	31211305	31211279	31210678
1335	ENSMUSG00000079179	chr12	+	3238063	3238028	3237660
1339	ENSMUSG00000038822	chr10	+	45701010	45700953	45700675
1341	ENSMUSG00000045482	chr5	+	144845468	144845414	144844289
1343	ENSMUSG00000036964	chr11	+	58970545	58970541	58970449
1349	ENSMUSG00000005373	chr5	+	135133080	135133075	135132861
1350	ENSMUSG00000005373	chr5	+	135133108	135133075	135132861
1351	ENSMUSG00000005373	chr5	+	135133108	135133080	135132861
1352	ENSMUSG00000005373	chr5	+	135133953	135133946	135133873
1353	ENSMUSG00000005373	chr5	+	135133993	135133946	135133873
1354	ENSMUSG00000005373	chr5	+	135133993	135133953	135133873
1355	ENSMUSG00000064120	chr17	+	49455256	49454029	49452842
1356	ENSMUSG00000026288	chr1	+	87667891	87667888	87665537
1357	ENSMUSG00000026288	chr1	+	87715276	87715037	87713289
1358	ENSMUSG00000026288	chr1	+	87715276	87715260	87715093
1360	ENSMUSG00000032336	chr9	+	58650508	58650496	58643684
1361	ENSMUSG00000032336	chr9	+	58650508	58650496	58643802
1362	ENSMUSG00000040812	chr2	+	90783575	90783560	90783376
1363	ENSMUSG00000040812	chr2	+	90784061	90783985	90783673
1364	ENSMUSG00000026203	chr1	+	75239279	75239107	75237564
1365	ENSMUSG00000003068	chr10	+	80126232	80126032	80125568
1366	ENSMUSG00000003068	chr10	+	80127957	80127903	80127102
1367	ENSMUSG00000004018	chr11	+	26468815	26468800	26468717
1368	ENSMUSG00000004018	chr11	+	26470876	26470806	26469768
1369	ENSMUSG00000054226	chr6	+	85915152	85915148	85914528
1370	ENSMUSG00000054226	chr6	+	85927258	85927240	85924522
1371	ENSMUSG00000061689	chr2	+	156748331	156748022	156746196
1372	ENSMUSG00000025764	chr3	+	41593802	41593766	41591840
1373	ENSMUSG00000026814	chr2	+	32678455	32678383	32677961
1375	ENSMUSG00000067242	chr19	+	38300716	38300707	38298000
1377	ENSMUSG00000035960	chr14	+	50926524	50926455	50926353
1393	ENSMUSG00000026820	chr2	+	32400402	32400389	32400108
1394	ENSMUSG00000089815	chr13	+	44124653	44124635	44124576
1399	ENSMUSG00000033257	chr1	+	74680353	74678897	74673010
1400	ENSMUSG00000090210	chr3	+	96656443	96656440	96656293
1403	ENSMUSG00000020758	chr11	+	115989721	115989718	115989019
1407	ENSMUSG00000020898	chr11	+	69022392	69022376	69021193
1408	ENSMUSG00000020898	chr11	+	69031413	69031410	69031189
1409	ENSMUSG00000020898	chr11	+	69031413	69031410	69031313
1410	ENSMUSG00000020788	chr11	+	72980492	72980438	72980345
1416	ENSMUSG00000026111	chr1	+	37431296	37431292	37430337
1421	ENSMUSG00000030180	chr6	+	120438986	120438984	120432223
1422	ENSMUSG00000005677	chr1	+	171217316	171217313	171217221
1424	ENSMUSG00000019817	chr10	+	13116709	13116695	13105893
1425	ENSMUSG00000019817	chr10	+	13116709	13116695	13112550
1426	ENSMUSG00000019817	chr10	+	13116709	13116695	13114220
1428	ENSMUSG00000001376	chr6	+	3602659	3601367	3600317
1432	ENSMUSG00000044005	chr10	+	128200172	128200143	128199758
1436	ENSMUSG00000021144	chr12	+	113131362	113131315	113131000
1439	ENSMUSG00000021504	chr13	+	55604119	55604019	55600192
1440	ENSMUSG00000026883	chr2	+	35719918	35719852	35718938
1441	ENSMUSG00000004947	chr5	+	136028501	136028498	136026607
1448	ENSMUSG00000020859	chr11	+	94092814	94092811	94092427
1450	ENSMUSG00000026227	chr1	+	86048590	86048587	86046572
1452	ENSMUSG00000010358	chr11	+	101457415	101457189	101456664
1454	ENSMUSG00000070327	chr11	+	119467229	119467226	119466426
1456	ENSMUSG00000060206	chr4	+	55016816	55016813	55014847
1457	ENSMUSG00000060206	chr4	+	55016996	55016813	55014847
1458	ENSMUSG00000060206	chr4	+	55016996	55016816	55014847
1461	ENSMUSG00000041420	chr7	+	16179001	16178950	16178795
1462	ENSMUSG00000041420	chr7	+	16182319	16182287	16182152
1464	ENSMUSG00000034573	chr5	+	103523569	103523566	103517569
1470	ENSMUSG00000038775	chr9	+	119070622	119070556	119070349
1474	ENSMUSG00000028358	chr4	+	63118548	63118545	63115440
1482	ENSMUSG00000021932	chr14	+	62348561	62348520	62346642
1483	ENSMUSG00000034949	chr10	+	81243649	81242769	81242174
1484	ENSMUSG00000019802	chr10	+	42812667	42812664	42812495
1485	ENSMUSG00000102367	chr1	+	133327209	133327134	133324048
1486	ENSMUSG00000025967	chr1	+	63178438	63178422	63177876
1487	ENSMUSG00000025967	chr1	+	63178438	63178022	63177876
1490	ENSMUSG00000025647	chr9	+	109051366	109051363	109041026
1491	ENSMUSG00000025647	chr9	+	109056286	109055977	109051453
1492	ENSMUSG00000026173	chr1	+	74562054	74562020	74560493
1493	ENSMUSG00000026173	chr1	+	74562054	74562020	74561937
1499	ENSMUSG00000027763	chr3	+	60615724	60615619	60613520
1500	ENSMUSG00000027763	chr3	+	60615724	60615619	60614736
1501	ENSMUSG00000037003	chr15	+	102112428	102112407	102112293
1502	ENSMUSG00000038349	chr1	+	55702024	55701929	55698219
1503	ENSMUSG00000024422	chr17	+	35887423	35887398	35886242
1504	ENSMUSG00000041769	chr7	+	138873000	138872873	138846704
1505	ENSMUSG00000041769	chr7	+	138873000	138872873	138847083
1506	ENSMUSG00000041769	chr7	+	138873000	138872873	138868507
1507	ENSMUSG00000041769	chr7	+	138873000	138872873	138869855
1508	ENSMUSG00000041769	chr7	+	138873000	138872873	138870502
1510	ENSMUSG00000052525	chr17	+	71588585	71588582	71578393
1512	ENSMUSG00000026848	chr2	+	30955777	30955767	30954008
1513	ENSMUSG00000026848	chr2	+	30955777	30955767	30954017
1517	ENSMUSG00000020893	chr11	+	69101734	69101674	69101572
1519	ENSMUSG00000031889	chr8	+	105249418	105249328	105248786
1520	ENSMUSG00000030663	chr7	+	116103210	116103194	116102004
1521	ENSMUSG00000019872	chr10	+	57800915	57800910	57794784
1522	ENSMUSG00000019872	chr10	+	57800915	57800910	57794849
1531	ENSMUSG00000001416	chr3	+	88300928	88300799	88299403
1532	ENSMUSG00000001416	chr3	+	88313241	88313090	88311822
1533	ENSMUSG00000041870	chr5	+	114797854	114797852	114796915
1534	ENSMUSG00000041870	chr5	+	114798520	114798517	114797914
1535	ENSMUSG00000037270	chr3	+	36936991	36936988	36931135
1536	ENSMUSG00000037270	chr3	+	37026230	37026089	37022474
1537	ENSMUSG00000037270	chr3	+	37026230	37026089	37023032
1538	ENSMUSG00000069601	chr10	+	69932408	69932393	69927818
1539	ENSMUSG00000069601	chr10	+	69932408	69932393	69929458
1540	ENSMUSG00000069601	chr10	+	70002510	70001922	69999498
1541	ENSMUSG00000069601	chr10	+	70015570	70015567	70004991
1546	ENSMUSG00000048960	chr1	+	11265993	11265968	11265745
1549	ENSMUSG00000032363	chr9	+	90193024	90192898	90192594
1550	ENSMUSG00000055817	chr17	+	83762913	83762910	83755676
1551	ENSMUSG00000055817	chr17	+	83788920	83788917	83784335
1555	ENSMUSG00000023904	chr17	+	23674546	23674534	23674068
1560	ENSMUSG00000062647	chr2	+	26912365	26912292	26912159
1562	ENSMUSG00000022255	chr15	+	34117879	34114023	34099585
1563	ENSMUSG00000019888	chr10	+	102370332	102370288	102350984
1564	ENSMUSG00000025404	chr10	+	127492589	127492568	127487875
1565	ENSMUSG00000025404	chr10	+	127498757	127498368	127497259
1567	ENSMUSG00000040370	chr6	+	145215183	145214521	145211476
1568	ENSMUSG00000040370	chr6	+	145215183	145214521	145211252
1575	ENSMUSG00000021666	chr13	+	97145652	97145646	97143092
1576	ENSMUSG00000025010	chr19	+	40845080	40845044	40844959
1580	ENSMUSG00000060679	chr1	+	42899440	42899352	42898608
1581	ENSMUSG00000027012	chr2	+	71227826	71227750	71219418
1582	ENSMUSG00000027012	chr2	+	71262650	71262647	71260947
1583	ENSMUSG00000086629	chrX	+	108836265	108836228	108835004
1585	ENSMUSG00000052613	chr10	+	74290970	74290966	74230380
1588	ENSMUSG00000026207	chr1	+	75384038	75384033	75383179
1589	ENSMUSG00000026207	chr1	+	75387800	75387797	75385164
1591	ENSMUSG00000056234	chr14	+	32174392	32174389	32173490
1592	ENSMUSG00000028248	chr4	+	21860877	21860819	21859307
1595	ENSMUSG00000043843	chr7	+	25307616	25307447	25307355
1600	ENSMUSG00000041064	chr9	+	65591719	65591686	65590054
1605	ENSMUSG00000026150	chr1	+	82735418	82735415	82729436
1606	ENSMUSG00000026150	chr1	+	82735418	82735415	82731282
1608	ENSMUSG00000003531	chr16	+	18070090	18070081	18069524
1609	ENSMUSG00000023051	chr15	+	102521137	102521120	102519291
1610	ENSMUSG00000023051	chr15	+	102521137	102521120	102520577
1612	ENSMUSG00000021134	chr12	+	80947310	80947115	80946720
1613	ENSMUSG00000021134	chr12	+	80949719	80949716	80949604
1615	ENSMUSG00000022721	chr16	+	18251548	18251358	18251001
1622	ENSMUSG00000026456	chr1	+	134408403	134407816	134407703
1624	ENSMUSG00000043065	chr16	+	44357759	44357743	44356192
1630	ENSMUSG00000030727	chr7	+	126444819	126444522	126444429
1633	ENSMUSG00000029075	chr4	+	156015385	156015299	156015009
1635	ENSMUSG00000022416	chr15	+	80389740	80389701	80389439
1636	ENSMUSG00000022416	chr15	+	80390824	80390743	80389848
1637	ENSMUSG00000022416	chr15	+	80390864	80390743	80389848
1638	ENSMUSG00000022416	chr15	+	80390864	80390824	80389848
1639	ENSMUSG00000097749	chr7	+	98179324	98179297	98178533
1640	ENSMUSG00000034729	chr17	+	47372575	47372572	47372491
1641	ENSMUSG00000034729	chr17	+	47374972	47372575	47372491
1649	ENSMUSG00000038178	chr11	+	75560898	75560820	75532788
1650	ENSMUSG00000038178	chr11	+	75560898	75560820	75545830
1651	ENSMUSG00000041483	chr1	+	136625271	136625267	136625051
1652	ENSMUSG00000097391	chr12	+	109748128	109748124	109743851
1653	ENSMUSG00000097391	chr12	+	109748128	109748124	109743847
1654	ENSMUSG00000034343	chr1	+	91254262	91254259	91250853
1655	ENSMUSG00000034343	chr1	+	91254259	91254214	91253827
1656	ENSMUSG00000034343	chr1	+	91254262	91254214	91253827
