	GeneID	chr	strand	SeStart	SeEnd	upstreamEnd	DownstreamStart
5506	ENSMUSG00000052917	chr16	+	56089383	56089464	56082408	56097339
5507	ENSMUSG00000052917	chr16	+	56089383	56089464	56082408	56123778
5508	ENSMUSG00000052917	chr16	+	56097339	56097431	56082408	56123778
5509	ENSMUSG00000052917	chr16	+	56097339	56097431	56089464	56123778
5510	ENSMUSG00000052917	chr16	+	56111605	56111803	56097431	56123778
5511	ENSMUSG00000052917	chr16	+	56111605	56111803	56097431	56138984
5512	ENSMUSG00000052917	chr16	+	56123778	56123970	56097431	56138984
5513	ENSMUSG00000052917	chr16	+	56123778	56123970	56097431	56151273
5514	ENSMUSG00000052917	chr16	+	56123778	56123970	56111803	56138984
5515	ENSMUSG00000052917	chr16	+	56138984	56139100	56097431	56151273
5516	ENSMUSG00000052917	chr16	+	56138984	56139100	56123970	56151273
5517	ENSMUSG00000052917	chr16	+	56158467	56158614	56155375	56162374
5518	ENSMUSG00000052917	chr16	+	56179497	56179622	56179049	56180525
5519	ENSMUSG00000052917	chr16	+	56184760	56184829	56184190	56186058
5520	ENSMUSG00000052917	chr16	+	56185998	56186058	56184829	56188234
5521	ENSMUSG00000052917	chr16	+	56186058	56186209	56184829	56188234
5522	ENSMUSG00000052917	chr16	+	56187469	56187570	56186209	56188234
5534	ENSMUSG00000043592	chr17	+	48463576	48463644	48463463	48464441
5547	ENSMUSG00000055447	chr16	+	49869017	49869080	49868112	49884164
5548	ENSMUSG00000055447	chr16	+	49906780	49906812	49898132	49910868
5559	ENSMUSG00000025875	chr13	+	54793194	54793365	54789681	54795052
5560	ENSMUSG00000025875	chr13	+	54793263	54793365	54789681	54795052
5561	ENSMUSG00000025875	chr13	+	54795052	54795178	54793365	54795410
5562	ENSMUSG00000025875	chr13	+	54795965	54796082	54795458	54796156
5563	ENSMUSG00000061544	chr17	+	21734620	21734739	21733958	21736057
5581	ENSMUSG00000022665	chr16	+	45094871	45096757	45094425	45104379
5586	ENSMUSG00000004846	chr5	+	136989597	136989695	136989189	136989896
5594	ENSMUSG00000071550	chr16	+	44414597	44415077	44413812	44415897
5595	ENSMUSG00000071550	chr16	+	44429816	44429962	44422490	44431931
5596	ENSMUSG00000071550	chr16	+	44435438	44435569	44433806	44437126
5597	ENSMUSG00000071550	chr16	+	44438996	44439171	44437323	44449029
5598	ENSMUSG00000071550	chr16	+	44460146	44460342	44455665	44468371
5599	ENSMUSG00000071550	chr16	+	44473810	44473927	44470863	44475182
5600	ENSMUSG00000071550	chr16	+	44475182	44475384	44470863	44478904
5601	ENSMUSG00000034135	chr9	+	46123216	46123333	46013130	46127009
5602	ENSMUSG00000034135	chr9	+	46155378	46155540	46127073	46177871
5603	ENSMUSG00000034135	chr9	+	46194819	46194930	46194281	46195165
5604	ENSMUSG00000034135	chr9	+	46195165	46195309	46194930	46195792
5605	ENSMUSG00000034135	chr9	+	46201999	46202070	46198707	46207921
5606	ENSMUSG00000034135	chr9	+	46204205	46204349	46202070	46207921
5607	ENSMUSG00000032409	chr9	+	95866582	95866761	95865845	95867493
5608	ENSMUSG00000032409	chr9	+	95885341	95885472	95883208	95888099
5609	ENSMUSG00000032409	chr9	+	95890762	95890856	95888243	95893414
5610	ENSMUSG00000032409	chr9	+	95899036	95899150	95897742	95903662
5611	ENSMUSG00000032409	chr9	+	95905737	95905858	95903778	95907295
5612	ENSMUSG00000032409	chr9	+	95907295	95907433	95903778	95908249
5613	ENSMUSG00000032409	chr9	+	95922747	95922907	95921832	95927168
5614	ENSMUSG00000032409	chr9	+	95927168	95927348	95921832	95932329
5615	ENSMUSG00000032409	chr9	+	95935478	95935576	95932472	95936294
5617	ENSMUSG00000050875	chr18	+	59065834	59065885	59062562	59066909
5618	ENSMUSG00000050875	chr18	+	59065834	59065885	59062562	59072192
5619	ENSMUSG00000050875	chr18	+	59065834	59066989	59062562	59072192
5620	ENSMUSG00000050875	chr18	+	59066816	59066989	59065885	59072192
5621	ENSMUSG00000050875	chr18	+	59066909	59066989	59062562	59072192
5622	ENSMUSG00000050875	chr18	+	59066909	59066989	59065885	59072192
5623	ENSMUSG00000050875	chr18	+	59066928	59066989	59065885	59072192
5624	ENSMUSG00000050875	chr18	+	59072192	59072417	59065885	59075557
5625	ENSMUSG00000042942	chr18	+	10515193	10515391	10511463	10522087
5626	ENSMUSG00000042942	chr18	+	10523206	10523399	10515391	10529575
5627	ENSMUSG00000042942	chr18	+	10557239	10557440	10556027	10558785
5628	ENSMUSG00000042942	chr18	+	10557378	10557440	10556027	10558785
5634	ENSMUSG00000027642	chr2	+	157297381	157297558	157295388	157299540
5635	ENSMUSG00000027642	chr2	+	157310200	157310292	157302511	157314777
5636	ENSMUSG00000027642	chr2	+	157312476	157312591	157310292	157314777
5637	ENSMUSG00000027642	chr2	+	157314777	157314972	157312591	157316122
5638	ENSMUSG00000027642	chr2	+	157320120	157320196	157318042	157321742
5639	ENSMUSG00000027642	chr2	+	157323222	157323270	157321872	157325710
5640	ENSMUSG00000022793	chr16	+	38763068	38763129	38757866	38765914
5641	ENSMUSG00000022793	chr16	+	38763068	38763191	38757866	38765914
5661	ENSMUSG00000046961	chr16	+	37988517	37988613	37987592	37991999
5662	ENSMUSG00000046961	chr16	+	37991999	37992236	37987592	37997876
5663	ENSMUSG00000034158	chr16	+	37877048	37877177	37868980	37881253
5664	ENSMUSG00000034158	chr16	+	37878286	37878564	37877177	37881253
5672	ENSMUSG00000034243	chr16	+	36885010	36885188	36875263	36886130
5673	ENSMUSG00000034243	chr16	+	36885010	36885188	36875263	36886133
5674	ENSMUSG00000034243	chr16	+	36885010	36885188	36875263	36887238
5675	ENSMUSG00000034243	chr16	+	36885036	36885225	36875263	36886130
5676	ENSMUSG00000034243	chr16	+	36886130	36886228	36875263	36887238
5677	ENSMUSG00000034243	chr16	+	36886130	36886228	36885188	36887238
5678	ENSMUSG00000034243	chr16	+	36886133	36886228	36875263	36887238
5679	ENSMUSG00000034243	chr16	+	36886133	36886228	36885188	36887238
5680	ENSMUSG00000034243	chr16	+	36893315	36893438	36891492	36894830
5681	ENSMUSG00000034243	chr16	+	36900457	36900573	36898907	36904552
5682	ENSMUSG00000022837	chr16	+	36829003	36829073	36828492	36831828
5683	ENSMUSG00000022837	chr16	+	36831501	36831614	36829073	36831828
5684	ENSMUSG00000022837	chr16	+	36843358	36843458	36839963	36847480
5685	ENSMUSG00000022837	chr16	+	36847480	36847659	36843458	36856290
5686	ENSMUSG00000022837	chr16	+	36849626	36849736	36847659	36851184
5687	ENSMUSG00000022837	chr16	+	36849626	36849736	36847659	36856290
5688	ENSMUSG00000022837	chr16	+	36851184	36851294	36849736	36856290
5689	ENSMUSG00000022837	chr16	+	36858454	36858603	36856433	36867558
5715	ENSMUSG00000022840	chr16	+	35248800	35248950	35157235	35253140
5716	ENSMUSG00000022840	chr16	+	35290026	35290191	35289621	35291501
5717	ENSMUSG00000022840	chr16	+	35291501	35291677	35290191	35293961
5718	ENSMUSG00000022840	chr16	+	35293017	35293047	35291677	35293961
5719	ENSMUSG00000022840	chr16	+	35293961	35294094	35293047	35298346
5720	ENSMUSG00000022836	chr16	+	34894810	34894945	34880297	34899360
5734	ENSMUSG00000044976	chr9	+	74275935	74276040	74218772	74281667
5735	ENSMUSG00000032549	chr9	+	103140381	103140440	103112226	103160819
5736	ENSMUSG00000032549	chr9	+	103160819	103160873	103140440	103161063
5739	ENSMUSG00000022801	chr16	+	32985975	32986027	32981904	32986738
5740	ENSMUSG00000022801	chr16	+	32985975	32986027	32981904	32988430
5741	ENSMUSG00000022801	chr16	+	32986738	32986888	32981904	32988430
5742	ENSMUSG00000022801	chr16	+	32986738	32986888	32986027	32988430
5743	ENSMUSG00000022801	chr16	+	32990264	32990318	32988481	32993761
5744	ENSMUSG00000022801	chr16	+	32995805	32995913	32994996	32997381
5745	ENSMUSG00000022801	chr16	+	33009188	33009436	33005741	33012340
5746	ENSMUSG00000022791	chr16	+	32663738	32663919	32645108	32665885
5747	ENSMUSG00000022791	chr16	+	32663738	32663919	32645108	32668220
5748	ENSMUSG00000022791	chr16	+	32665885	32665956	32645108	32668220
5749	ENSMUSG00000022791	chr16	+	32665885	32665956	32645108	32669386
5750	ENSMUSG00000022791	chr16	+	32665885	32665956	32663919	32668220
5751	ENSMUSG00000022791	chr16	+	32668220	32668442	32665956	32669386
5752	ENSMUSG00000022791	chr16	+	32669386	32669539	32645108	32669952
5753	ENSMUSG00000022791	chr16	+	32669952	32670216	32669539	32670791
5754	ENSMUSG00000022791	chr16	+	32669952	32670230	32669539	32670791
5755	ENSMUSG00000022791	chr16	+	32678668	32678713	32677985	32679458
5756	ENSMUSG00000022791	chr16	+	32680899	32680995	32680807	32681151
5757	ENSMUSG00000087153	chr8	+	19692504	19692722	19691640	19693550
5758	ENSMUSG00000087153	chr8	+	19692504	19692722	19691640	19697503
5759	ENSMUSG00000087153	chr8	+	19693550	19693718	19691640	19697503
5760	ENSMUSG00000026781	chr2	+	23068879	23069065	23068286	23069450
5761	ENSMUSG00000026781	chr2	+	23075489	23075610	23069619	23078143
5762	ENSMUSG00000026781	chr2	+	23078143	23078216	23075610	23080338
5763	ENSMUSG00000026781	chr2	+	23089590	23089788	23087619	23090475
5764	ENSMUSG00000026781	chr2	+	23090475	23090582	23087619	23094288
5765	ENSMUSG00000026781	chr2	+	23090475	23090582	23087619	23099561
5766	ENSMUSG00000026781	chr2	+	23094288	23094517	23087619	23099561
5767	ENSMUSG00000026781	chr2	+	23094288	23094517	23090582	23099561
5768	ENSMUSG00000026781	chr2	+	23099561	23099764	23090582	23110244
5772	ENSMUSG00000005615	chr16	+	32470050	32470239	32467220	32471296
5775	ENSMUSG00000020770	chr11	+	116049313	116049444	116049161	116050036
5776	ENSMUSG00000020770	chr11	+	116050686	116050804	116050172	116051457
5777	ENSMUSG00000020770	chr11	+	116058242	116058424	116056379	116058988
5781	ENSMUSG00000079410	chr14	+	3055049	3055200	3049339	3066065
5782	ENSMUSG00000079410	chr14	+	3066065	3066228	3055200	3070095
5812	ENSMUSG00000038084	chr16	+	29588822	29588876	29588359	29589680
5813	ENSMUSG00000038084	chr16	+	29597585	29597696	29589748	29602211
5814	ENSMUSG00000038084	chr16	+	29608352	29608466	29607769	29610667
5815	ENSMUSG00000038084	chr16	+	29618121	29618287	29616691	29620380
5816	ENSMUSG00000038084	chr16	+	29618121	29618308	29616691	29620380
5826	ENSMUSG00000018347	chr11	+	65807964	65808064	65807261	65814364
5827	ENSMUSG00000018347	chr11	+	65821929	65822014	65816580	65828041
5828	ENSMUSG00000018347	chr11	+	65822824	65822938	65822014	65828041
5829	ENSMUSG00000035683	chr4	+	44306031	44306117	44303666	44306989
5830	ENSMUSG00000035683	chr4	+	44332879	44332966	44325739	44340625
5832	ENSMUSG00000021587	chr13	+	75096289	75096400	75093187	75097900
5833	ENSMUSG00000021587	chr13	+	75099276	75099353	75098047	75105950
5834	ENSMUSG00000021587	chr13	+	75112541	75112754	75110990	75115236
5835	ENSMUSG00000054843	chr19	+	57629084	57629168	57611643	57638451
5836	ENSMUSG00000054843	chr19	+	57630225	57630339	57629168	57638451
5837	ENSMUSG00000054843	chr19	+	57638451	57638580	57630339	57642419
5838	ENSMUSG00000054843	chr19	+	57673118	57673273	57657238	57682370
5839	ENSMUSG00000054843	chr19	+	57685503	57685712	57682455	57686658
5840	ENSMUSG00000054843	chr19	+	57714585	57714723	57707133	57731551
5841	ENSMUSG00000054843	chr19	+	57731551	57731645	57714723	57751629
5842	ENSMUSG00000054843	chr19	+	57740179	57740232	57731645	57751629
5843	ENSMUSG00000054843	chr19	+	57777883	57777945	57755618	57935596
5844	ENSMUSG00000054843	chr19	+	57797424	57797503	57777945	57935596
5845	ENSMUSG00000054843	chr19	+	57935596	57935704	57797503	58042327
5846	ENSMUSG00000054843	chr19	+	57935596	57935704	57797503	58131092
5847	ENSMUSG00000054843	chr19	+	58042327	58042442	57797503	58131092
5848	ENSMUSG00000054843	chr19	+	58042327	58042442	57935704	58131092
5855	ENSMUSG00000009112	chr6	+	120848455	120848616	120836357	120862854
5856	ENSMUSG00000009112	chr6	+	120862854	120862962	120848616	120865567
5857	ENSMUSG00000009112	chr6	+	120862854	120862962	120848616	120870765
5858	ENSMUSG00000009112	chr6	+	120865567	120865724	120848616	120870765
5859	ENSMUSG00000009112	chr6	+	120865567	120865724	120848616	120876202
5860	ENSMUSG00000009112	chr6	+	120865567	120865724	120862962	120870765
5861	ENSMUSG00000009112	chr6	+	120870765	120870835	120848616	120876202
5862	ENSMUSG00000009112	chr6	+	120870765	120870835	120865724	120876202
5863	ENSMUSG00000009112	chr6	+	120870765	120870835	120865724	120886677
5864	ENSMUSG00000009112	chr6	+	120876202	120876346	120865724	120886677
5865	ENSMUSG00000009112	chr6	+	120876202	120876346	120870835	120886677
5866	ENSMUSG00000047909	chr2	+	11785122	11785260	11784452	11786223
5867	ENSMUSG00000047909	chr2	+	11785169	11785260	11784452	11786223
5868	ENSMUSG00000047909	chr2	+	11787404	11787571	11786302	11789733
5887	ENSMUSG00000029592	chr5	+	114121031	114121152	114120612	114121523
5888	ENSMUSG00000004460	chr16	+	22862541	22862698	22858109	22865453
5889	ENSMUSG00000071655	chr19	+	8871858	8871912	8871756	8872007
5904	ENSMUSG00000022855	chr16	+	22011493	22011552	22009742	22014123
5905	ENSMUSG00000022855	chr16	+	22026638	22026739	22023808	22027968
5906	ENSMUSG00000022855	chr16	+	22027968	22028063	22026739	22028540
5907	ENSMUSG00000022855	chr16	+	22028540	22028592	22026739	22032103
5908	ENSMUSG00000022855	chr16	+	22032103	22032164	22028592	22036469
5909	ENSMUSG00000022855	chr16	+	22036469	22036646	22032164	22038536
5910	ENSMUSG00000022855	chr16	+	22044212	22044308	22043054	22046632
5913	ENSMUSG00000097290	chr16	+	21800714	21800836	21795975	21801280
5914	ENSMUSG00000097290	chr16	+	21800774	21800836	21795975	21801280
5915	ENSMUSG00000097290	chr16	+	21800774	21800836	21795975	21808677
5916	ENSMUSG00000097290	chr16	+	21801280	21801356	21795975	21808677
5917	ENSMUSG00000097290	chr16	+	21801280	21801356	21800836	21808677
5918	ENSMUSG00000016206	chr17	+	37270997	37271273	37270791	37272268
5934	ENSMUSG00000033653	chr16	+	21451355	21451361	21448403	21456228
5935	ENSMUSG00000033653	chr16	+	21495879	21495926	21478483	21500187
5936	ENSMUSG00000033653	chr16	+	21504397	21504487	21500410	21506769
5937	ENSMUSG00000033653	chr16	+	21531279	21531362	21527592	21533062
5938	ENSMUSG00000033653	chr16	+	21532282	21532367	21531362	21533062
5939	ENSMUSG00000033653	chr16	+	21540018	21540108	21533161	21543267
5940	ENSMUSG00000033653	chr16	+	21543267	21543314	21533161	21554074
5941	ENSMUSG00000033653	chr16	+	21545170	21545273	21543314	21554074
5942	ENSMUSG00000033653	chr16	+	21563129	21563233	21560240	21567968
5943	ENSMUSG00000033653	chr16	+	21568388	21568471	21568053	21574966
5944	ENSMUSG00000033653	chr16	+	21608167	21608221	21581698	21640678
5946	ENSMUSG00000021018	chr16	+	20718990	20719084	20718907	20720518
5947	ENSMUSG00000021018	chr16	+	20720518	20720602	20719084	20721909
5948	ENSMUSG00000034484	chr18	+	53194429	53194593	53189772	53197854
5949	ENSMUSG00000034484	chr18	+	53203040	53203119	53199898	53209587
5952	ENSMUSG00000022842	chr16	+	20617625	20617909	20611820	20618389
5953	ENSMUSG00000022842	chr16	+	20630351	20630438	20630047	20630780
5954	ENSMUSG00000022842	chr16	+	20630351	20630438	20630047	20631096
5955	ENSMUSG00000022842	chr16	+	20630780	20630910	20630047	20631096
5956	ENSMUSG00000022842	chr16	+	20630780	20630910	20630438	20631096
5957	ENSMUSG00000022842	chr16	+	20632531	20632656	20631312	20632747
5958	ENSMUSG00000022842	chr16	+	20632747	20632894	20631312	20633049
5959	ENSMUSG00000022842	chr16	+	20633049	20633115	20631312	20637660
5960	ENSMUSG00000022842	chr16	+	20642472	20642550	20642373	20643345
5961	ENSMUSG00000022842	chr16	+	20643345	20643449	20642373	20643622
5962	ENSMUSG00000022842	chr16	+	20643622	20643733	20643449	20643852
5963	ENSMUSG00000022842	chr16	+	20644067	20644258	20643920	20644340
5964	ENSMUSG00000022842	chr16	+	20644340	20644436	20644258	20646260
5970	ENSMUSG00000003235	chr16	+	20504644	20504790	20502842	20505198
5971	ENSMUSG00000003235	chr16	+	20506127	20506235	20505563	20506380
5979	ENSMUSG00000062901	chr16	+	20101991	20102054	20097671	20106662
5980	ENSMUSG00000062901	chr16	+	20114560	20114745	20107643	20115883
5981	ENSMUSG00000062901	chr16	+	20114560	20114745	20107643	20117867
5982	ENSMUSG00000062901	chr16	+	20115883	20116002	20107643	20117867
5983	ENSMUSG00000062901	chr16	+	20115883	20116002	20114745	20117867
5984	ENSMUSG00000062901	chr16	+	20117867	20118056	20107643	20122905
5985	ENSMUSG00000062901	chr16	+	20120109	20120298	20118056	20122905
5988	ENSMUSG00000022686	chr16	+	19764150	19764353	19760827	19765107
5989	ENSMUSG00000022686	chr16	+	19765107	19765214	19760827	19768743
5990	ENSMUSG00000022686	chr16	+	19765500	19765621	19765214	19768743
5991	ENSMUSG00000054720	chr5	+	105522629	105522751	105519630	105544199
5992	ENSMUSG00000054720	chr5	+	105544199	105544270	105519630	105579467
5993	ENSMUSG00000054720	chr5	+	105579467	105579609	105544270	105606498
6004	ENSMUSG00000022702	chr16	+	18895902	18895927	18894836	18896453
6005	ENSMUSG00000022702	chr16	+	18895902	18896046	18894836	18896453
6006	ENSMUSG00000022702	chr16	+	18897697	18897788	18896564	18899362
6007	ENSMUSG00000022702	chr16	+	18897697	18897788	18896773	18899362
6008	ENSMUSG00000022702	chr16	+	18910647	18910743	18899457	18912045
6009	ENSMUSG00000022702	chr16	+	18916439	18916607	18912206	18918975
6010	ENSMUSG00000022702	chr16	+	18925647	18925863	18922959	18927437
6011	ENSMUSG00000022702	chr16	+	18925647	18925863	18922959	18932867
6012	ENSMUSG00000022702	chr16	+	18927437	18927523	18922959	18932867
6013	ENSMUSG00000022702	chr16	+	18927437	18927523	18925863	18932867
6014	ENSMUSG00000022702	chr16	+	18947143	18947242	18946547	18947413
6015	ENSMUSG00000022702	chr16	+	18947413	18947518	18946547	18949135
6016	ENSMUSG00000022702	chr16	+	18951656	18951715	18951336	18952063
6023	ENSMUSG00000075704	chr16	+	18429810	18429876	18426559	18436560
6024	ENSMUSG00000075704	chr16	+	18436560	18436617	18429876	18437501
6025	ENSMUSG00000075704	chr16	+	18437501	18437646	18436617	18438318
6026	ENSMUSG00000075704	chr16	+	18440792	18440871	18429876	18443203
6027	ENSMUSG00000075704	chr16	+	18441747	18441810	18440871	18443203
6028	ENSMUSG00000075704	chr16	+	18456023	18456198	18443274	18468749
6029	ENSMUSG00000075704	chr16	+	18472793	18472886	18472249	18474681
6030	ENSMUSG00000075704	chr16	+	18474681	18474753	18472886	18475521
6031	ENSMUSG00000034730	chr15	+	74543507	74543702	74543362	74544276
6032	ENSMUSG00000034730	chr15	+	74563959	74564101	74550057	74569868
6033	ENSMUSG00000034730	chr15	+	74571412	74571515	74569972	74580564
6034	ENSMUSG00000034730	chr15	+	74572074	74572225	74571515	74572806
6035	ENSMUSG00000034730	chr15	+	74575838	74575924	74574168	74580564
6036	ENSMUSG00000034730	chr15	+	74575838	74575924	74574168	74580664
6037	ENSMUSG00000034730	chr15	+	74577394	74577493	74575924	74580564
6038	ENSMUSG00000034730	chr15	+	74577394	74577493	74575924	74580664
6039	ENSMUSG00000034730	chr15	+	74582891	74582987	74580736	74584377
6040	ENSMUSG00000034730	chr15	+	74584377	74584417	74582987	74586756
6041	ENSMUSG00000034730	chr15	+	74584377	74584432	74582987	74586756
6050	ENSMUSG00000000325	chr16	+	18389159	18389390	18352837	18396958
6051	ENSMUSG00000000325	chr16	+	18400780	18400798	18400253	18401566
6052	ENSMUSG00000000325	chr16	+	18404134	18404188	18403921	18404459
6053	ENSMUSG00000000325	chr16	+	18405101	18405221	18404545	18405606
6054	ENSMUSG00000032036	chr9	+	34495018	34495155	34489158	34510025
6055	ENSMUSG00000032036	chr9	+	34495018	34495155	34489158	34911783
6056	ENSMUSG00000032036	chr9	+	34904924	34905025	34489158	34911783
6057	ENSMUSG00000032036	chr9	+	34911783	34911861	34489158	34939111
6058	ENSMUSG00000032036	chr9	+	35013267	35013416	35007798	35015254
6059	ENSMUSG00000032036	chr9	+	35025110	35025146	35023652	35028331
6060	ENSMUSG00000032036	chr9	+	35028331	35028439	35023652	35029773
6076	ENSMUSG00000060126	chr14	+	75845616	75845690	75845456	75846202
6077	ENSMUSG00000060126	chr14	+	75846202	75846393	75845690	75846693
6078	ENSMUSG00000060126	chr14	+	75846693	75846799	75846393	75847243
6079	ENSMUSG00000060126	chr14	+	75847243	75847360	75846799	75848098
6080	ENSMUSG00000025025	chr19	+	53346450	53346480	53331483	53369541
6081	ENSMUSG00000022750	chr16	+	17771703	17771869	17764646	17784202
6082	ENSMUSG00000022750	chr16	+	17776401	17777120	17771869	17784202
6083	ENSMUSG00000022750	chr16	+	17784202	17784395	17771869	17789136
6084	ENSMUSG00000024073	chr17	+	74594321	74594453	74593249	74594869
6085	ENSMUSG00000024073	chr17	+	74594363	74594453	74593249	74594869
6086	ENSMUSG00000024073	chr17	+	74608096	74608284	74606135	74609058
6087	ENSMUSG00000024073	chr17	+	74615219	74615330	74614432	74618435
6088	ENSMUSG00000024073	chr17	+	74615219	74615357	74614432	74618435
6089	ENSMUSG00000024073	chr17	+	74619706	74619838	74618563	74622035
6090	ENSMUSG00000024073	chr17	+	74638342	74638470	74635896	74639779
6091	ENSMUSG00000024073	chr17	+	74660381	74660682	74659355	74662600
6092	ENSMUSG00000024073	chr17	+	74660381	74660682	74659355	74668758
6093	ENSMUSG00000024073	chr17	+	74662600	74662818	74659355	74668758
6094	ENSMUSG00000024073	chr17	+	74662600	74662818	74660682	74668758
6095	ENSMUSG00000024073	chr17	+	74686120	74686293	74677379	74689217
6121	ENSMUSG00000006498	chr10	+	79858951	79858981	79858824	79859071
6122	ENSMUSG00000006498	chr10	+	79859351	79859522	79859271	79859601
6123	ENSMUSG00000006498	chr10	+	79860116	79860194	79859955	79860823
6124	ENSMUSG00000006498	chr10	+	79862013	79862047	79860969	79862448
6125	ENSMUSG00000034216	chr2	+	119290120	119290294	119289130	119292697
6126	ENSMUSG00000034216	chr2	+	119290152	119290294	119289130	119292697
6127	ENSMUSG00000055692	chr16	+	17276961	17277039	17276887	17277193
6128	ENSMUSG00000055692	chr16	+	17276961	17277039	17276887	17277341
6129	ENSMUSG00000055692	chr16	+	17276961	17277039	17276887	17277527
6130	ENSMUSG00000055692	chr16	+	17276961	17277250	17276887	17277341
6131	ENSMUSG00000055692	chr16	+	17277193	17277250	17276887	17277341
6132	ENSMUSG00000055692	chr16	+	17277193	17277250	17276887	17277527
6133	ENSMUSG00000055692	chr16	+	17277193	17277250	17277039	17277341
6134	ENSMUSG00000055692	chr16	+	17277193	17277250	17277039	17277527
6135	ENSMUSG00000055692	chr16	+	17277341	17277401	17277250	17277527
6136	ENSMUSG00000055692	chr16	+	17277341	17277401	17276887	17277527
6137	ENSMUSG00000055692	chr16	+	17277341	17277401	17276887	17282814
6138	ENSMUSG00000055692	chr16	+	17277341	17277401	17277039	17277527
6139	ENSMUSG00000055692	chr16	+	17277668	17277741	17277592	17277850
6140	ENSMUSG00000022773	chr16	+	17074626	17074752	17070363	17077774
6141	ENSMUSG00000022773	chr16	+	17077192	17077402	17070363	17077774
6142	ENSMUSG00000022773	chr16	+	17077774	17078054	17070363	17081597
6143	ENSMUSG00000022773	chr16	+	17081597	17081641	17078054	17082067
6144	ENSMUSG00000026181	chr16	+	16903323	16903591	16896624	16910938
6145	ENSMUSG00000026181	chr16	+	16922462	16922556	16917803	16923639
6146	ENSMUSG00000022779	chr16	+	16875068	16875155	16870829	16877831
6147	ENSMUSG00000022779	chr16	+	16875068	16875155	16870898	16877831
6148	ENSMUSG00000022779	chr16	+	16875068	16875155	16871055	16877831
6149	ENSMUSG00000022779	chr16	+	16875071	16875155	16870829	16877831
6150	ENSMUSG00000022779	chr16	+	16875071	16875155	16871055	16877831
6151	ENSMUSG00000022779	chr16	+	16875071	16875155	16870898	16877831
6152	ENSMUSG00000022779	chr16	+	16879318	16879425	16879088	16880603
6153	ENSMUSG00000022779	chr16	+	16880603	16880678	16879425	16882500
6154	ENSMUSG00000022779	chr16	+	16882500	16882697	16880678	16883406
6155	ENSMUSG00000022779	chr16	+	16883406	16883563	16880678	16884238
6156	ENSMUSG00000022779	chr16	+	16884238	16884352	16880678	16885834
6157	ENSMUSG00000022779	chr16	+	16886604	16886759	16885925	16886879
6158	ENSMUSG00000022779	chr16	+	16887576	16887723	16886985	16887831
6159	ENSMUSG00000022779	chr16	+	16892115	16892151	16891556	16892414
6162	ENSMUSG00000026418	chr1	+	135782985	135783129	135781603	135783234
6163	ENSMUSG00000026418	chr1	+	135783234	135783430	135781603	135799972
6164	ENSMUSG00000026418	chr1	+	135783234	135783430	135781603	135802593
6165	ENSMUSG00000026418	chr1	+	135783234	135783430	135783129	135802593
6166	ENSMUSG00000026418	chr1	+	135799972	135800020	135781603	135802593
6167	ENSMUSG00000026418	chr1	+	135799972	135800020	135783430	135802593
6184	ENSMUSG00000041957	chr16	+	16260325	16260443	16247043	16261603
6193	ENSMUSG00000054003	chr12	+	112007511	112007576	112001824	112013265
6194	ENSMUSG00000054003	chr12	+	112013481	112013566	112013320	112014441
6195	ENSMUSG00000054003	chr12	+	112027094	112027148	112026297	112031187
6196	ENSMUSG00000054003	chr12	+	112034581	112034682	112032786	112036353
6216	ENSMUSG00000022682	chr16	+	13784072	13784129	13782098	13788777
6217	ENSMUSG00000022682	chr16	+	13789532	13789592	13789089	13790620
6218	ENSMUSG00000022682	chr16	+	13790620	13790684	13784129	13791919
6219	ENSMUSG00000022682	chr16	+	13791919	13791989	13790684	13792947
6220	ENSMUSG00000022682	chr16	+	13792947	13793046	13791989	13795984
6221	ENSMUSG00000022682	chr16	+	13804948	13805079	13800016	13806558
6222	ENSMUSG00000022682	chr16	+	13811521	13811609	13810656	13813089
6223	ENSMUSG00000022701	chr16	+	43892152	43892191	43890038	43898089
6224	ENSMUSG00000022701	chr16	+	43892152	43892191	43890038	43905345
6225	ENSMUSG00000022701	chr16	+	43898089	43898231	43890038	43905345
6226	ENSMUSG00000022701	chr16	+	43898089	43898231	43892191	43905345
6227	ENSMUSG00000022701	chr16	+	43931193	43931384	43915603	43938913
6228	ENSMUSG00000022701	chr16	+	43938913	43939163	43931384	43944638
6229	ENSMUSG00000022701	chr16	+	43943503	43943964	43939163	43944638
6230	ENSMUSG00000022701	chr16	+	43944638	43944730	43931384	43946668
6231	ENSMUSG00000032688	chr18	+	65437821	65437988	65431398	65444831
6232	ENSMUSG00000032688	chr18	+	65472999	65473157	65470538	65475132
6249	ENSMUSG00000026810	chr2	+	32571205	32571295	32570912	32572296
6250	ENSMUSG00000026810	chr2	+	32572296	32572399	32571295	32572958
6251	ENSMUSG00000036299	chr18	+	75008650	75008826	75006114	75009277
6252	ENSMUSG00000054509	chr14	+	56587748	56587812	56585752	56588418
6267	ENSMUSG00000096959	chr16	+	11179634	11179771	11179512	11180132
6289	ENSMUSG00000025731	chr17	+	25875959	25876122	25875726	25876219
6290	ENSMUSG00000030877	chr7	+	120995379	120995534	120991910	120998900
6291	ENSMUSG00000030877	chr7	+	120995379	120995534	120991910	121000094
6292	ENSMUSG00000030877	chr7	+	120998900	120998984	120991910	121000094
6293	ENSMUSG00000030877	chr7	+	121000094	121000217	120991910	121014519
6305	ENSMUSG00000019849	chr10	+	45115062	45115254	45107877	45120642
