	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
1695	ENSMUSG00000021684	chr13	-	95085172	95085261	95086727	95086868	95083174	95090277
1700	ENSMUSG00000042167	chr13	-	93154924	93155061	93159644	93159688	93150775	93167925
1701	ENSMUSG00000042167	chr13	-	93159644	93159688	93167925	93168054	93155061	93168390
1714	ENSMUSG00000078958	chr13	-	90898640	90898858	90899493	90899555	90891020	90905197
1715	ENSMUSG00000078958	chr13	-	90898640	90898858	90899790	90899831	90891020	90905197
1719	ENSMUSG00000048410	chr18	-	84432359	84432434	84552869	84552984	84354691	84558326
1740	ENSMUSG00000021576	chr13	-	74311667	74311712	74316329	74316391	74309842	74317106
1744	ENSMUSG00000024858	chr19	-	4287557	4287985	4288411	4288507	4287466	4288591
1747	ENSMUSG00000027669	chr3	-	32589708	32589910	32589996	32590063	32587777	32591110
1748	ENSMUSG00000027669	chr3	-	32598125	32598164	32602044	32602140	32596383	32616438
1753	ENSMUSG00000019373	chr11	-	59830146	59830307	59832883	59832933	59828025	59833031
1754	ENSMUSG00000030839	chr7	-	46590606	46590773	46614617	46614776	46515704	46618695
1755	ENSMUSG00000030839	chr7	-	46614617	46614776	46618695	46618758	46590773	46621560
1764	ENSMUSG00000038212	chr13	-	65069643	65069741	65072004	65072117	65068005	65073555
1774	ENSMUSG00000022656	chr16	-	46454623	46454775	46458113	46458231	46438068	46458814
1775	ENSMUSG00000022656	chr16	-	46454623	46454775	46458113	46458231	46448968	46458814
1777	ENSMUSG00000020315	chr11	-	30159293	30159445	30219578	30219772	30154402	30267947
1778	ENSMUSG00000052539	chr3	-	104095064	104095184	104105730	104105847	104089668	104219644
1784	ENSMUSG00000041685	chr13	-	98784775	98784880	98789362	98789515	98777487	98789731
1802	ENSMUSG00000021552	chr13	-	58238648	58238712	58241653	58241755	58237057	58243801
1803	ENSMUSG00000023973	chr17	-	46743185	46743282	46747420	46747544	46737849	46751972
1804	ENSMUSG00000021508	chr13	-	56292460	56292574	56295825	56295931	56289807	56296109
1807	ENSMUSG00000039163	chr9	-	118075121	118075212	118115339	118115429	118065348	118150016
1808	ENSMUSG00000022100	chr14	-	70704663	70704757	70707286	70707433	70703389	70766511
1809	ENSMUSG00000033917	chr7	-	118695035	118695141	118698554	118698730	118694585	118705389
1810	ENSMUSG00000034789	chr13	-	55320926	55320994	55321101	55321180	55320844	55321389
1818	ENSMUSG00000034891	chr13	-	54762921	54762960	54765562	54765692	54762761	54766304
1819	ENSMUSG00000033565	chr15	-	77132716	77132941	77231386	77231437	77117067	77306363
1820	ENSMUSG00000051107	chr13	-	51687282	51687380	51691288	51691498	51686246	51700836
1821	ENSMUSG00000021448	chr13	-	51442689	51442985	51447889	51448048	51431281	51449226
1822	ENSMUSG00000022858	chr16	-	22248435	22248495	22249049	22249133	22247263	22250864
1826	ENSMUSG00000031328	chrX	-	74226860	74226976	74227197	74227335	74226334	74227490
1827	ENSMUSG00000031328	chrX	-	74229018	74229192	74229380	74229509	74228921	74229825
1828	ENSMUSG00000031328	chrX	-	74229380	74229509	74229825	74229966	74229192	74230055
1829	ENSMUSG00000031328	chrX	-	74230505	74230753	74232966	74232990	74230158	74233148
1830	ENSMUSG00000025085	chr19	-	57073854	57073902	57077413	57077497	57068937	57079812
1836	ENSMUSG00000064329	chr2	-	66287722	66287776	66293831	66293895	66286048	66296752
1837	ENSMUSG00000064329	chr2	-	66288873	66289155	66293831	66293895	66287776	66296752
1838	ENSMUSG00000064329	chr2	-	66293831	66293895	66296752	66296875	66289155	66299623
1840	ENSMUSG00000056515	chr17	-	65697990	65698062	65717481	65717563	65696377	65722007
1841	ENSMUSG00000004263	chr6	-	124749235	124749349	124749461	124749599	124747989	124749746
1842	ENSMUSG00000060166	chr16	-	18227354	18227446	18228313	18228471	18227188	18228634
1862	ENSMUSG00000022749	chr16	-	57186637	57186680	57189261	57189432	57184486	57191473
1863	ENSMUSG00000066595	chr1	-	191011535	191011646	191012138	191012242	191011293	191013363
1870	ENSMUSG00000022607	chr15	-	73221806	73221869	73229860	73229992	73216383	73231854
1871	ENSMUSG00000022607	chr15	-	73229860	73229992	73231854	73231992	73221869	73236151
1872	ENSMUSG00000022607	chr15	-	73231854	73231992	73236151	73236238	73229992	73242365
1873	ENSMUSG00000022607	chr15	-	73266101	73266202	73268808	73268893	73264329	73274486
1874	ENSMUSG00000022607	chr15	-	73325748	73325836	73330848	73331015	73321120	73343132
1875	ENSMUSG00000022607	chr15	-	73325748	73325836	73394647	73394744	73321120	73423008
1876	ENSMUSG00000022607	chr15	-	73330848	73331015	73343132	73343359	73325836	73365040
1877	ENSMUSG00000022607	chr15	-	73330848	73331015	73343132	73343359	73325836	73394647
1878	ENSMUSG00000022607	chr15	-	73330848	73331015	73365040	73365195	73325836	73394647
1879	ENSMUSG00000022607	chr15	-	73330848	73331015	73394647	73394744	73325836	73423008
1880	ENSMUSG00000022607	chr15	-	73343132	73343359	73365040	73365195	73325836	73394647
1881	ENSMUSG00000022607	chr15	-	73343132	73343359	73365040	73365195	73331015	73394647
1882	ENSMUSG00000022607	chr15	-	73343132	73343359	73394647	73394744	73331015	73423008
1883	ENSMUSG00000022607	chr15	-	73365040	73365195	73394647	73394744	73343359	73423008
1887	ENSMUSG00000021131	chr12	-	80637489	80637610	80640956	80641044	80634527	80643763
1888	ENSMUSG00000021493	chr13	-	55507863	55507880	55508207	55508326	55507624	55508779
1892	ENSMUSG00000025427	chr18	-	77475473	77475584	77484148	77484464	77468370	77565041
1893	ENSMUSG00000052302	chr10	-	121288879	121288985	121294588	121294757	121279210	121296691
1897	ENSMUSG00000037624	chr1	-	189242886	189243026	189295593	189295711	189210107	189339784
1898	ENSMUSG00000037624	chr1	-	189258737	189258898	189339784	189340095	189243026	189402112
1901	ENSMUSG00000040365	chr11	-	48808124	48808252	48808464	48808487	48807846	48809049
1902	ENSMUSG00000040365	chr11	-	48808464	48808487	48809049	48809280	48808252	48812299
1905	ENSMUSG00000022309	chr15	-	42438274	42438405	42459666	42459833	42427130	42468155
1906	ENSMUSG00000050663	chr10	-	114592051	114592206	114696010	114696137	114588540	114787941
1907	ENSMUSG00000028434	chr4	-	57084022	57084075	57088801	57088844	57078995	57103423
1910	ENSMUSG00000057766	chr18	-	12275705	12275804	12282302	12282401	12268548	12290716
1911	ENSMUSG00000057766	chr18	-	12282302	12282401	12290716	12290815	12279788	12295878
1912	ENSMUSG00000057766	chr18	-	12290716	12290815	12295878	12295989	12282401	12305610
1913	ENSMUSG00000019927	chr10	-	71258200	71258306	71259741	71259819	71256708	71262083
1914	ENSMUSG00000019927	chr10	-	71259741	71259819	71262083	71262115	71258306	71262198
1915	ENSMUSG00000057531	chr13	-	44923148	44923292	44930995	44931151	44922454	44953171
1916	ENSMUSG00000057531	chr13	-	44930995	44931151	44953171	44953194	44923292	44970045
1917	ENSMUSG00000057531	chr13	-	44953171	44953194	44982740	44982873	44931151	44986034
1918	ENSMUSG00000057531	chr13	-	44970045	44970178	44986034	44986095	44953194	44992018
1919	ENSMUSG00000057531	chr13	-	44982740	44982873	44986034	44986095	44970178	44992018
1920	ENSMUSG00000057531	chr13	-	44986034	44986095	44992018	44992069	44982873	44993684
1923	ENSMUSG00000089669	chr11	-	69684217	69684333	69684484	69684532	69683992	69684659
1924	ENSMUSG00000019763	chr10	-	4417152	4417192	4418555	4418631	4414643	4422081
1925	ENSMUSG00000019763	chr10	-	4418555	4418631	4422081	4422190	4417192	4427170
1926	ENSMUSG00000024227	chr17	-	58888007	58888165	58922568	58922747	58885902	58932417
1930	ENSMUSG00000020014	chr10	-	93035418	93035553	93037813	93037896	93034821	93038812
1931	ENSMUSG00000034354	chr11	-	4517740	4517907	4520831	4520914	4507686	4527835
1932	ENSMUSG00000048485	chr4	-	129428427	129428606	129432310	129433311	129427827	129440773
1933	ENSMUSG00000030272	chr6	-	113339506	113339581	113340291	113340423	113339423	113341867
1942	ENSMUSG00000038766	chr3	-	95208839	95208936	95216213	95216268	95206602	95217588
1943	ENSMUSG00000005981	chr16	-	4055796	4055870	4056329	4056439	4054909	4060756
1944	ENSMUSG00000005981	chr16	-	4055796	4055870	4060756	4060917	4054909	4062329
1945	ENSMUSG00000005981	chr16	-	4056329	4056439	4060756	4060917	4055870	4062329
1946	ENSMUSG00000005981	chr16	-	4056329	4056439	4062329	4062401	4055870	4065232
1947	ENSMUSG00000020717	chr11	-	106662001	106662024	106671741	106671798	106655162	106679548
1949	ENSMUSG00000024293	chr18	-	10588438	10588550	10593745	10595875	10586041	10596338
1950	ENSMUSG00000024293	chr18	-	10588438	10588550	10595675	10595875	10586041	10596338
1951	ENSMUSG00000024293	chr18	-	10588438	10588550	10595675	10595875	10586041	10610025
1952	ENSMUSG00000004530	chr5	-	113852170	113852300	113865638	113865761	113848631	113881957
1953	ENSMUSG00000004530	chr5	-	113865638	113865761	113881957	113882157	113852300	113908610
1954	ENSMUSG00000059602	chr10	-	86063961	86064049	86064795	86064930	86057662	86069025
1955	ENSMUSG00000059602	chr10	-	86064795	86064930	86069025	86069128	86064049	86073225
1956	ENSMUSG00000073805	chr7	-	134899145	134899217	134917642	134918804	134884591	134937711
1957	ENSMUSG00000055078	chr7	-	57421742	57421886	57452944	57453027	57418372	57488801
1958	ENSMUSG00000055078	chr7	-	57488801	57489022	57490739	57490861	57453027	57507978
1959	ENSMUSG00000055078	chr7	-	57489126	57489194	57490739	57490861	57489022	57507978
1960	ENSMUSG00000039128	chr2	-	5795548	5795686	5798360	5798489	5794880	5803946
1961	ENSMUSG00000021180	chr12	-	100619525	100619641	100654270	100654489	100616104	100678517
1962	ENSMUSG00000021180	chr12	-	100654270	100654489	100678517	100678589	100619641	100724780
1976	ENSMUSG00000020131	chr10	-	80323482	80323600	80323672	80323776	80323175	80323853
1977	ENSMUSG00000025199	chr19	-	44088674	44088777	44090932	44091127	44088039	44096223
1978	ENSMUSG00000025199	chr19	-	44090932	44091127	44096223	44096359	44088777	44096908
1981	ENSMUSG00000021991	chr14	-	28972215	28972278	28981156	28981201	28969228	28982311
1982	ENSMUSG00000021991	chr14	-	29073056	29073140	29097783	29097858	29064318	29103665
1983	ENSMUSG00000021991	chr14	-	29073056	29073140	29124665	29124683	29064318	29170503
1984	ENSMUSG00000021991	chr14	-	29293064	29293178	29333708	29333783	29183641	29346880
1985	ENSMUSG00000021991	chr14	-	29300736	29300826	29333708	29333783	29293178	29346880
1986	ENSMUSG00000021991	chr14	-	29347121	29347182	29351811	29351943	29347031	29396420
1987	ENSMUSG00000021991	chr14	-	29467896	29467956	29534480	29534597	29396583	29720871
1994	ENSMUSG00000002997	chr12	-	31962998	31963137	31963897	31963963	31960522	31965114
1995	ENSMUSG00000002997	chr12	-	31987879	31987963	31993730	31993783	31976025	32038621
1996	ENSMUSG00000002997	chr12	-	31993730	31993783	32038621	32038657	31987963	32060781
1997	ENSMUSG00000021687	chr13	-	94233081	94233180	94252992	94253070	94232180	94285219
1998	ENSMUSG00000021687	chr13	-	94233081	94233180	94252992	94253070	94232180	94285565
1999	ENSMUSG00000041272	chr4	-	6697409	6697796	6711457	6711538	6688970	6722137
2000	ENSMUSG00000041272	chr4	-	6822904	6823147	6842360	6842426	6741567	6990389
2001	ENSMUSG00000009470	chr13	-	98850107	98850183	98852854	98852950	98849254	98853399
2002	ENSMUSG00000029097	chr5	-	35566421	35566528	35568760	35568832	35565544	35569870
2005	ENSMUSG00000023764	chr11	-	3146161	3146292	3153431	3153498	3145322	3155398
2006	ENSMUSG00000023764	chr11	-	3146161	3146292	3153431	3153498	3145322	3156771
2007	ENSMUSG00000023764	chr11	-	3153431	3153498	3155398	3155496	3146292	3156771
2008	ENSMUSG00000023764	chr11	-	3155398	3155496	3156771	3156864	3146292	3157865
2009	ENSMUSG00000023764	chr11	-	3155398	3155496	3156771	3156864	3153498	3157865
2010	ENSMUSG00000023764	chr11	-	3164556	3164713	3170586	3170704	3153498	3177426
2011	ENSMUSG00000023764	chr11	-	3170586	3170704	3177426	3177521	3165678	3179396
2012	ENSMUSG00000023764	chr11	-	3170586	3170704	3177426	3177521	3165678	3186064
2013	ENSMUSG00000023764	chr11	-	3177426	3177521	3179396	3179507	3170704	3186064
2014	ENSMUSG00000020231	chr10	-	76276583	76276705	76278487	76278611	76276440	76279705
2015	ENSMUSG00000020231	chr10	-	76321489	76321606	76327701	76327773	76319586	76345106
2034	ENSMUSG00000032537	chr9	-	102066870	102067026	102194773	102195455	102041347	102223387
2035	ENSMUSG00000032537	chr9	-	102194773	102195455	102223387	102223452	102067026	102354281
2042	ENSMUSG00000053166	chr2	-	165146604	165146772	165157249	165157369	165143835	165170622
2043	ENSMUSG00000031683	chr8	-	78812975	78813080	78819986	78820085	78810060	78821047
2044	ENSMUSG00000053483	chr1	-	171283354	171283441	171283637	171283741	171283093	171283961
2046	ENSMUSG00000059142	chr17	-	22861505	22861561	22861731	22861852	22857376	22865246
2047	ENSMUSG00000039637	chr16	-	4635383	4635438	4638669	4638811	4635042	4655009
2048	ENSMUSG00000039637	chr16	-	4635383	4635460	4638669	4638811	4635042	4655009
2049	ENSMUSG00000037012	chr10	-	62284700	62284849	62286347	62286652	62284398	62290159
2050	ENSMUSG00000037012	chr10	-	62286347	62286652	62290159	62290393	62284849	62292313
2051	ENSMUSG00000037012	chr10	-	62304719	62304868	62315385	62315548	62299269	62340012
2052	ENSMUSG00000024972	chr19	-	7602042	7602081	7603008	7603128	7601272	7603968
2054	ENSMUSG00000014195	chr11	-	100591411	100591565	100592854	100592973	100591051	100596165
2057	ENSMUSG00000035354	chr7	-	99109062	99109097	99118187	99118305	99099473	99140833
2059	ENSMUSG00000063698	chr19	-	60855826	60855852	60857209	60857264	60854060	60857349
2060	ENSMUSG00000063698	chr19	-	60856932	60857127	60857209	60857264	60855852	60857349
2061	ENSMUSG00000030518	chr7	-	64786689	64786797	64819764	64819899	64776873	64856108
2062	ENSMUSG00000030518	chr7	-	64819764	64819899	64856108	64856219	64786797	64983380
2065	ENSMUSG00000025409	chr10	-	127283391	127283444	127283525	127283939	127283088	127284042
2068	ENSMUSG00000041298	chr5	-	148891628	148891755	148892509	148892668	148889013	148893682
2069	ENSMUSG00000039153	chr17	-	44639664	44639826	44658518	44658692	44610093	44717191
2070	ENSMUSG00000039153	chr17	-	44639664	44639826	44717191	44717296	44610093	44724744
2071	ENSMUSG00000052331	chr1	-	54792452	54792531	54828611	54828695	54778357	54926139
2075	ENSMUSG00000041762	chr2	-	73356597	73356702	73362424	73362635	73353753	73363931
2076	ENSMUSG00000041762	chr2	-	73367480	73367598	73368313	73368397	73364252	73369985
2080	ENSMUSG00000029190	chr5	-	36629656	36629791	36672747	36673242	36619730	36695854
2081	ENSMUSG00000027309	chr2	-	130710811	130710877	130712259	130712462	130710031	130712951
2082	ENSMUSG00000027309	chr2	-	130717260	130717347	130719839	130719975	130713503	130727147
2083	ENSMUSG00000027309	chr2	-	130719839	130719975	130727147	130727185	130717347	130730788
2084	ENSMUSG00000027309	chr2	-	130764452	130764540	130765687	130765738	130748788	130767609
2085	ENSMUSG00000027309	chr2	-	130820468	130820588	130822420	130822500	130814303	130839963
2091	ENSMUSG00000038248	chr10	-	43020981	43022918	43074592	43074688	43004414	43127778
2092	ENSMUSG00000038248	chr10	-	43020981	43022918	43127778	43127930	43004414	43157907
2093	ENSMUSG00000038248	chr10	-	43074592	43074688	43127778	43127930	43022918	43157907
2094	ENSMUSG00000026620	chr1	-	184928033	184928099	184929321	184929370	184925886	184943205
2095	ENSMUSG00000038302	chr10	-	42360164	42360247	42400340	42400399	42340252	42415548
2096	ENSMUSG00000038302	chr10	-	42438353	42438405	42454306	42454530	42426587	42478262
2097	ENSMUSG00000058420	chr7	-	118433832	118434452	118436822	118436971	118410044	118442347
2098	ENSMUSG00000025894	chr9	-	4303093	4303215	4308693	4308919	4302631	4309253
2099	ENSMUSG00000022964	chr16	-	91577973	91578031	91580201	91580294	91576158	91586941
2100	ENSMUSG00000022964	chr16	-	91581694	91581762	91583275	91583388	91580294	91586941
2101	ENSMUSG00000056692	chr17	-	27767910	27768239	27786070	27786268	27753995	27793908
2102	ENSMUSG00000056692	chr17	-	27768135	27768239	27786070	27786268	27753995	27793908
2103	ENSMUSG00000056692	chr17	-	27786070	27786268	27793908	27794063	27768239	27820176
2104	ENSMUSG00000087177	chr10	-	39632949	39633016	39640379	39640511	39622727	39731737
2105	ENSMUSG00000087177	chr10	-	39655839	39655929	39681472	39681549	39654688	39731737
2106	ENSMUSG00000087177	chr10	-	39655839	39655929	39681472	39681549	39654688	39722808
2107	ENSMUSG00000007097	chr1	-	172291192	172291396	172293326	172293386	172290724	172293571
2108	ENSMUSG00000007097	chr1	-	172293326	172293386	172293571	172293676	172291396	172297880
2109	ENSMUSG00000021357	chr13	-	30882248	30882373	30886188	30886314	30877613	30900784
2115	ENSMUSG00000036112	chr10	-	93862929	93863033	93865406	93865503	93862492	93870116
2116	ENSMUSG00000036112	chr10	-	93862929	93863033	93868866	93868961	93862492	93870116
2117	ENSMUSG00000036112	chr10	-	93865406	93865503	93868866	93868961	93862492	93870116
2118	ENSMUSG00000003974	chr5	-	9504724	9504899	9511457	9512524	9485841	9569918
2125	ENSMUSG00000043388	chr5	-	144750815	144750982	144755210	144755516	144748741	144761456
2131	ENSMUSG00000040596	chr1	-	166401865	166401964	166403497	166403624	166400165	166408398
2132	ENSMUSG00000021302	chr13	-	14055149	14055220	14057795	14057888	14054455	14063205
2133	ENSMUSG00000042834	chr18	-	33442815	33442893	33462020	33462087	33438839	33463377
2134	ENSMUSG00000042834	chr18	-	33462020	33462087	33463377	33463419	33442893	33463599
2135	ENSMUSG00000042834	chr18	-	33462020	33462087	33463377	33463419	33442893	33463852
2138	ENSMUSG00000031758	chr8	-	116579167	116579311	116583006	116583217	116575287	116589249
2144	ENSMUSG00000034570	chr11	-	3495346	3495451	3495559	3495637	3495166	3495784
2145	ENSMUSG00000027002	chr2	-	80502224	80502314	80506172	80506282	80501411	80506820
2146	ENSMUSG00000027002	chr2	-	80506172	80506282	80506820	80506937	80502314	80508711
2147	ENSMUSG00000027002	chr2	-	80524537	80524677	80525558	80525678	80523507	80528534
2148	ENSMUSG00000027002	chr2	-	80525558	80525678	80528534	80528667	80524677	80530157
2149	ENSMUSG00000027002	chr2	-	80540509	80540606	80541462	80541519	80540225	80544989
2150	ENSMUSG00000027002	chr2	-	80547900	80547949	80548829	80548967	80545146	80553136
2151	ENSMUSG00000027002	chr2	-	80548829	80548967	80553136	80553227	80547949	80553306
2152	ENSMUSG00000021028	chr12	-	56337763	56337829	56340200	56340297	56337455	56340384
2154	ENSMUSG00000019210	chr6	-	120797876	120797964	120801042	120801137	120795764	120803307
2158	ENSMUSG00000034958	chr10	-	81219154	81219213	81224423	81224551	81214943	81230491
2161	ENSMUSG00000003746	chr10	-	53977022	53977117	54014414	54014495	53935012	54025713
2162	ENSMUSG00000048402	chr1	-	118866571	118866757	119002039	119002206	118855637	119053301
2163	ENSMUSG00000048402	chr1	-	118867978	118868181	118890295	118890401	118866757	119002039
2170	ENSMUSG00000001663	chr10	-	75786794	75786971	75794076	75794227	75784233	75797042
2171	ENSMUSG00000001663	chr10	-	75794076	75794227	75797042	75797130	75786971	75797679
2172	ENSMUSG00000001663	chr10	-	75794076	75794227	75797042	75797130	75786971	75798384
2176	ENSMUSG00000040797	chr6	-	121378959	121379909	121379994	121380044	121376531	121381648
2177	ENSMUSG00000044328	chr11	-	77512652	77512694	77512896	77512965	77509726	77513159
2178	ENSMUSG00000003778	chr18	-	34614447	34614570	34614747	34614797	34613296	34616664
2179	ENSMUSG00000003778	chr18	-	34614747	34614797	34616664	34616734	34614570	34623454
2180	ENSMUSG00000003778	chr18	-	34616664	34616734	34623454	34623551	34614797	34624537
2184	ENSMUSG00000017491	chr14	-	16508933	16509075	16548413	16548562	16443838	16574857
2185	ENSMUSG00000062866	chr10	-	13255309	13255321	13257576	13257816	13253879	13261765
2186	ENSMUSG00000062866	chr10	-	13255309	13255321	13261765	13261924	13253879	13266972
2187	ENSMUSG00000062866	chr10	-	13255309	13255321	13257576	13257816	13253879	13291794
2188	ENSMUSG00000062866	chr10	-	13255309	13255321	13261765	13261924	13253879	13291794
2189	ENSMUSG00000062866	chr10	-	13255309	13255321	13266972	13267053	13253879	13291794
2190	ENSMUSG00000062866	chr10	-	13257576	13257816	13261765	13261924	13253879	13291794
2191	ENSMUSG00000062866	chr10	-	13257576	13257816	13266972	13267053	13253879	13291794
2192	ENSMUSG00000062866	chr10	-	13261765	13261924	13266972	13267053	13253879	13291794
2205	ENSMUSG00000032834	chr10	-	78182945	78183040	78184057	78184170	78182722	78185070
2216	ENSMUSG00000026611	chr1	-	187117262	187117469	187140372	187140496	187112626	187174374
2217	ENSMUSG00000026611	chr1	-	187117262	187117469	187174374	187174478	187112626	187183219
2220	ENSMUSG00000020740	chr11	-	115591262	115591366	115591629	115591753	115590967	115592431
2221	ENSMUSG00000020740	chr11	-	115591629	115591753	115592431	115592530	115591366	115594705
2222	ENSMUSG00000020740	chr11	-	115592431	115592530	115594705	115594781	115591753	115594908
2224	ENSMUSG00000002885	chr8	-	83730110	83730257	83731902	83732037	83729525	83733413
2227	ENSMUSG00000020329	chr10	-	79737456	79737509	79737599	79737713	79737362	79737799
2228	ENSMUSG00000048445	chr11	-	120861137	120861269	120866554	120866676	120860626	120873585
2231	ENSMUSG00000071324	chr10	-	42000329	42000498	42008652	42008725	41993228	42011767
2232	ENSMUSG00000071324	chr10	-	42000329	42000498	42011767	42012023	41993228	42018192
2236	ENSMUSG00000028651	chr4	-	123137525	123137569	123138865	123138964	123136898	123139901
2237	ENSMUSG00000029020	chr4	-	147894562	147894698	147898463	147898642	147890276	147902927
2238	ENSMUSG00000029020	chr4	-	147898463	147898642	147902927	147903010	147894698	147903354
2239	ENSMUSG00000037499	chr1	-	191309918	191310022	191311459	191311520	191307089	191317918
2242	ENSMUSG00000018171	chr11	-	86602007	86602069	86607175	86607292	86586598	86611341
2243	ENSMUSG00000018171	chr11	-	86607175	86607292	86611341	86611422	86602069	86635174
2244	ENSMUSG00000018171	chr11	-	86611341	86611422	86635174	86635306	86607292	86643497
2245	ENSMUSG00000018171	chr11	-	86635174	86635306	86643497	86643665	86611422	86661122
2246	ENSMUSG00000018171	chr11	-	86643497	86643665	86661122	86661233	86635306	86663482
2247	ENSMUSG00000018171	chr11	-	86661122	86661233	86665776	86665878	86643665	86683739
2250	ENSMUSG00000032298	chr9	-	57144944	57145008	57145097	57145217	57144737	57146600
2251	ENSMUSG00000014550	chr6	-	92207044	92207185	92211587	92211901	92202670	92214710
2253	ENSMUSG00000105103	chr3	-	116645365	116645480	116647781	116647909	116641928	116648518
2254	ENSMUSG00000028107	chr3	-	95746534	95746697	95747438	95747656	95746170	95748041
2255	ENSMUSG00000028107	chr3	-	95750866	95750984	95751505	95751630	95750765	95753006
2258	ENSMUSG00000052298	chr11	-	54720242	54720357	54723573	54723675	54719724	54740237
2259	ENSMUSG00000052298	chr11	-	54723573	54723675	54740237	54740550	54720357	54756405
2260	ENSMUSG00000052298	chr11	-	54740237	54740550	54756405	54756559	54723675	54787559
2261	ENSMUSG00000027709	chr3	-	35974073	35974290	35976660	35976844	35972564	35978922
2270	ENSMUSG00000040548	chr11	-	106519881	106520014	106529261	106529361	106513712	106533870
2271	ENSMUSG00000062906	chr15	-	89126629	89126706	89126868	89126995	89126437	89127149
2272	ENSMUSG00000062906	chr15	-	89126640	89126706	89126868	89126995	89126437	89127149
2273	ENSMUSG00000062906	chr15	-	89126868	89126995	89127149	89127218	89126706	89127385
2275	ENSMUSG00000000416	chr6	-	18423830	18423981	18426035	18426135	18421017	18427438
2277	ENSMUSG00000020451	chr11	-	3361020	3361108	3361782	3361825	3360586	3370968
2279	ENSMUSG00000051736	chr10	-	39120225	39120396	39122176	39122335	39119034	39132246
2280	ENSMUSG00000051736	chr10	-	39120257	39120396	39122176	39122335	39119034	39132246
2281	ENSMUSG00000051736	chr10	-	39120257	39120396	39122176	39122332	39119034	39132246
2282	ENSMUSG00000036225	chr18	-	14973979	14974285	15007695	15007874	14969695	15061767
2283	ENSMUSG00000000753	chr11	-	75414920	75415124	75416229	75416428	75414049	75417908
2284	ENSMUSG00000003410	chr9	-	22024673	22024712	22026172	22026398	22018854	22026507
2285	ENSMUSG00000050043	chr2	-	84673253	84673319	84673499	84673606	84673153	84675404
2286	ENSMUSG00000050043	chr2	-	84673499	84673606	84675404	84675481	84673153	84676096
2287	ENSMUSG00000050043	chr2	-	84673499	84673606	84675404	84675481	84673319	84676096
2288	ENSMUSG00000037098	chr17	-	26024374	26024466	26036588	26036682	26016155	26067581
2290	ENSMUSG00000052833	chr7	-	16330612	16330682	16336693	16336838	16327929	16359035
2291	ENSMUSG00000052833	chr7	-	16336693	16336838	16359035	16359141	16330682	16366806
2292	ENSMUSG00000052833	chr7	-	16368508	16368651	16370286	16370460	16366906	16378364
2293	ENSMUSG00000052833	chr7	-	16370286	16370460	16378364	16378476	16368651	16387640
2294	ENSMUSG00000024944	chr19	-	6135978	6136059	6137477	6137640	6134801	6137729
2300	ENSMUSG00000040265	chr1	-	162019827	162019992	162045385	162045397	162011927	162084032
2301	ENSMUSG00000040265	chr1	-	162355359	162355509	162407334	162407408	162353723	162477662
2302	ENSMUSG00000029674	chr5	-	134661792	134661858	134662102	134662157	134660003	134664184
2303	ENSMUSG00000029674	chr5	-	134661792	134661858	134662102	134662162	134660003	134664184
2304	ENSMUSG00000029674	chr5	-	134662102	134662162	134664184	134664316	134661858	134665206
2305	ENSMUSG00000029674	chr5	-	134664184	134664316	134665206	134665293	134662162	134665829
2306	ENSMUSG00000029674	chr5	-	134665206	134665293	134665829	134666013	134664316	134668913
2307	ENSMUSG00000006288	chr14	-	50773276	50773333	50775290	50775382	50772620	50777261
2308	ENSMUSG00000006288	chr14	-	50773276	50773333	50777261	50777412	50772620	50777756
2311	ENSMUSG00000049106	chr12	-	80348319	80348447	80364003	80364070	80340276	80376517
2312	ENSMUSG00000049106	chr12	-	80364003	80364070	80376517	80376731	80348447	80397652
2321	ENSMUSG00000024397	chr17	-	35171413	35171576	35171762	35171804	35171193	35172127
2323	ENSMUSG00000056124	chr18	-	20689220	20689343	20706404	20706529	20689036	20720028
2324	ENSMUSG00000056124	chr18	-	20692391	20692579	20700738	20700855	20689343	20706404
2325	ENSMUSG00000056124	chr18	-	20720028	20720142	20727961	20728078	20706529	20745352
2326	ENSMUSG00000060924	chr8	-	16009303	16009492	16023738	16023948	16002692	16028674
2327	ENSMUSG00000060924	chr8	-	16271521	16271634	16288643	16288747	16234181	16346570
2328	ENSMUSG00000019699	chr1	-	177050037	177050252	177059333	177059462	177043862	177067210
2329	ENSMUSG00000019699	chr1	-	177059333	177059462	177067210	177067333	177050252	177078773
2330	ENSMUSG00000019699	chr1	-	177067210	177067333	177078773	177078842	177059462	177080200
2331	ENSMUSG00000019699	chr1	-	177096966	177097098	177130970	177131096	177080266	177248675
2332	ENSMUSG00000019699	chr1	-	177102961	177103106	177109626	177109738	177097098	177130970
2333	ENSMUSG00000019699	chr1	-	177109626	177109738	177130970	177131096	177103106	177248675
2334	ENSMUSG00000019699	chr1	-	177130970	177131096	177248675	177248881	177109738	177258145
2338	ENSMUSG00000047712	chr10	-	8298055	8298209	8330067	8330223	8248186	8390887
2339	ENSMUSG00000047712	chr10	-	8307407	8307487	8330067	8330223	8298209	8390887
2340	ENSMUSG00000047712	chr10	-	8307407	8307487	8390887	8390931	8298209	8518149
2341	ENSMUSG00000047712	chr10	-	8330067	8330223	8390887	8390931	8307487	8518149
