	GeneID	chr	strand	shortSplice	longSplice	shareSplice
928	ENSMUSG00000037224	chr5	-	34236140	34236158	34243172
929	ENSMUSG00000019877	chr10	-	57523987	57524098	57524319
930	ENSMUSG00000052331	chr1	-	54735059	54735113	54736229
931	ENSMUSG00000041762	chr2	-	73367509	73367598	73368313
944	ENSMUSG00000038776	chr1	-	180994045	180994087	180994627
945	ENSMUSG00000037275	chr11	-	58122375	58122378	58124931
946	ENSMUSG00000037275	chr11	-	58137763	58137766	58139018
949	ENSMUSG00000027597	chr2	-	155067362	155067398	155068827
950	ENSMUSG00000010025	chr11	-	61253752	61253790	61256738
951	ENSMUSG00000028664	chr4	-	136672507	136672510	136673262
952	ENSMUSG00000028664	chr4	-	136675530	136675533	136683919
953	ENSMUSG00000036112	chr10	-	93879573	93879636	93880072
954	ENSMUSG00000036112	chr10	-	93879573	93879642	93880072
955	ENSMUSG00000036112	chr10	-	93879573	93879672	93880072
956	ENSMUSG00000036112	chr10	-	93879636	93879642	93880072
957	ENSMUSG00000036112	chr10	-	93879636	93879672	93880072
958	ENSMUSG00000036112	chr10	-	93879642	93879672	93880072
959	ENSMUSG00000036112	chr10	-	93887098	93887101	93889537
966	ENSMUSG00000020919	chr11	-	100804998	100805026	100808395
967	ENSMUSG00000034570	chr11	-	3495166	3495261	3495346
969	ENSMUSG00000034928	chr13	-	54683216	54683219	54683594
970	ENSMUSG00000034928	chr13	-	54684086	54684089	54684337
971	ENSMUSG00000034928	chr13	-	54684086	54684150	54684337
972	ENSMUSG00000034928	chr13	-	54684089	54684150	54684337
974	ENSMUSG00000034958	chr10	-	81219213	81219232	81224423
983	ENSMUSG00000027944	chr3	-	89997565	89997574	89997737
984	ENSMUSG00000027944	chr3	-	89997565	89997574	89997801
985	ENSMUSG00000020230	chr10	-	76208583	76208673	76209337
986	ENSMUSG00000044328	chr11	-	77509273	77509367	77509597
987	ENSMUSG00000005378	chr5	-	135053638	135053722	135056027
989	ENSMUSG00000021189	chr12	-	101948045	101948048	101948274
992	ENSMUSG00000050994	chr10	-	10353060	10353063	10357866
993	ENSMUSG00000024006	chr17	-	29000141	29000144	29007710
998	ENSMUSG00000020740	chr11	-	115586420	115586485	115586995
999	ENSMUSG00000048796	chr3	-	108200162	108200270	108200759
1002	ENSMUSG00000020329	chr10	-	79738410	79738450	79738681
1003	ENSMUSG00000020329	chr10	-	79738210	79738804	79739142
1006	ENSMUSG00000016181	chr1	-	193113980	193114002	193114604
1008	ENSMUSG00000029020	chr4	-	147887313	147887348	147887414
1009	ENSMUSG00000028600	chr4	-	108022637	108023412	108025515
1010	ENSMUSG00000048922	chr14	-	67693751	67693754	67694964
1014	ENSMUSG00000028107	chr3	-	95742146	95742223	95742315
1015	ENSMUSG00000028107	chr3	-	95748554	95748633	95750338
1016	ENSMUSG00000028107	chr3	-	95750984	95751027	95751505
1017	ENSMUSG00000027709	chr3	-	35964464	35964480	35968423
1024	ENSMUSG00000062906	chr15	-	89124253	89124428	89124531
1025	ENSMUSG00000062906	chr15	-	89124253	89124588	89124712
1028	ENSMUSG00000051736	chr10	-	39122332	39122335	39132246
1029	ENSMUSG00000060373	chr14	-	52084391	52084416	52103888
1030	ENSMUSG00000000753	chr11	-	75414044	75414049	75414920
1031	ENSMUSG00000001098	chr5	-	114369027	114369030	114370058
1036	ENSMUSG00000024944	chr19	-	6136059	6137640	6137729
1039	ENSMUSG00000029674	chr5	-	134662157	134662162	134664184
1042	ENSMUSG00000022146	chr15	-	6824649	6824652	6827088
1044	ENSMUSG00000042520	chr3	-	90002473	90002476	90003244
1046	ENSMUSG00000024397	chr17	-	35171804	35171939	35172127
1049	ENSMUSG00000041406	chr1	-	163955452	163955456	163956827
1050	ENSMUSG00000021917	chr14	-	31000760	31000764	31000843
1051	ENSMUSG00000034312	chr6	-	90661025	90662955	90664021
1052	ENSMUSG00000033416	chr10	-	75509704	75509833	75510031
1057	ENSMUSG00000036473	chr17	-	24183848	24183852	24184380
1058	ENSMUSG00000036473	chr17	-	24183848	24183852	24185203
1059	ENSMUSG00000036473	chr17	-	24186201	24186287	24189943
1060	ENSMUSG00000022771	chr16	-	17087115	17087213	17088744
1068	ENSMUSG00000062963	chr1	-	171289594	171289947	171290148
1069	ENSMUSG00000062729	chr1	-	171279574	171279593	171279868
1070	ENSMUSG00000062729	chr1	-	171279574	171280001	171280139
1071	ENSMUSG00000062729	chr1	-	171280255	171280288	171280387
1072	ENSMUSG00000062729	chr1	-	171280001	171280522	171280673
1076	ENSMUSG00000022899	chr16	-	36761653	36761712	36761822
1080	ENSMUSG00000025158	chr11	-	120782548	120783160	120783267
1081	ENSMUSG00000020659	chr12	-	31492176	31492179	31494581
1082	ENSMUSG00000020659	chr12	-	31492176	31492179	31494590
1083	ENSMUSG00000020235	chr10	-	81368596	81368756	81369073
1084	ENSMUSG00000055313	chr13	-	21428362	21428378	21433390
1085	ENSMUSG00000023015	chr15	-	99634295	99634350	99636131
1086	ENSMUSG00000023015	chr15	-	99639805	99639819	99642882
1087	ENSMUSG00000023015	chr15	-	99642967	99642971	99643392
1088	ENSMUSG00000018570	chr11	-	69899810	69899926	69900302
1090	ENSMUSG00000009551	chr2	-	32733039	32733042	32737499
1094	ENSMUSG00000029103	chr5	-	35097689	35098273	35099156
1095	ENSMUSG00000022822	chr16	-	20392807	20392927	20396014
1099	ENSMUSG00000023991	chr17	-	47875688	47875724	47875839
1100	ENSMUSG00000023991	chr17	-	47878494	47878497	47878606
1101	ENSMUSG00000023991	chr17	-	47880343	47880349	47880769
1106	ENSMUSG00000027931	chr3	-	90457015	90457077	90457320
1107	ENSMUSG00000027931	chr3	-	90459397	90459495	90459932
1110	ENSMUSG00000020918	chr11	-	100708982	100708985	100709075
1112	ENSMUSG00000001248	chr7	-	31142575	31142654	31142803
1122	ENSMUSG00000035835	chr10	-	79866878	79867030	79867171
1125	ENSMUSG00000053519	chr11	-	33645627	33645815	33651539
1126	ENSMUSG00000037138	chr1	-	38252678	38252681	38269709
1129	ENSMUSG00000053754	chr14	-	52212719	52212743	52212823
1130	ENSMUSG00000026594	chr1	-	156907718	156907778	156939351
1131	ENSMUSG00000026601	chr1	-	156392789	156392879	156395431
1132	ENSMUSG00000052760	chr1	-	85723181	85723387	85725120
1133	ENSMUSG00000052760	chr1	-	85726502	85726615	85736471
1134	ENSMUSG00000026466	chr1	-	156018259	156018530	156022299
1137	ENSMUSG00000014850	chr13	-	92235728	92235731	92249826
1138	ENSMUSG00000014850	chr13	-	92235728	92235731	92256694
1139	ENSMUSG00000014850	chr13	-	92235728	92235731	92263720
1140	ENSMUSG00000014850	chr13	-	92351360	92351451	92353224
1142	ENSMUSG00000075376	chr2	-	37389774	37389890	37398243
1143	ENSMUSG00000037989	chr13	-	49042866	49042884	49044373
1144	ENSMUSG00000037989	chr13	-	49057697	49057700	49060350
1145	ENSMUSG00000037989	chr13	-	49078214	49078250	49078670
1148	ENSMUSG00000054302	chr12	-	54692083	54692095	54692774
1149	ENSMUSG00000042699	chr1	-	153469736	153469741	153471619
1150	ENSMUSG00000042699	chr1	-	153478978	153478981	153481131
1154	ENSMUSG00000022617	chr15	-	89427399	89427427	89427560
1155	ENSMUSG00000022617	chr15	-	89428193	89428229	89428410
1156	ENSMUSG00000022617	chr15	-	89428544	89428578	89428713
1159	ENSMUSG00000026565	chr1	-	165875976	165876048	165876976
1162	ENSMUSG00000034799	chr8	-	71637810	71637927	71639216
1164	ENSMUSG00000057789	chr17	-	27022872	27022877	27025792
1165	ENSMUSG00000004040	chr11	-	100889540	100889590	100889885
1166	ENSMUSG00000004040	chr11	-	100908011	100908089	100908659
1167	ENSMUSG00000025735	chr17	-	25835353	25835377	25835469
1168	ENSMUSG00000026153	chr1	-	24029940	24030528	24030741
1169	ENSMUSG00000026153	chr1	-	24029940	24030528	24032662
1171	ENSMUSG00000021936	chr14	-	33387292	33387296	33388799
1172	ENSMUSG00000021936	chr14	-	33388826	33388982	33392941
1173	ENSMUSG00000036304	chr16	-	43971557	43971566	43973467
1174	ENSMUSG00000093460	chr17	-	85614692	85614727	85615593
1175	ENSMUSG00000015966	chr14	-	30002414	30003046	30003560
1179	ENSMUSG00000039480	chr10	-	34398195	34398198	34399737
1181	ENSMUSG00000079657	chr17	-	24530120	24530443	24530642
1186	ENSMUSG00000025572	chr11	-	117770786	117770802	117772672
1191	ENSMUSG00000020964	chr12	-	91814004	91814693	91814973
1199	ENSMUSG00000039477	chr5	-	142774045	142774048	142775208
1201	ENSMUSG00000070390	chr11	-	71172235	71172395	71172958
1202	ENSMUSG00000020268	chr11	-	54848660	54849396	54850344
1203	ENSMUSG00000020268	chr11	-	54850412	54850415	54853226
1204	ENSMUSG00000055322	chr1	-	73920596	73920599	73920957
1205	ENSMUSG00000055322	chr1	-	73995372	73995381	73997048
1208	ENSMUSG00000024955	chr19	-	6914195	6914292	6920062
1214	ENSMUSG00000029500	chr5	-	110265642	110265645	110265739
1217	ENSMUSG00000020263	chr10	-	83621750	83621753	83624618
1221	ENSMUSG00000003680	chr19	-	8785174	8785178	8786044
1222	ENSMUSG00000009292	chr10	-	77930654	77930657	77932134
1223	ENSMUSG00000009292	chr10	-	77969294	77969299	77970401
1228	ENSMUSG00000036570	chr7	-	31054370	31054434	31054764
1229	ENSMUSG00000036570	chr7	-	31054370	31054434	31055550
1232	ENSMUSG00000063142	chr14	-	23425740	23425749	23435949
1233	ENSMUSG00000063142	chr14	-	23442079	23442091	23451598
1234	ENSMUSG00000026632	chr1	-	191049359	191049362	191052859
1235	ENSMUSG00000026632	chr1	-	191049359	191049362	191054855
1236	ENSMUSG00000037174	chr3	-	51265006	51265042	51266752
1237	ENSMUSG00000015087	chr2	-	25598192	25598197	25601350
1238	ENSMUSG00000033061	chr1	-	75274210	75274263	75274396
1239	ENSMUSG00000025993	chr1	-	45925327	45925365	45926423
1240	ENSMUSG00000025993	chr1	-	45925327	45925408	45926423
1244	ENSMUSG00000042302	chr11	-	22146625	22146700	22151066
1245	ENSMUSG00000027104	chr2	-	73880379	73880381	73892474
1247	ENSMUSG00000021338	chr13	-	24019710	24019713	24020046
1264	ENSMUSG00000020805	chr11	-	72262040	72262151	72266463
1266	ENSMUSG00000057363	chr1	-	43790550	43790644	43797244
1267	ENSMUSG00000057363	chr1	-	43805674	43805689	43807349
1272	ENSMUSG00000019578	chr17	-	56069775	56070985	56072400
1273	ENSMUSG00000020752	chr11	-	115928144	115928486	115930676
1274	ENSMUSG00000018593	chr11	-	55407273	55407276	55409927
1275	ENSMUSG00000018593	chr11	-	55407273	55407279	55409927
1276	ENSMUSG00000018593	chr11	-	55407276	55407279	55409927
1277	ENSMUSG00000028944	chr5	-	24889185	24889188	24908322
1278	ENSMUSG00000028944	chr5	-	24889185	24889188	24947423
1279	ENSMUSG00000040865	chr1	-	63093440	63093531	63093639
1280	ENSMUSG00000017417	chr11	-	97954828	97954869	97955400
1281	ENSMUSG00000017417	chr11	-	97956566	97956587	97978502
1287	ENSMUSG00000037370	chr10	-	24651396	24651399	24652834
1288	ENSMUSG00000037370	chr10	-	24664601	24664627	24664910
1289	ENSMUSG00000026082	chr1	-	38074443	38075023	38079289
1290	ENSMUSG00000026082	chr1	-	38079395	38079398	38083703
1291	ENSMUSG00000020232	chr10	-	81347508	81347562	81347985
1292	ENSMUSG00000050132	chr11	-	78483536	78483656	78487222
1293	ENSMUSG00000015869	chr11	-	116479824	116479839	116485868
1295	ENSMUSG00000060771	chr1	-	37841308	37841352	37842454
1296	ENSMUSG00000034801	chr12	-	69618180	69618183	69627216
1298	ENSMUSG00000020400	chr11	-	54911497	54911571	54915496
1302	ENSMUSG00000022565	chr15	-	76185485	76185489	76185604
1303	ENSMUSG00000002346	chr8	-	70188949	70189577	70190062
1304	ENSMUSG00000020866	chr11	-	94416655	94416704	94416840
1305	ENSMUSG00000020866	chr11	-	94459826	94459877	94461892
1306	ENSMUSG00000016763	chr15	-	83608297	83608309	83608723
1315	ENSMUSG00000024018	chr17	-	29705320	29705323	29705488
1316	ENSMUSG00000028099	chr3	-	96716747	96716805	96719233
1317	ENSMUSG00000020687	chr11	-	104526166	104526184	104526862
1318	ENSMUSG00000030533	chr7	-	80329131	80329162	80329505
1319	ENSMUSG00000030533	chr7	-	80339707	80339712	80340068
1326	ENSMUSG00000039795	chr3	-	10341145	10341149	10344800
1327	ENSMUSG00000039795	chr3	-	10347204	10347411	10348509
1328	ENSMUSG00000039795	chr3	-	10347204	10347411	10351168
1329	ENSMUSG00000030761	chr7	-	98065781	98065895	98066340
1333	ENSMUSG00000026670	chr1	-	170148043	170148046	170149270
1336	ENSMUSG00000030979	chr7	-	133690593	133691166	133697668
1337	ENSMUSG00000000384	chr11	-	6619063	6619110	6619555
1338	ENSMUSG00000020150	chr10	-	80259050	80259098	80259176
1340	ENSMUSG00000024962	chr19	-	6985495	6985596	6985804
1342	ENSMUSG00000004631	chr6	-	4677197	4677233	4678066
1344	ENSMUSG00000021376	chr13	-	47041579	47041595	47043126
1345	ENSMUSG00000020526	chr11	-	84913302	84913436	84914210
1346	ENSMUSG00000020526	chr11	-	84914285	84914383	84916098
1347	ENSMUSG00000020083	chr10	-	62110012	62110031	62110235
1348	ENSMUSG00000037474	chr1	-	191568404	191568411	191568494
1359	ENSMUSG00000038671	chr2	-	181364096	181364195	181364310
1374	ENSMUSG00000022992	chr15	-	98529025	98529029	98529289
1376	ENSMUSG00000021327	chr13	-	21396574	21396577	21402391
1378	ENSMUSG00000015790	chr2	-	26913658	26913690	26913912
1379	ENSMUSG00000015790	chr2	-	26915514	26915532	26915595
1380	ENSMUSG00000015790	chr2	-	26915729	26915749	26915954
1381	ENSMUSG00000015790	chr2	-	26915729	26915769	26915954
1382	ENSMUSG00000015790	chr2	-	26915729	26915784	26915954
1383	ENSMUSG00000015790	chr2	-	26915749	26915769	26915954
1384	ENSMUSG00000015790	chr2	-	26915749	26915784	26915954
1385	ENSMUSG00000015790	chr2	-	26915769	26915784	26915954
1386	ENSMUSG00000015790	chr2	-	26915769	26915784	26916256
1387	ENSMUSG00000029454	chr5	-	121534430	121534445	121535853
1388	ENSMUSG00000040140	chr17	-	43622254	43622257	43624106
1389	ENSMUSG00000097348	chr10	-	92135075	92135079	92135700
1390	ENSMUSG00000097348	chr10	-	92135075	92135095	92135700
1391	ENSMUSG00000097348	chr10	-	92135079	92135095	92135700
1392	ENSMUSG00000097348	chr10	-	92135805	92135809	92136556
1395	ENSMUSG00000026365	chr1	-	140088840	140088888	140098869
1396	ENSMUSG00000026365	chr1	-	140108940	140108943	140112432
1397	ENSMUSG00000026365	chr1	-	140108940	140108943	140118586
1398	ENSMUSG00000025465	chr7	-	140110559	140110643	140111695
1401	ENSMUSG00000034586	chr11	-	115359808	115359811	115360321
1402	ENSMUSG00000025173	chr11	-	121335500	121335574	121336975
1404	ENSMUSG00000020929	chr11	-	102840081	102840118	102840263
1405	ENSMUSG00000020929	chr11	-	102868622	102868652	102869094
1406	ENSMUSG00000020929	chr11	-	102871182	102871185	102877609
1411	ENSMUSG00000010453	chr1	-	36365585	36365632	36367749
1412	ENSMUSG00000010453	chr1	-	36365585	36365652	36367749
1413	ENSMUSG00000010453	chr1	-	36365632	36365652	36367749
1414	ENSMUSG00000010453	chr1	-	36365585	36365652	36367768
1415	ENSMUSG00000010453	chr1	-	36365632	36365644	36367768
1417	ENSMUSG00000003813	chr8	-	84837590	84837593	84837688
1418	ENSMUSG00000003813	chr8	-	84837590	84837593	84838006
1419	ENSMUSG00000003813	chr8	-	84837590	84837593	84838468
1420	ENSMUSG00000066456	chr9	-	83110429	83111106	83112219
1423	ENSMUSG00000029722	chr5	-	137661489	137661492	137663435
1427	ENSMUSG00000041570	chr1	-	136274873	136274900	136276537
1429	ENSMUSG00000039607	chr9	-	117110115	117110118	117251726
1430	ENSMUSG00000039607	chr9	-	117110115	117110118	117352388
1431	ENSMUSG00000036955	chr10	-	62563351	62563508	62566036
1433	ENSMUSG00000022519	chr16	-	4493877	4493880	4496404
1434	ENSMUSG00000022519	chr16	-	4493877	4493880	4541679
1435	ENSMUSG00000025909	chr1	-	8677977	8677980	8679072
1437	ENSMUSG00000026888	chr2	-	64912853	64912875	64914715
1438	ENSMUSG00000031736	chr8	-	92346912	92346918	92350690
1442	ENSMUSG00000022159	chr14	-	52268956	52269000	52275442
1443	ENSMUSG00000026004	chr1	-	66773514	66773619	66777966
1444	ENSMUSG00000022881	chr16	-	23118063	23118064	23120908
1445	ENSMUSG00000026171	chr1	-	74595298	74595301	74595630
1446	ENSMUSG00000026171	chr1	-	74598792	74598845	74599065
1447	ENSMUSG00000029060	chr4	-	155655270	155655439	155655521
1449	ENSMUSG00000052949	chr11	-	116347918	116347967	116349333
1451	ENSMUSG00000006930	chr11	-	100351525	100351552	100351842
1453	ENSMUSG00000026116	chr1	-	36816247	36816262	36818657
1455	ENSMUSG00000056050	chr1	-	183338157	183338169	183338262
1459	ENSMUSG00000063077	chr4	-	149258003	149258081	149261159
1460	ENSMUSG00000063077	chr4	-	149258003	149258081	149262135
1463	ENSMUSG00000051985	chr1	-	135956787	135956893	135958938
1465	ENSMUSG00000019822	chr10	-	41488975	41489013	41489274
1466	ENSMUSG00000019822	chr10	-	41488975	41489024	41489274
1467	ENSMUSG00000019822	chr10	-	41489013	41489024	41489274
1468	ENSMUSG00000010609	chr1	-	180229484	180229487	180229841
1469	ENSMUSG00000026626	chr1	-	191359055	191359079	191362248
1471	ENSMUSG00000003099	chr7	-	17008712	17009058	17009874
1472	ENSMUSG00000029245	chr5	-	84142380	84142383	84150341
1473	ENSMUSG00000029245	chr5	-	84237554	84237556	84331227
1475	ENSMUSG00000026826	chr2	-	57108618	57108739	57109062
1476	ENSMUSG00000026826	chr2	-	57112263	57112441	57112950
1477	ENSMUSG00000026826	chr2	-	57113072	57113289	57114717
1478	ENSMUSG00000035266	chr5	-	100768455	100768699	100770397
1479	ENSMUSG00000025916	chr1	-	9976699	9976746	9978815
1480	ENSMUSG00000030177	chr6	-	120342069	120342077	120348387
1481	ENSMUSG00000030177	chr6	-	120350390	120350444	120354000
1488	ENSMUSG00000042182	chr1	-	33864574	33864743	33878259
1489	ENSMUSG00000021519	chr13	-	66928287	66928322	66929884
1494	ENSMUSG00000006219	chr4	-	141595913	141595948	141599847
1495	ENSMUSG00000006219	chr4	-	141595913	141595948	141599945
1496	ENSMUSG00000026608	chr1	-	188974198	188974204	188974286
1497	ENSMUSG00000042570	chr10	-	79548903	79548909	79549183
1498	ENSMUSG00000042570	chr10	-	79549679	79549853	79550315
1509	ENSMUSG00000030098	chr6	-	91772738	91773017	91773792
1511	ENSMUSG00000037443	chr4	-	134154390	134154396	134155676
1514	ENSMUSG00000021905	chr14	-	32084981	32085107	32085409
1515	ENSMUSG00000018362	chr11	-	106997314	106997335	106998112
1516	ENSMUSG00000025872	chr13	-	54466384	54466455	54467825
1518	ENSMUSG00000028744	chr4	-	139306608	139306690	139307728
1523	ENSMUSG00000041594	chr14	-	122933407	122933519	122941304
1524	ENSMUSG00000041594	chr14	-	122944838	122944860	122945507
1525	ENSMUSG00000041594	chr14	-	122950589	122950592	122963297
1526	ENSMUSG00000041594	chr14	-	122950589	122950592	122978073
1527	ENSMUSG00000055762	chr15	-	75901252	75901255	75902678
1528	ENSMUSG00000055762	chr15	-	75901252	75901255	75905885
1529	ENSMUSG00000055762	chr15	-	75901252	75901255	75909244
1530	ENSMUSG00000055762	chr15	-	75901252	75901255	75909459
1542	ENSMUSG00000054387	chr1	-	133004692	133004721	133009136
1543	ENSMUSG00000054387	chr1	-	133012711	133012714	133018776
1544	ENSMUSG00000040543	chr11	-	72074654	72075035	72092527
1545	ENSMUSG00000028464	chr4	-	43514861	43516003	43518229
1547	ENSMUSG00000009070	chr10	-	75031358	75031361	75032503
1548	ENSMUSG00000009070	chr10	-	75031358	75031361	75032523
1552	ENSMUSG00000010086	chr11	-	61450902	61451034	61451320
1553	ENSMUSG00000010086	chr11	-	61452913	61452947	61453427
1554	ENSMUSG00000010086	chr11	-	61452913	61452947	61453618
1556	ENSMUSG00000059975	chr7	-	29943540	29943545	29943631
1557	ENSMUSG00000059975	chr7	-	29943540	29943545	29951713
1558	ENSMUSG00000022973	chr16	-	90940493	90940496	90944354
1559	ENSMUSG00000022973	chr16	-	90974066	90974075	90976598
1561	ENSMUSG00000030583	chr7	-	29331541	29331544	29332224
1566	ENSMUSG00000003721	chr1	-	121307306	121307318	121312200
1569	ENSMUSG00000034212	chr1	-	92871745	92871748	92876534
1570	ENSMUSG00000024958	chr19	-	6940401	6940482	6941091
1571	ENSMUSG00000033909	chr11	-	118285834	118285999	118287666
1572	ENSMUSG00000030689	chr7	-	126857291	126857342	126857675
1573	ENSMUSG00000030689	chr7	-	126857342	126857787	126857873
1574	ENSMUSG00000030689	chr7	-	126857722	126857787	126857873
1577	ENSMUSG00000020865	chr11	-	94359940	94359943	94361171
1578	ENSMUSG00000055799	chr6	-	72633261	72633318	72634099
1579	ENSMUSG00000006010	chr1	-	150388619	150388657	150390235
1584	ENSMUSG00000033055	chr15	-	79058048	79058053	79061163
1586	ENSMUSG00000033124	chr1	-	75186938	75187186	75187684
1587	ENSMUSG00000055725	chr5	-	97099680	97099743	97103359
1590	ENSMUSG00000034278	chr2	-	119180564	119180680	119180925
1593	ENSMUSG00000026409	chr1	-	130702419	130702438	130705376
1594	ENSMUSG00000026409	chr1	-	130702419	130702438	130706425
1596	ENSMUSG00000027288	chr2	-	120545901	120545904	120555230
1597	ENSMUSG00000031232	chrX	-	105971026	105971479	105974184
1598	ENSMUSG00000033633	chr8	-	111071685	111071746	111071985
1599	ENSMUSG00000033633	chr8	-	111080931	111081050	111081502
1601	ENSMUSG00000040415	chr10	-	127193338	127193357	127193729
1602	ENSMUSG00000020692	chr11	-	82903133	82903197	82904089
1603	ENSMUSG00000040855	chrX	-	162514348	162514351	162518328
1604	ENSMUSG00000040855	chrX	-	162552666	162552669	162554796
1607	ENSMUSG00000032366	chr9	-	67023441	67024565	67031028
1611	ENSMUSG00000004393	chr11	-	6266917	6266971	6267417
1614	ENSMUSG00000057054	chr11	-	70695948	70696043	70700057
1616	ENSMUSG00000040225	chr1	-	162723281	162723287	162724703
1617	ENSMUSG00000038665	chr6	-	36915509	36915528	36916420
1618	ENSMUSG00000038665	chr6	-	37016678	37016749	37019915
1619	ENSMUSG00000041375	chr7	-	16284362	16284375	16284494
1620	ENSMUSG00000041375	chr7	-	16284362	16284413	16284494
1621	ENSMUSG00000041375	chr7	-	16284375	16284413	16284494
1623	ENSMUSG00000037020	chr7	-	30242877	30242935	30243042
1625	ENSMUSG00000022995	chr1	-	181921768	181922500	181923559
1626	ENSMUSG00000078580	chr7	-	127393111	127393114	127393289
1627	ENSMUSG00000018474	chr11	-	69355772	69355820	69356206
1628	ENSMUSG00000018474	chr11	-	69361224	69361242	69361384
1629	ENSMUSG00000018474	chr11	-	69361523	69361535	69361670
1631	ENSMUSG00000064065	chr10	-	6980283	6980286	6980490
1632	ENSMUSG00000064065	chr10	-	6980283	6980286	6996529
1634	ENSMUSG00000014602	chr1	-	93046770	93046858	93052423
1642	ENSMUSG00000034602	chr10	-	123031121	123031124	123032522
1643	ENSMUSG00000061474	chr13	-	100739195	100739201	100741167
1644	ENSMUSG00000061474	chr13	-	100739195	100739201	100743788
1645	ENSMUSG00000020368	chr11	-	50311780	50311784	50325492
1646	ENSMUSG00000040113	chr1	-	163704163	163704252	163717082
1647	ENSMUSG00000025939	chr1	-	16585352	16585431	16597950
1648	ENSMUSG00000025939	chr1	-	16585352	16585431	16602261
1658	ENSMUSG00000007035	chr17	-	35031756	35031766	35032340
1659	ENSMUSG00000007035	chr17	-	35031756	35031902	35032340
1660	ENSMUSG00000007035	chr17	-	35031766	35031902	35032340
1661	ENSMUSG00000007035	chr17	-	35039339	35039418	35041469
1664	ENSMUSG00000041225	chr18	-	6061972	6062250	6064340
1665	ENSMUSG00000024539	chr18	-	67675829	67675886	67677709
1667	ENSMUSG00000057897	chr11	-	5982758	5982761	5983667
1668	ENSMUSG00000057897	chr11	-	5982758	5982761	5987056
1669	ENSMUSG00000057897	chr11	-	5982758	5982761	5988100
1672	ENSMUSG00000008855	chr11	-	102195868	102195894	102195951
1673	ENSMUSG00000008855	chr11	-	102196672	102197436	102197665
1674	ENSMUSG00000008855	chr11	-	102218487	102218490	102218686
1675	ENSMUSG00000008855	chr11	-	102218487	102218490	102219144
1676	ENSMUSG00000008855	chr11	-	102218487	102218781	102219144
1677	ENSMUSG00000008855	chr11	-	102218490	102218781	102219144
1678	ENSMUSG00000008855	chr11	-	102218487	102218490	102221767
1679	ENSMUSG00000008855	chr11	-	102218487	102218490	102224733
1683	ENSMUSG00000022661	chr16	-	45394860	45394865	45396968
1684	ENSMUSG00000022661	chr16	-	45394860	45394865	45400221
1687	ENSMUSG00000033177	chr16	-	45683599	45683602	45684570
1691	ENSMUSG00000001827	chr7	-	101864094	101864106	101868397
1692	ENSMUSG00000001827	chr7	-	101868467	101868551	101868992
1693	ENSMUSG00000001827	chr7	-	101868467	101868551	101869156
1694	ENSMUSG00000001827	chr7	-	101868467	101868554	101869156
1695	ENSMUSG00000001827	chr7	-	101868551	101868554	101869156
1696	ENSMUSG00000001827	chr7	-	101868467	101868470	101869156
1697	ENSMUSG00000001827	chr7	-	101868470	101868551	101869156
1699	ENSMUSG00000026193	chr1	-	71597387	71597672	71598373
1700	ENSMUSG00000026193	chr1	-	71597387	71597747	71598373
1701	ENSMUSG00000026193	chr1	-	71597672	71597747	71598373
1705	ENSMUSG00000044551	chr14	-	70155953	70155956	70156160
1706	ENSMUSG00000027420	chr2	-	143841781	143841799	143845900
1707	ENSMUSG00000020923	chr11	-	102309908	102309909	102310190
1708	ENSMUSG00000061436	chr6	-	38721594	38721597	38729920
1709	ENSMUSG00000061436	chr6	-	38730995	38731076	38737357
1713	ENSMUSG00000063455	chr6	-	38136991	38136994	38139422
1714	ENSMUSG00000042961	chr15	-	7289945	7289950	7303924
1715	ENSMUSG00000027014	chr2	-	77932763	77932766	77936592
1716	ENSMUSG00000032570	chr9	-	105494482	105494597	105495366
1717	ENSMUSG00000022469	chr15	-	97748670	97749546	97749650
1718	ENSMUSG00000022469	chr15	-	97750154	97750187	97750259
1719	ENSMUSG00000022469	chr15	-	97750154	97750187	97750268
1720	ENSMUSG00000022469	chr15	-	97757761	97757814	97758016
1721	ENSMUSG00000006299	chr1	-	74284041	74284044	74284173
1723	ENSMUSG00000020614	chr11	-	109675952	109675977	109677153
1724	ENSMUSG00000020614	chr11	-	109675952	109675977	109677770
1725	ENSMUSG00000044072	chr11	-	29749348	29749421	29749804
1726	ENSMUSG00000020719	chr11	-	106782693	106784018	106784100
1730	ENSMUSG00000043059	chr5	-	31200383	31200386	31200651
1732	ENSMUSG00000049538	chr13	-	70841368	70841371	70841489
1733	ENSMUSG00000049538	chr13	-	70841368	70841371	70841501
1734	ENSMUSG00000073434	chr17	-	25854765	25855234	25855300
1737	ENSMUSG00000021546	chr13	-	58392416	58392476	58393195
1738	ENSMUSG00000021546	chr13	-	58393241	58393365	58393691
1739	ENSMUSG00000026939	chr2	-	25621167	25621173	25621374
1741	ENSMUSG00000030590	chr7	-	29153489	29154535	29154615
1742	ENSMUSG00000030590	chr7	-	29154531	29154535	29154615
1743	ENSMUSG00000001054	chr11	-	51624577	51624646	51625668
1752	ENSMUSG00000055850	chr6	-	72360949	72361013	72361116
1753	ENSMUSG00000055850	chr6	-	72360949	72361013	72361121
1754	ENSMUSG00000055850	chr6	-	72361191	72361226	72361411
1756	ENSMUSG00000025137	chr11	-	120613725	120613774	120614330
1758	ENSMUSG00000048490	chr16	-	76352546	76352549	76373769
