	GeneID	chr	strand	shortSplice	longSplice	shareSplice
873	ENSMUSG00000061207	chr17	-	34832012	34831997	34824848
876	ENSMUSG00000025909	chr1	-	8782782	8782762	8682029
879	ENSMUSG00000021824	chr14	-	21044814	21044652	21041090
882	ENSMUSG00000027889	chr3	-	108075530	108075248	108075121
883	ENSMUSG00000029060	chr4	-	155659122	155658893	155657959
885	ENSMUSG00000021139	chr12	-	81532715	81532364	81481002
886	ENSMUSG00000021139	chr12	-	81532715	81532364	81504639
887	ENSMUSG00000052921	chr11	-	68947235	68946983	68946643
888	ENSMUSG00000034818	chr10	-	81471308	81471305	81470757
889	ENSMUSG00000037280	chr15	-	100729306	100729302	100720235
890	ENSMUSG00000033557	chr1	-	156698730	156698726	156690648
895	ENSMUSG00000060002	chr10	-	88475425	88475332	88471460
896	ENSMUSG00000019822	chr10	-	41488432	41488428	41488309
897	ENSMUSG00000010609	chr1	-	180229385	180229380	180228961
900	ENSMUSG00000035266	chr5	-	100790138	100790125	100787082
903	ENSMUSG00000061411	chr2	-	153420549	153420531	153418145
905	ENSMUSG00000013698	chr1	-	172200473	172200407	172199266
906	ENSMUSG00000022962	chr16	-	91636506	91636502	91636162
910	ENSMUSG00000006219	chr4	-	141598113	141598082	141595948
911	ENSMUSG00000026608	chr1	-	188976610	188976370	188974471
914	ENSMUSG00000030098	chr6	-	91787208	91787183	91786553
919	ENSMUSG00000028744	chr4	-	139306442	139306438	139302554
920	ENSMUSG00000041594	chr14	-	122978167	122978073	122973285
930	ENSMUSG00000030226	chr6	-	138416473	138416414	138377325
931	ENSMUSG00000010086	chr11	-	61450977	61450827	61450705
936	ENSMUSG00000025997	chr1	-	69577858	69577780	69570660
937	ENSMUSG00000003721	chr1	-	121319628	121319596	121306963
938	ENSMUSG00000003721	chr1	-	121319628	121319596	121312325
939	ENSMUSG00000047638	chr10	-	89483383	89483371	89480627
944	ENSMUSG00000006010	chr1	-	150374794	150374778	150372199
947	ENSMUSG00000026200	chr1	-	75209055	75208686	75208379
956	ENSMUSG00000051331	chr6	-	118630398	118630224	118627570
957	ENSMUSG00000026701	chr1	-	161251021	161250756	161249469
960	ENSMUSG00000037376	chr2	-	132810205	132810086	132809953
961	ENSMUSG00000037965	chr16	-	11145241	11145179	11141771
962	ENSMUSG00000026409	chr1	-	130714465	130714455	130708201
963	ENSMUSG00000032046	chr2	-	150838314	150838310	150837434
969	ENSMUSG00000066151	chr4	-	62320988	62320958	62314425
970	ENSMUSG00000066151	chr4	-	62320988	62320958	62318998
971	ENSMUSG00000049755	chr11	-	58322599	58322568	58319590
972	ENSMUSG00000041846	chr12	-	101053467	101053428	101051662
974	ENSMUSG00000057054	chr11	-	70699948	70699919	70695948
975	ENSMUSG00000057054	chr11	-	70699987	70699919	70695948
976	ENSMUSG00000057054	chr11	-	70700057	70699919	70695948
977	ENSMUSG00000057054	chr11	-	70699987	70699948	70695948
978	ENSMUSG00000057054	chr11	-	70700057	70699948	70695948
979	ENSMUSG00000057054	chr11	-	70700057	70699987	70695948
980	ENSMUSG00000040225	chr1	-	162679499	162679484	162678228
981	ENSMUSG00000040225	chr1	-	162721444	162721429	162720606
982	ENSMUSG00000028670	chr4	-	135969600	135969427	135969317
985	ENSMUSG00000041375	chr7	-	16278356	16276726	16276295
986	ENSMUSG00000041375	chr7	-	16284270	16284224	16282850
987	ENSMUSG00000037020	chr7	-	30243042	30243033	30242877
988	ENSMUSG00000026239	chr1	-	86547528	86547435	86546782
989	ENSMUSG00000024055	chr17	-	32946804	32946788	32930662
990	ENSMUSG00000024055	chr17	-	32946804	32946788	32941200
991	ENSMUSG00000021639	chr13	-	100486473	100486070	100483043
992	ENSMUSG00000064065	chr10	-	6935186	6935174	6911958
993	ENSMUSG00000064065	chr10	-	6935186	6935174	6920086
994	ENSMUSG00000069631	chr11	-	106187124	106187100	106173781
995	ENSMUSG00000069631	chr11	-	106187124	106187100	106180983
996	ENSMUSG00000069631	chr11	-	106187124	106187100	106184619
1000	ENSMUSG00000044702	chr7	-	122128137	122127048	122124927
1005	ENSMUSG00000057897	chr11	-	5972812	5972631	5972450
1006	ENSMUSG00000057897	chr11	-	5997882	5997881	5992892
1007	ENSMUSG00000008855	chr11	-	102195951	102195947	102195868
1012	ENSMUSG00000033177	chr16	-	45683408	45683397	45680748
1017	ENSMUSG00000026193	chr1	-	71598373	71597280	71590892
1020	ENSMUSG00000020923	chr11	-	102307082	102307078	102306999
1022	ENSMUSG00000038312	chr2	-	155713337	155713324	155710968
1023	ENSMUSG00000027014	chr2	-	77903813	77903795	77896578
1024	ENSMUSG00000032570	chr9	-	105451803	105451792	105448888
1025	ENSMUSG00000022469	chr15	-	97750268	97750259	97750187
1026	ENSMUSG00000022469	chr15	-	97761474	97761467	97761229
1027	ENSMUSG00000020362	chr11	-	49685262	49685247	49685155
1028	ENSMUSG00000056536	chr1	-	105658915	105658886	105657850
1029	ENSMUSG00000006299	chr1	-	74281526	74281328	74281179
1030	ENSMUSG00000074802	chr10	-	89434292	89434289	89433812
1031	ENSMUSG00000028849	chr4	-	126240031	126240022	126238632
1034	ENSMUSG00000044072	chr11	-	29758933	29758825	29755056
1040	ENSMUSG00000026430	chr1	-	131181250	131181153	131180668
1042	ENSMUSG00000074282	chr7	-	24314381	24314349	24312495
1044	ENSMUSG00000020227	chr10	-	120165092	120165040	120146629
1045	ENSMUSG00000073434	chr17	-	25860708	25860654	25860542
1046	ENSMUSG00000026605	chr1	-	189680271	189680220	189679141
1047	ENSMUSG00000026605	chr1	-	189684944	189684862	189684666
1048	ENSMUSG00000056162	chr18	-	84637814	84636046	84634640
1050	ENSMUSG00000021546	chr13	-	58400341	58400332	58399990
1051	ENSMUSG00000026939	chr2	-	25621374	25621360	25621173
1053	ENSMUSG00000038860	chr2	-	33104852	33104848	33085944
1054	ENSMUSG00000030590	chr7	-	29156129	29156030	29155809
1055	ENSMUSG00000051590	chr1	-	127820418	127820386	127817932
1056	ENSMUSG00000023944	chr17	-	45571764	45571412	45571177
1058	ENSMUSG00000055850	chr6	-	72361121	72361116	72360949
1059	ENSMUSG00000055850	chr6	-	72361121	72361116	72361013
1061	ENSMUSG00000020743	chr11	-	115609370	115609279	115609096
1065	ENSMUSG00000020672	chr12	-	30201285	30201274	30195648
1066	ENSMUSG00000022948	chr16	-	93590873	93590255	93590085
1067	ENSMUSG00000031969	chr9	-	26990582	26990578	26990192
1069	ENSMUSG00000040883	chr9	-	21927291	21927286	21926154
1070	ENSMUSG00000040883	chr9	-	21927291	21927286	21926357
1071	ENSMUSG00000052926	chr8	-	84965316	84965130	84960104
1076	ENSMUSG00000029001	chr4	-	148156608	148156579	148156281
1077	ENSMUSG00000029001	chr4	-	148156656	148156579	148156281
1078	ENSMUSG00000029001	chr4	-	148156656	148156608	148156281
1079	ENSMUSG00000029001	chr4	-	148156608	148156579	148156490
1080	ENSMUSG00000029001	chr4	-	148156656	148156579	148156490
1081	ENSMUSG00000029001	chr4	-	148156656	148156608	148156490
1082	ENSMUSG00000014226	chr1	-	160208387	160208378	160206709
1084	ENSMUSG00000038876	chr10	-	29361983	29361963	29361345
1085	ENSMUSG00000035455	chr11	-	11808894	11808884	11803063
1086	ENSMUSG00000020882	chr11	-	98010295	98010003	98009916
1092	ENSMUSG00000024118	chr17	-	24220251	24219730	24219206
1093	ENSMUSG00000024118	chr17	-	24220521	24220516	24220310
1098	ENSMUSG00000027206	chr2	-	125840467	125840323	125839484
1099	ENSMUSG00000041654	chr11	-	113463971	113463950	113305954
1100	ENSMUSG00000041654	chr11	-	113463971	113463950	113369898
1103	ENSMUSG00000044320	chr2	-	30800723	30800707	30797980
1106	ENSMUSG00000038372	chr13	-	32234359	32234352	32227302
1115	ENSMUSG00000042363	chr11	-	20830973	20830869	20830347
1116	ENSMUSG00000095253	chr17	-	32822073	32822067	32821838
1117	ENSMUSG00000057637	chr4	-	143179314	143179287	143170188
1126	ENSMUSG00000057594	chr11	-	120467181	120467009	120466767
1131	ENSMUSG00000005779	chr3	-	94884916	94884897	94884759
1132	ENSMUSG00000015837	chr11	-	50202512	50202398	50200912
1133	ENSMUSG00000057181	chr11	-	80377841	80377753	80376883
1134	ENSMUSG00000085084	chr3	-	156551135	156551034	156547832
1135	ENSMUSG00000049321	chr11	-	50910749	50910705	50910525
1136	ENSMUSG00000049321	chr11	-	50910749	50910705	50910528
1142	ENSMUSG00000018565	chr11	-	69979998	69979829	69975260
1145	ENSMUSG00000037935	chr11	-	99225037	99224720	99220735
1147	ENSMUSG00000001441	chr11	-	97248231	97248201	97244535
1149	ENSMUSG00000079197	chr14	-	55588039	55587653	55587565
1152	ENSMUSG00000036989	chr7	-	105619387	105619382	105619228
1154	ENSMUSG00000028073	chr3	-	87759476	87759352	87759194
1155	ENSMUSG00000028073	chr3	-	87763259	87763224	87762281
1158	ENSMUSG00000043510	chr5	-	110835979	110835974	110830983
1159	ENSMUSG00000043510	chr5	-	110835979	110835974	110834799
1163	ENSMUSG00000047766	chr9	-	60615093	60614998	60610421
1168	ENSMUSG00000041609	chr5	-	115652924	115652626	115651939
1169	ENSMUSG00000044783	chr1	-	88275041	88275027	88268026
1171	ENSMUSG00000041346	chr11	-	69563319	69563303	69562857
1174	ENSMUSG00000068134	chr2	-	150119564	150119480	150118200
1175	ENSMUSG00000005204	chr11	-	69678226	69678136	69678020
1181	ENSMUSG00000025733	chr17	-	25840254	25840221	25840107
1183	ENSMUSG00000071691	chr19	-	4660233	4660229	4659498
1184	ENSMUSG00000019861	chr10	-	52358772	52358748	52354747
1185	ENSMUSG00000078974	chr11	-	16508103	16508078	16506472
1191	ENSMUSG00000038351	chr11	-	74868641	74868576	74868291
1192	ENSMUSG00000017288	chr11	-	76163801	76163797	76138394
1193	ENSMUSG00000022788	chr16	-	16504096	16503985	16484597
1194	ENSMUSG00000022788	chr16	-	16504096	16503985	16490606
1195	ENSMUSG00000043716	chr1	-	16103167	16102691	16102599
1196	ENSMUSG00000042772	chr1	-	152848733	152848595	152846263
1198	ENSMUSG00000023994	chr17	-	48398984	48398981	48395796
1199	ENSMUSG00000041328	chr7	-	92659797	92659404	92658866
1202	ENSMUSG00000057554	chr13	-	12453284	12453257	12452778
1203	ENSMUSG00000018651	chr11	-	84085675	84085638	84084757
1204	ENSMUSG00000038930	chr7	-	80319245	80318858	80317482
1205	ENSMUSG00000038930	chr7	-	80320861	80320091	80319341
1206	ENSMUSG00000038930	chr7	-	80320861	80320301	80320213
1209	ENSMUSG00000042642	chr3	-	89411817	89411783	89411380
1213	ENSMUSG00000004267	chr6	-	124768186	124768097	124767796
1214	ENSMUSG00000004267	chr6	-	124768237	124768097	124767796
1215	ENSMUSG00000004267	chr6	-	124768237	124768186	124767796
1223	ENSMUSG00000000276	chr11	-	89048888	89048848	89044311
1225	ENSMUSG00000035172	chr11	-	101164037	101164012	101163697
1226	ENSMUSG00000035172	chr11	-	101165059	101165050	101164791
1228	ENSMUSG00000070643	chr1	-	133384456	133384412	133383924
1229	ENSMUSG00000047126	chr11	-	86737070	86737058	86733844
1230	ENSMUSG00000037437	chr8	-	24852239	24852176	24837821
1231	ENSMUSG00000022843	chr16	-	20709101	20709076	20708767
1232	ENSMUSG00000018669	chr11	-	96916150	96916050	96913796
1233	ENSMUSG00000018669	chr11	-	96916150	96916050	96913877
1239	ENSMUSG00000052384	chr16	-	32163252	32162237	32147673
1242	ENSMUSG00000038784	chr6	-	35064897	35064888	35056268
1244	ENSMUSG00000020282	chr11	-	32210707	32210657	32210551
1245	ENSMUSG00000038094	chr16	-	29415810	29415782	29409872
1246	ENSMUSG00000038094	chr16	-	29415810	29415782	29413801
1247	ENSMUSG00000038094	chr16	-	29455423	29455366	29454880
1249	ENSMUSG00000006931	chr11	-	100411791	100411728	100411197
1251	ENSMUSG00000024012	chr17	-	29336217	29336166	29334005
1254	ENSMUSG00000035086	chr11	-	101294969	101294000	101291532
1255	ENSMUSG00000035086	chr11	-	101294969	101294965	101294147
1256	ENSMUSG00000035086	chr11	-	101295034	101294965	101294147
1257	ENSMUSG00000035086	chr11	-	101295034	101294969	101294147
1258	ENSMUSG00000035086	chr11	-	101294969	101294965	101294228
1259	ENSMUSG00000035086	chr11	-	101295034	101294965	101294228
1260	ENSMUSG00000035086	chr11	-	101295034	101294969	101294228
1261	ENSMUSG00000035086	chr11	-	101296257	101296193	101295624
1263	ENSMUSG00000030051	chr6	-	87671989	87671859	87668487
1264	ENSMUSG00000034685	chr11	-	102444171	102443963	102443742
1265	ENSMUSG00000031832	chr8	-	119602830	119602757	119601780
1269	ENSMUSG00000047446	chr12	-	40009701	40006699	40005711
1270	ENSMUSG00000003500	chr6	-	29206374	29206305	29206153
1271	ENSMUSG00000029826	chr6	-	38332489	38332141	38331861
1278	ENSMUSG00000020738	chr11	-	115534555	115534551	115530417
1280	ENSMUSG00000057948	chr11	-	116066689	116066636	116065547
1281	ENSMUSG00000057948	chr11	-	116069886	116069880	116069799
1283	ENSMUSG00000051786	chr15	-	89101368	89101361	89101285
1287	ENSMUSG00000027327	chr2	-	131153593	131153584	131148294
1288	ENSMUSG00000027327	chr2	-	131153593	131153584	131151760
1291	ENSMUSG00000025155	chr11	-	120792030	120792026	120791943
1293	ENSMUSG00000021557	chr13	-	59557222	59557097	59544451
1294	ENSMUSG00000021368	chr13	-	43171328	43171308	43169947
1302	ENSMUSG00000035845	chr15	-	88814453	88814428	88806721
1310	ENSMUSG00000024002	chr17	-	32224086	32224083	32222165
1311	ENSMUSG00000024002	chr17	-	32253040	32252996	32229735
1313	ENSMUSG00000026110	chr1	-	37498599	37498572	37496013
1315	ENSMUSG00000003863	chr7	-	45353518	45353329	45352274
1316	ENSMUSG00000048537	chr9	-	44697751	44697718	44696183
1320	ENSMUSG00000059456	chr14	-	66158047	66158014	66157107
1324	ENSMUSG00000052752	chr17	-	24512955	24512949	24512386
1325	ENSMUSG00000052752	chr17	-	24519130	24519113	24518794
1326	ENSMUSG00000052752	chr17	-	24519130	24519113	24518799
1327	ENSMUSG00000026279	chr1	-	93749937	93749846	93725316
1333	ENSMUSG00000062859	chr17	-	28080158	28079921	28078058
1334	ENSMUSG00000098781	chr13	-	67320827	67320791	67317977
1335	ENSMUSG00000021830	chr14	-	45219346	45219216	45219049
1336	ENSMUSG00000029650	chr5	-	147894708	147894480	147894045
1338	ENSMUSG00000085385	chr2	-	158360463	158360458	158359331
1339	ENSMUSG00000085385	chr2	-	158360526	158360458	158359432
1341	ENSMUSG00000004996	chr8	-	84256307	84256243	84254352
1342	ENSMUSG00000035236	chr2	-	39189988	39189912	39150414
1344	ENSMUSG00000074129	chr7	-	45128699	45128541	45127568
1345	ENSMUSG00000057541	chr5	-	23748755	23748682	23747920
1347	ENSMUSG00000038718	chr2	-	34224544	34224404	34213442
1348	ENSMUSG00000021032	chr12	-	87099995	87099983	87098546
1349	ENSMUSG00000053291	chr7	-	27176157	27175778	27174778
1350	ENSMUSG00000020160	chr11	-	18885592	18885511	18884476
1351	ENSMUSG00000020160	chr11	-	18885592	18885588	18884476
1355	ENSMUSG00000056962	chr11	-	116840409	116839837	116839128
1356	ENSMUSG00000056962	chr11	-	116840447	116839837	116839128
1357	ENSMUSG00000056962	chr11	-	116840447	116840409	116839128
1358	ENSMUSG00000056962	chr11	-	116840447	116840409	116839926
1359	ENSMUSG00000056962	chr11	-	116840447	116840409	116839931
1361	ENSMUSG00000075316	chr2	-	66540296	66540263	66537399
1362	ENSMUSG00000052749	chr7	-	104363701	104362706	104359764
1365	ENSMUSG00000054702	chr1	-	79625106	79625104	79614340
1368	ENSMUSG00000038170	chr3	-	97756883	97756369	97755597
1369	ENSMUSG00000030047	chr6	-	87466472	87466009	87465697
1371	ENSMUSG00000042349	chr1	-	131275778	131275706	131275279
1374	ENSMUSG00000033918	chr16	-	20293353	20293297	20287952
1377	ENSMUSG00000028713	chr4	-	115628771	115628668	115626940
1378	ENSMUSG00000031708	chr8	-	83573870	83573708	83573455
1381	ENSMUSG00000060519	chr1	-	156673529	156673238	156669636
1382	ENSMUSG00000060147	chr13	-	33935572	33935568	33931646
1383	ENSMUSG00000060147	chr13	-	33935618	33935568	33931646
1384	ENSMUSG00000060147	chr13	-	33935626	33935568	33931646
1385	ENSMUSG00000060147	chr13	-	33935618	33935572	33931646
1386	ENSMUSG00000060147	chr13	-	33935626	33935572	33931646
1387	ENSMUSG00000060147	chr13	-	33935626	33935618	33931646
1391	ENSMUSG00000041720	chr16	-	17323036	17322987	17318553
1392	ENSMUSG00000001034	chr11	-	61490706	61490607	61490504
1393	ENSMUSG00000001034	chr11	-	61493523	61493505	61493069
1394	ENSMUSG00000001034	chr11	-	61493596	61493505	61493069
1395	ENSMUSG00000001034	chr11	-	61493646	61493505	61493069
1396	ENSMUSG00000001034	chr11	-	61493596	61493523	61493069
1397	ENSMUSG00000001034	chr11	-	61493646	61493523	61493069
1398	ENSMUSG00000001034	chr11	-	61493646	61493596	61493069
1399	ENSMUSG00000001034	chr11	-	61493523	61493505	61493185
1400	ENSMUSG00000001034	chr11	-	61493646	61493505	61493185
1401	ENSMUSG00000001034	chr11	-	61493646	61493523	61493185
1402	ENSMUSG00000086370	chrX	-	103613043	103613022	103609416
1406	ENSMUSG00000001552	chr11	-	100397635	100397620	100386388
1408	ENSMUSG00000040687	chr2	-	91158085	91157984	91155648
1409	ENSMUSG00000040687	chr2	-	91158407	91158404	91158143
1410	ENSMUSG00000040687	chr2	-	91158416	91158404	91158143
1411	ENSMUSG00000040687	chr2	-	91158461	91158404	91158143
1412	ENSMUSG00000040687	chr2	-	91158416	91158407	91158143
1413	ENSMUSG00000040687	chr2	-	91158461	91158407	91158143
1414	ENSMUSG00000040687	chr2	-	91158461	91158416	91158143
1415	ENSMUSG00000040687	chr2	-	91167042	91166913	91166685
1416	ENSMUSG00000040687	chr2	-	91167527	91167523	91167163
1418	ENSMUSG00000040434	chr2	-	92370562	92370345	92370259
1419	ENSMUSG00000040434	chr2	-	92370565	92370345	92370259
1420	ENSMUSG00000040434	chr2	-	92370565	92370562	92370259
1425	ENSMUSG00000023942	chr17	-	45589001	45588995	45588386
1427	ENSMUSG00000048058	chr2	-	102113628	102113532	102070058
1428	ENSMUSG00000027185	chr2	-	103734917	103734865	103734525
1438	ENSMUSG00000027131	chr2	-	112367401	112367332	112364305
1441	ENSMUSG00000031150	chrX	-	7738369	7738361	7738252
1442	ENSMUSG00000039983	chr2	-	119029316	119029307	119019164
1443	ENSMUSG00000039983	chr2	-	119029316	119029307	119027387
1445	ENSMUSG00000027297	chr2	-	119753426	119753113	119753023
1448	ENSMUSG00000027284	chr2	-	120722656	120722609	120720989
1449	ENSMUSG00000027284	chr2	-	120722656	120722609	120721010
1453	ENSMUSG00000074358	chr7	-	18893778	18893766	18893348
1454	ENSMUSG00000074358	chr7	-	18910342	18910132	18903939
1455	ENSMUSG00000033396	chr2	-	122108036	122107708	122104053
1456	ENSMUSG00000033256	chr2	-	122354030	122354028	122353884
1458	ENSMUSG00000027360	chr2	-	126606359	126604240	126603985
1460	ENSMUSG00000027371	chr2	-	127438509	127438112	127436845
1467	ENSMUSG00000068290	chr2	-	130658588	130658472	130658338
1468	ENSMUSG00000027993	chr3	-	84192080	84190512	84178178
1472	ENSMUSG00000030849	chr7	-	130196177	130196171	130185380
1474	ENSMUSG00000027472	chr2	-	153015233	153015207	153014085
1482	ENSMUSG00000040721	chr14	-	55070138	55070108	55068308
1483	ENSMUSG00000034248	chr14	-	69249393	69248882	69247637
1484	ENSMUSG00000040936	chr9	-	121255116	121255081	121252713
1492	ENSMUSG00000027610	chr2	-	155567782	155567692	155566884
1493	ENSMUSG00000005882	chr2	-	155910364	155910356	155901355
1494	ENSMUSG00000005882	chr2	-	155910364	155910356	155909425
1495	ENSMUSG00000005882	chr2	-	155911745	155911740	155910467
1496	ENSMUSG00000005882	chr2	-	155911745	155911740	155910464
1504	ENSMUSG00000017307	chr2	-	164795081	164794984	164793010
1506	ENSMUSG00000039671	chr2	-	165807674	165807518	165805377
1507	ENSMUSG00000039536	chr2	-	166949743	166949699	166949359
1508	ENSMUSG00000039536	chr2	-	166950939	166950780	166950353
1510	ENSMUSG00000078923	chr2	-	167629166	167629068	167617977
1511	ENSMUSG00000078923	chr2	-	167629169	167629068	167617977
1512	ENSMUSG00000078923	chr2	-	167629169	167629166	167617977
1516	ENSMUSG00000024830	chr19	-	4158802	4158609	4158128
1517	ENSMUSG00000024830	chr19	-	4158828	4158609	4158128
1518	ENSMUSG00000024830	chr19	-	4158828	4158802	4158128
1519	ENSMUSG00000024830	chr19	-	4158828	4158824	4158128
1520	ENSMUSG00000024830	chr19	-	4158828	4158802	4158717
1524	ENSMUSG00000028772	chr4	-	130337077	130337073	130329674
1525	ENSMUSG00000016346	chr2	-	181086968	181086875	181082456
1526	ENSMUSG00000016346	chr2	-	181086968	181086875	181085350
1529	ENSMUSG00000038705	chr2	-	181264980	181264969	181260398
1530	ENSMUSG00000000823	chr2	-	181588654	181588624	181588520
1531	ENSMUSG00000000823	chr2	-	181592420	181592413	181590985
1539	ENSMUSG00000027506	chr3	-	9003287	9003279	8953799
1544	ENSMUSG00000037652	chr3	-	30969373	30969358	30965935
1546	ENSMUSG00000042790	chr9	-	45900210	45899745	45898491
1547	ENSMUSG00000042790	chr9	-	45904805	45904769	45898491
1548	ENSMUSG00000042790	chr9	-	45904805	45904769	45900256
1549	ENSMUSG00000027708	chr3	-	35919121	35919000	35916350
1550	ENSMUSG00000027708	chr3	-	35921112	35920970	35919169
1552	ENSMUSG00000035245	chr6	-	97148060	97147876	97147451
1555	ENSMUSG00000028133	chr3	-	121158814	121158767	121156516
1556	ENSMUSG00000027746	chr3	-	53860233	53860198	53859274
1567	ENSMUSG00000044465	chr7	-	105384374	105383780	105381577
1568	ENSMUSG00000044465	chr7	-	105384987	105384945	105384572
1569	ENSMUSG00000058656	chr15	-	53719644	53719614	53658490
1570	ENSMUSG00000032498	chr9	-	111249219	111247875	111247403
1573	ENSMUSG00000034684	chr9	-	107685343	107685324	107684776
1574	ENSMUSG00000034684	chr9	-	107685343	107685324	107684816
1575	ENSMUSG00000034684	chr9	-	107689685	107689649	107688349
1577	ENSMUSG00000035696	chr4	-	44158989	44158902	44152553
1578	ENSMUSG00000025747	chr5	-	30071633	30069833	30068640
1580	ENSMUSG00000074513	chr3	-	84529190	84529169	84527798
1582	ENSMUSG00000004661	chr9	-	57810408	57810338	57810237
1584	ENSMUSG00000004896	chr3	-	87927923	87927562	87927117
1586	ENSMUSG00000074489	chr3	-	88371373	88370127	88369608
1587	ENSMUSG00000026202	chr1	-	75218828	75218789	75217434
1588	ENSMUSG00000024037	chr17	-	31509820	31509768	31503666
1591	ENSMUSG00000068922	chr3	-	88912702	88912623	88912300
1592	ENSMUSG00000027953	chr3	-	89270061	89269826	89269211
1593	ENSMUSG00000027953	chr3	-	89270515	89270385	89270139
1595	ENSMUSG00000060671	chr3	-	89948046	89947803	89946789
1598	ENSMUSG00000001017	chr3	-	90507544	90506107	90503282
1601	ENSMUSG00000029994	chr6	-	86754918	86754852	86753893
1602	ENSMUSG00000089989	chr7	-	45133897	45133881	45132412
1603	ENSMUSG00000089989	chr7	-	45133897	45133881	45133501
1607	ENSMUSG00000068876	chr3	-	94778200	94777993	94776236
1609	ENSMUSG00000092607	chr3	-	95133557	95133199	95133111
1610	ENSMUSG00000038733	chr1	-	181209050	181209002	181203160
1611	ENSMUSG00000038733	chr1	-	181209050	181209002	181203224
1612	ENSMUSG00000045659	chr7	-	116175728	116175711	116170837
1617	ENSMUSG00000035640	chr10	-	80136689	80136662	80136494
1618	ENSMUSG00000015947	chr3	-	96292469	96292252	96287232
1620	ENSMUSG00000028096	chr3	-	96880620	96880522	96880166
1621	ENSMUSG00000028096	chr3	-	96893516	96893497	96892967
1625	ENSMUSG00000029433	chr5	-	123517954	123517736	123512707
1626	ENSMUSG00000040124	chr1	-	163396811	163396807	163394692
1627	ENSMUSG00000025377	chr11	-	120095821	120095803	120095609
1628	ENSMUSG00000025377	chr11	-	120096580	120096564	120095871
1629	ENSMUSG00000044807	chr11	-	50817808	50817792	50817359
1635	ENSMUSG00000029510	chr5	-	138276207	138276185	138276075
1639	ENSMUSG00000040774	chr3	-	106539442	106539189	106533502
1640	ENSMUSG00000003190	chr7	-	44994179	44993810	44993031
1641	ENSMUSG00000030780	chr7	-	128276227	128276085	128274703
1642	ENSMUSG00000027881	chr3	-	108908335	108908325	108908083
1644	ENSMUSG00000039652	chr19	-	37139130	37139061	37126388
1645	ENSMUSG00000027977	chr3	-	123556835	123556791	123552680
1646	ENSMUSG00000002028	chr9	-	44817705	44817604	44816659
1647	ENSMUSG00000002028	chr9	-	44833906	44833897	44833045
1648	ENSMUSG00000028017	chr3	-	129707275	129707208	129706250
1653	ENSMUSG00000036893	chr2	-	24805081	24805073	24804904
1654	ENSMUSG00000036893	chr2	-	24824944	24824928	24815832
1655	ENSMUSG00000036893	chr2	-	24887002	24886996	24884702
1657	ENSMUSG00000012819	chr10	-	60530946	60530937	60523564
1658	ENSMUSG00000037062	chr3	-	144701807	144701759	144699877
1660	ENSMUSG00000052105	chr17	-	66348242	66348218	66346385
1661	ENSMUSG00000052105	chr17	-	66368293	66368229	66366541
1662	ENSMUSG00000028184	chr3	-	148820450	148820416	148818686
1663	ENSMUSG00000028184	chr3	-	148822987	148822954	148821025
1664	ENSMUSG00000028184	chr3	-	148822987	148822954	148821054
1665	ENSMUSG00000028184	chr3	-	148822987	148822954	148821408
1677	ENSMUSG00000028245	chr4	-	6421056	6420049	6419927
1678	ENSMUSG00000032641	chr6	-	134897161	134896857	134887785
1679	ENSMUSG00000037364	chr5	-	137299753	137299748	137299672
1680	ENSMUSG00000037364	chr5	-	137302125	137301317	137300413
1684	ENSMUSG00000024613	chr18	-	60821642	60821632	60819610
1685	ENSMUSG00000040728	chr4	-	11357471	11357459	11353463
1686	ENSMUSG00000028218	chr4	-	12168228	12168222	12164192
1688	ENSMUSG00000004667	chr10	-	80036526	80036509	80036301
1691	ENSMUSG00000039804	chr2	-	165004096	165004088	165002959
1692	ENSMUSG00000022704	chr16	-	43871620	43870778	43869097
1693	ENSMUSG00000022704	chr16	-	43880992	43880967	43878033
1694	ENSMUSG00000022704	chr16	-	43880967	43880828	43880354
1695	ENSMUSG00000022704	chr16	-	43880992	43880828	43880354
1696	ENSMUSG00000022704	chr16	-	43880992	43880967	43880354
1699	ENSMUSG00000040044	chr4	-	34598607	34597307	34595236
1703	ENSMUSG00000029173	chr5	-	52665235	52665161	52664321
1704	ENSMUSG00000026942	chr2	-	25538865	25538844	25537149
1705	ENSMUSG00000021814	chr14	-	20479894	20479779	20473329
1706	ENSMUSG00000028441	chr4	-	41507098	41507093	41505654
1707	ENSMUSG00000036078	chr4	-	41740822	41740775	41740642
1709	ENSMUSG00000028453	chr4	-	43007048	43006983	43006896
1711	ENSMUSG00000051517	chr4	-	43497958	43497880	43497710
1712	ENSMUSG00000028467	chr4	-	43569829	43569488	43569285
1716	ENSMUSG00000073433	chr17	-	26199769	26199751	26199676
1717	ENSMUSG00000073433	chr17	-	26200190	26199751	26199676
1721	ENSMUSG00000074643	chr2	-	156078331	156078146	156078015
1722	ENSMUSG00000074643	chr2	-	156078899	156078751	156078654
1724	ENSMUSG00000055296	chr4	-	56903917	56903353	56903247
1725	ENSMUSG00000028382	chr4	-	59524403	59524394	59517755
1729	ENSMUSG00000039137	chr4	-	63435359	63435347	63434146
1736	ENSMUSG00000041482	chr18	-	63019266	63019190	63017653
1742	ENSMUSG00000091625	chr6	-	56703313	56703005	56702168
1743	ENSMUSG00000091625	chr6	-	56703317	56703005	56702168
1744	ENSMUSG00000091625	chr6	-	56703317	56703313	56702168
